"Author","CommR"
"X__RichLehrer",17
"Abrahamson__Dor",6
"Adams__Karlyn",4
"Aditomo__Anindito",2
"Ahn__June",4
"Ai__Hua",10
"Ainley__Mary_D.",7
"Aleven__Vincent",3
"Allaire__Stephane",95
"Anderson__Kate",33
"Anmarkrud__Øistein",40
"Avramides__Katerina",35
"Bachrach__Jessica",7
"Bagley__Elizabeth",47
"Baker__Ryan",3
"Barnes__Jacqueline",7
"Barron__Brigid_J.",7
"Barth.Cohen__Lauren",94
"Bass__Michelle",52
"Batane__Tshepo",12
"Beauvineau__Yves",13
"Becker__Bernd",19
"Becker__Marina",3
"Bell__Philip",8
"Bennett__Sue",32
"Bereiter__Carl",23
"Berland__Matthew",3
"Bertram__Johanna",5
"Bielaczyc__Katerine",59
"Bientzle__Martina",5
"Bijker__Monique",34
"Birchfield__David",6
"Biswas__Gautam",27
"Black__John_B.",6
"Blikstein__Paulo",3
"Bokhorst__Franziska",5
"Bolling__Amy",6
"Bonsignore__Elizabeth",4
"Boshuizen__Henny_P._A.",34
"Boticki__Ivica",20
"Brand.Gruwel__Saskia",34
"Bransford__John",8
"Bråten__Ivar",40
"Bricker__Leah",8
"Bryk__Anthony",16
"Buehrer__Manuel",19
"Bull__Susan",2
"Burd__Elizabeth",1
"Cafaro__Francesco",11
"Calvo__Rafael",2
"Cerniak__Gabriele",2
"Chai__Ching.Sing",20
"Chai__Ching_Sing",2
"Chan__Carol",5
"Chan__Yuan_Y.",5
"Chang__Chih.Hsuan",53
"Chang__Hsin.Yi",48
"Chang__Mido",1
"Charles__Elizabeth",54
"Chen__Bodong",23
"Chen__Jennifer_King",2
"Chen__Ying.Chih",22
"Cheng__Britte",7
"Chiu__Chieh.Hsin",53
"Chiu__Jennifer",1
"Chiu__Ming_Ming",70
"Choi__Sung.Youn",30
"Chuy__Maria",23
"Cisterna__Dante",46
"Clark__Dav",38
"Clark__Douglas_B.",2
"Clarke.Midura__Jody",3
"Clegg__Tamara",4
"Cober__Rebecca",1
"Cohen__Sarah",38
"Constantinou__Constantinos",21
"Cosejo__David_D.",2
"Craft__Brock",35
"Cress__Ulrike",5
"Cruse__Julie",6
"Curwood__Jen_Scott",93
"Dalgarno__Barney",32
"Dasgupta__Chandan",11
"Davenport__Jodi",3
"Davis__Pryce",17
"de_Jong__Ton",1
"De_Wever__Bram",1
"Deater.Deckard__Kirby",1
"DeBarger__Angela_Haydel",13
"Dede__Chris",3
"Delgado__Cesar",85
"DeLiema__David",6
"DeLiema__David_J.",42
"DeVane__Ben",4
"Dierking__Lynn_D.",13
"Dolle__Jonathan",16
"Dookie__Lesley",63
"Drake__Joel",39
"Druin__Allison",4
"Dyke__Gregory",10
"Eberbach__Catherine",4
"Eberle__Julia",1
"Eisenberg__Michael",6
"Elinich__Karen",15
"Ely__Robert_B._W.",7
"Engeström__Ritva",12
"Engle__Randi_A.",9
"Engler__Jan",28
"Esmonde__Indigo",63
"Evans__Michael",1
"Fadjo__Cameron",6
"Falk__John_H.",13
"Feiten__Linus",19
"Ferguson__Leila",40
"Fielding.Wells__Jill",72
"Fields__Deborah",62
"Fischer__Frank",1
"Fong__Cresencia",1
"Forest__Dominique",76
"Fraistat__Ann",4
"Friedrich__Luisa_Amelie",36
"Frömmel__Cornelius",14
"Fueyo__Vivian",25
"Fuhrmann__Tamar",3
"Galstaun__Vilma",33
"Gegenfurtner__Andreas",29
"Gelderblom__Helene",4
"Georgiou__Yiannis",65
