"Author","CommR"
"Shaffer__David",1
"Shaffer__David_Williamson",16
"Shaikh__Rafikh",29
"Shapiro__Ben_Rydal",3
"Shareff__Becca",10
"Sharma__Kshitij",2
"Shim__Jooeun",25
"Shin__Minyoung",23
"Shinohara__Kristen",31
"Shirouzu__Hajime",1
"Sierschynski__Jarek",63
"Silvis__Deborah",60
"Slotta__James",20
"Snyder__Anne",4
"Sommer__Stephen",18
"Spaulding__Scott",63
"Spikol__Daniel",24
"Steele__K.Fai",3
"Stegmann__Karsten",1
"Stromholt__Shelley",3
"Stucker__Michael",44
"Sun__Jingjing",36
"Sun__Na",61
"Suzuki__Hideyuki",9
"Tabak__Iris",57
"Tan__Samuel",1
"Tan__Seng_Chee",1
"Tao__Dan",1
"Tarimo__William_T.",59
"Taylor__Katie_Headrick",60
"Telhan__Orkan",3
"Teo__Chew_Lee",1
"Thompson__Kate",14
"Toprani__Dhvani",11
"Trausan.Matu__Stefan",12
"Traut__Hilary",18
"Tscholl__Michael",28
"Tsovaltzi__Dimitra",35
"Tzou__Carrie",3
"van_Aalst__Jan",1
"van_den_Ende__Joan",1
"van_Heijst__Hennie",1
"Vanlehn__Kurt",64
"VanMeerten__Nicolaas",65
"Varma__Keisha",65
"Vinha__Telma",1
"Viswanathan__Anandhi",33
"Viswanathan__Sree_Aurovindh",64
"Vitale__Jonathan",8
"Vitale__Jonathan_M.",8
"Vogel__Freydis",1
"von_Davier__Alina_A.",6
"Wagh__Aditi",17
"Wakimoto__Takehiro",9
"Walker__Justice_T.",3
"Walker__Susan",67
"Walkoe__Janet",10
"Wan__Hai.Peng",38
"Wan__Haipeng",1
"Wang__Li.Jen",42
"Wang__Qi",38
"Wang__Xu",1
"Warren__Jillian",1
"Weible__Jennifer",41
"Weidler.Lewis__Joanna",18
"Weinberger__Armin",35
"Weiss__David_M.",32
"Wen__Miaomiao",1
"Whiteman__Jennifer",37
"Wichmann__Astrid",2
"Widman__Sari_A.",3
"Wiggins__Joseph_B.",13
"Wilensky__Uri",17
"Wilkerson__Michelle",10
"Windleharth__Travis",46
"Wise__Alyssa",1
"Wobbrock__Jacob_O.",31
"Wright__Kenneth",22
"Wu__Sally",2
"Wu__Sally_P._W.",2
"Wu__Ying.Tien",42
"Xia__Lei",4
"Xuan__Andy_Ng_Ding",19
"Yamada__Yuki",1
"Yan__Shulong",11
"Yang__Christine",1
"Yip__Jason",46
"Yoon__Susan",25
"Yu__Sheng.Quan",38
"Yuan__Guangji",1
"Yuan__Jiangmei",23
"Zhang__Jianwei",1
"Zhang__Jiayuan",8
"Zhao__Naxin",21
"Zhu__Gaoxia",1
"Zhu__Mengxiao",6
"Zimmerman__Heather",66
