"Author","CommR"
"X_",2
"Agganis__Aggelici",3
"Ahem__Terence_C.",28
"Ahern__Terence_C.",50
"Ashmore__Lora",4
"Bank__Curtis_Jay",39
"Barfurth__Marion_A.",52
"Baumgartner__Eric",3
"Becker__Frank",4
"Belisle__Claire",31
"Bell__Philip",17
"Bereiter__Carl",18
"Bliss__Traci",42
"Booth__Kellogg_S.",7
"Bowers__Janet",57
"Bras__Bert",1
"Brazile__Robert",20
"Bricker__Lauren_J.",6
"Brophy__Sean_P.",54
"Campbell__Keith",29
"Carlson__David",1
"Cerratto__Teresa",31
"Chan__Tak.Wai",35
"Chou__Chih.Yueh",35
"Christiansen__Ellen",45
"Chyung__Seung.Youn",23
"Clement__John",36
"Cockburn__Andy",10
"Cole__Karen_A.",66
"Collings__Penny",46
"Conlee__Melinda",22
"Crawford__Teresa",25
"D.Amico__Laura",8
"Dalmau__Mary_C.",11
"Davis__Elizabeth_A.",17
"Davis__James_R.",24
"De_Jong__Frank_P._C._M.",34
"Dirckinck.Holmfeld__Lone",45
"Driscoll__Marcy_P.",47
"Duckett__George",2
"Eales__R._T._Jim",33
"Edelson__Daniel",8
"Ekeblad__Eva",43
"Erkens__Gijsbert",27
"Favorin__Marjo",55
"Ferraro__Anne",14
"Filho__Merval_Jurema",11
"Finkel__Elizabeth",5
"Fischer__Gerhard",64
"Fjuk__Annita",67
"Gaines__Brian_R.",41
"Gay__Marty",2
"Geisler__Cheryl",14
"Gerson__Dan",2
"Glenn__Phillip_J.",22
"Goldman__Shelley",37
"Gomez__Louis",8
"Goodrum__David_A.",15
"Greenberg__Saul",10
"Gustafson__Edwin",5
"Gutwin__Carl",10
"Guzdial__Mark",1
"Heeren__Elske",56
"Herrmann__Françoise",49
"Hmelo.Silver__Cindy",1
"Hutama__Danny_C.",6
"Huttenlocher__Daniel_P.",24
"Ibsen__David_J._S.",65
"Ide__Akiko",40
"Inkpen__Kori",7
"Jonassen__David_H.",59
"Jurema__Ana_Cristina_L._A.",11
"Kanselaar__Gellof",27
"Kata__Hiroshi",32
"Kato__Hiroshi",40
"Katz__Sandra",62
"Kelly__Gregory_J.",25
"Kent__Todd",4
"King__Kira_S.",39
"Kinzie__Mable",4
"Klawe__Maria",7
"Kolodner__Janet",1
"Koschmann__Timothy",22
"Laczko__Jason",5
"Lan__William",23
"Larsen__Valerie",4
"León__Rigoberto",13
"Lima__Maria_Edite_Costa",11
"Lindeman__Bruce",4
"Lindström__Berner",43
"Linn__Marcia",17
"Mahling__Dirk_E.",19
"Marayanan__En._Hari",1
"Marquez__Jorge",13
"Mazur__Joan",42
"Mcconnell__David",61
"Mccown__R._R.",47
"Mensink__Jos_G._B.",34
"Milter__Richard_G.",44
"Monaghan__James_M.",36
"Moore__Terry_Lee",2
"Moschkovich__Judit",37
"Mulholland__Jim",1
"Nakakoji__Kumiyo",38
"Newsletter__Wendy_C.",1
"Nichols__David_M.",9
"O.Neill__D._Kevin",8
"O.Shea__Tim",12
"Oshima__Jun",18
"Painter__William",2
"Petrushin__Valery",1
"Phillips__Eileen",7
"Powers__Susan_M.",69
"Rappin__Noel",1
"Rathbun__Gail_A.",15
"Realff__Matthew",1
"Rein__Gail_L.",53
"Reiser__Brian",3
"Repenning__Alexander",21
"Repman__Judi",23
"Resta__Paul_E.",48
"Rogers__Edwin",14
"Rothenberg__Alex_I.",6
"Saito__Ron_S.",15
"Salinas__Bertha",13
"Sandoval__William",3
"Scanlon__Eileen",12
"Scardamalia__Marlene",18
"Schneider__Kurt",38
"Schwartz__Helen_J.",30
"Shaw__Mildred_L._G.",41
"Sherman__Lawrence_W.",60
"Shikano__Terry",1
"Shin__Dongil",20
"Shotsberger__Paul_G.",16
"Skogseid__Ingjerd",19
"Smith__Brian_K.",3
"Smith__Gareth",9
"Smith__Karan_B.",16
"Soloway__Elliot",5
"Sorrows__Bryan_B.",19
"Spell__Christopher_G.",16
"Spitulnik__Jeff",5
"Stahl__Gerry",21
"Stark__Gwen",10
"Stephens__Liz_C.",63
"Stinson__John_E.",44
"Studer__Scott",5
"Sugimoto__Taku",70
"Sumner__Tamara",21
"Suthers__Dan",26
"Suzuki__Hideyuki",32
"Swigger__Kathleen_M.",20
"Tabak__Iris",3
"Tanimoto__Steven_L.",6
"Taylor__Josie",12
"Trevor__Jonathan",9
"Turns__Jennifer",1
"Twidale__Michael_B.",9
"Upitis__Rena",7
"Vanegas__Jorge_A.",1
"Walch__James",51
"Walker__David",46
"Wallet__Katherine_B.",2
"Watt__Jeffrey_X.",30
"Weiner__Arlene",26
"Welsh__Jim",33
"Whitelock__Denise",12
"Wiburg__Karin_M.",58
"Winiecki__Donald_J.",28
"Wong__Tina_H.",6
"Yelland__Nicola",68
"Zhao__Yong",29
