"Author","CommR"
"Abassi__Nour_Ghalia",1
"Adeoye__Temitope",2
"Agesilaou__Andria",2
"Agrawal__Harshit",43
"Ahmed__Ishrat",22
"Ahn__June",10
"Alberto__Rosa",33
"Aldemir__Tugce",29
"Aleman__Ezequiel",90
"Alexandre__Jeremy",11
"Allert__Heidrun",31
"Alozie__Nonye",26
"Alqahtani__Mona",29
"Amador__Julie",40
"Amundrud__Anja",2
"An__Haokang",7
"Anderson__Emma",1
"Andrade__Alejandro",3
"Andrews__Christopher",2
"Ang__JL",20
"Angel__Dror",6
"Anthony__Lisa",11
"Aridor__Keren",6
"Aritajati__Chulakorn",12
"Ashley__Robert",38
"Atias__Osnat",6
"Axisa__Carmen",23
"Baabdullah__Afaf",97
"Bae__Haesol",1
"Bailie__Addisu",83
"Baker__Michael",87
"Bakker__Arthur",33
"Baram.Tsabari__Ayelet",6
"Barany__Amanda",45
"Barbaro__Valerie",95
"Barksdale__Sarah",17
"Barron__Brigid",46
"Bates__Meg",19
"Bayat__Arash",35
"Beilstein__Shereen",19
"Beirl__Diana",36
"Belcher__John",37
"Bell__Adam",3
"Bell__Amanda",2
"Bellha.user__Henrik",7
"Ben.Horin__Hava",6
"Ben.Zvi__Dani",6
"Benachour__Phil",57
"Benichou__Maya",6
"Bereiter__Carl",5
"Bers__Marina",15
"Bichler__Sarah",4
"Biemans__Harm",35
"Bietti__Lucas",87
"Biswas__Gautam",25
"Blikstein__Paulo",86
"Bodemer__Daniel",7
"Bogart__Christopher",7
"Bonsignore__Elizabeth",10
"Boomgaarden__Antje",51
"Borar__Priyanka",43
"Borge__Marcela",29
"Boulden__Danielle",14
"Boyer__Kristy_Elizabeth",14
"Bracey__Zoe._Buck",4
"Bradford__Allison",4
"Brady__Corey",2
"Bratt__Harry",26
"Bressler__Denise",1
"Bridges__Susan",1
"Briskin__Jessica",84
"Bryant__Tonya",48
"Burriss__Sarah",92
"Bussian__Christine",31
"Cao__Shengyang",9
"Carrillo__Rubiella",12
"Carson__Cynthia",40
"Cassidy__Robert",13
"Castek__Jill",24
"Cavera__Veronica",47
"Ceja.Salgado__Omar",81
"Cervantes__Alexandria",2
"Chai__Aileen_S.W.",20
"Chai__Ching_Sing",5
"Chaivisit__Yam",78
"Chan__Carol",5
"Chan__Kennedy",5
"Chan__Lap_Ki",1
"Chan__Yuyao_Tong_and_Carol",94
"Chandrasekharan__Sanjay",43
"Chandy__Betty",1
"Chang__Peter",11
"Chang__Yu.Hui",17
"Chapman__Katherine",2
"Chapman__Susan",60
"Charles__Elizabeth",13
"Chartrand__Grant",2
"Chen__Gaowei",5
"Chen__Jennifer_King",4
"Chen__Laure_Lu",44
"Chen__Mei.Hwa",5
"Chen__Wenli",20
"Chen__Xiangdong",68
"Chen__Yuxin",1
"Cheng__Bosco",28
"Cheng__Britte",2
"Ching__Cynthia_Carter",3
"Choppin__Jeffrey",40
"Christidou__Dimitra",3
"Cimpian__Joseph",19
"Claire__Polo",69
"Clegg__Tamara",10
"Coiro__Julie",24
"Conlin__Luke",25
"Constantine__Angelina",17
"Corning__Wiley",37
"Craig__Kalani",1
"Crossley__Scott",4
"D.Angelo__Cynthia",26
"Dabholkar__Sugat",1
"Dai__Zhaihuan",21
"Dai__Zhaohui",49
"Damsa__Crina",2
"Danish__Joshua",3
"Darrow__Alice",11
"Dascalu__Mihai",4
"Dasgupta__Chandan",56
"Dashti__Cameron",7
"Davidsen__Jacob",3
"Davis__Bria",3
"Davis__Katie",61
"Davis__Pryce",90
"de_Jong__Ton",30
"Deng__Xiaozhou",59
"Dillenbourg__Pierre",1
"Dimitriadis__Yannis",58
"Dobbie__Karen",5
"Doleck__Tenzin",12
"Dolonen__Jan_Arild",2
"Donaldson__Jonan",100
"Doorman__Michiel",33
"Dresel__Markus",41
"Drijvers__Paul",33
"Dubovi__Ilana",3
"Dugdale__Michael",13
"Duncan__Ravit",47
"Eagan__Brendan",9
"Easterday__Matthew",63
"Echeverria__Vanessa",23
"Ehrenfeld__Nadav",79
"Eie__Siv",52
"Elliott__Doug",23
"Emara__Mona",25
