"Author","CommR"
"X__H.",8
"X__K.",8
"X__Masukawa",8
"X__Miyake",8
"X__N.",8
"X__Shirouzu",8
"X__Yuasa",8
"Aakhus__Mark",80
"Agostini__Alessandra",86
"Alexander__Christine",99
"Amelung__Chris",3
"Amelung__Christopher_J.",3
"Ananny__Mike",106
"Andersen__Hans_H._K.",40
"Andersen__Verner",40
"Andrade__Adja",18
"Andrews__Gail",33
"Arias__Ernesto",7
"Armitt__Gillian",26
"Arnseth__Hans_Christian",67
"Avouris__N.M.",25
"Baggetun__Rune",21
"Bannon__Liam_J.",48
"Barab__Sasha",1
"Bargeron__David",15
"Barron__Brigid",13
"Barthès__Jean.Paul",45
"Bayon__Victor",46
"Beardon__Colin",53
"Beck__Robert_J.",29
"Beer__Martin",26
"Bekerman__Zvi",63
"Blake__Canan",16
"Bleek__Wolf.Gideon",90
"Bordini__Rafael",18
"Borning__Alan",15
"Bortolozzi__Flávio",45
"Bos__Nathan",9
"Bourguin__Grégory",21
"Brecht__John",51
"Brown__Richard_S.",29
"Bruckman__Amy",30
"Bruckman__Amy_S.",73
"Brunier__Philippe",44
"Brush__A.J._Bernheim",15
"Burd__Leo",78
"Burns__Mary",60
"Canny__John",22
"Carlson__Adam",5
"Carroll__Karen",19
"Caspar__Franz",17
"Cassell__Justine",49
"Chapman__Robbin",78
"Cheesman__Robin",41
"Cheng__Britte",43
"Cherry__Gina",36
"Chung__Mark",51
"Clark__Douglas_B.",43
"Cockburn__Andy",93
"Corbit__Margaret",82
"Curtis__Michael",1
"Daily__Ryan",1
"Dawabi__Peter",37
"de_Laat__Maarten",61
"de_los_Angeles_Constantino.González__María",1
"de_Oliveira__Flavio_Moreira",57
"DeBonte__Austina",30
"Derry__Sharon",10
"DeVarco__Bonnie",82
"DiGiano__Chris",84
"Dillenbourg__Pierre",76
"Dimitracopoulou__A.",25
"Dimitriadis__Y.",11
"Dimock__Vicki",60
"Divitini__Monica",86
"Dobson__Mike",56
"Doubler__Sue",77
"Dunlap__Joanna_C.",98
"Eales__R._T._Jim",48
"Edelson__Daniel",31
"Eden__Hal",7
"Ehn__Pelle",53
"Eleuterio__Marco_A.",45
"Elliott__Dean_M.",50
"Ellis__Jason_B.",73
"Empinotti__Vanessa",7
"Engeström__Ritva",59
"Engeström__Yrjö",59
"Erkens__Gijsbert",27
"Ertl__Bernhard",6
"Espinosa__Linda",3
"Farrell__Rob",47
"Feger__Stephanie",38
"Ferraris__Christine",44
"Fidas__C.",25
"Fischer__Frank",6
"Fischer__Gerhard",7
"Fishman__Barry",1
"Fjuk__Annita",12
"Fournier__Janice",36
"Funaoi__Hideo",70
"Furugori__Nobuko",14
"Fusco__Judith",42
"Garrachón__I.",11
"Gaßner__Katrin",52
"Gill__Zann",101
"Glaser__Daniel",22
"Golan__Ravit",31
"Gómez__E.",11
"Gomez__Louis",1
"Gonzalez__Carlos_Enrique",94
"Gorman__Andrew",7
"Gottdenker__Joshua_S.",3
"Gray__James",42
"Green__Sharon",26
"Greer__Jim",69
"Grudin__Jonathan",15
"Gupta__Anoop",15
"Guribye__Frode",88
"Guzdial__Mark",19
"Haake__Jörg_M.",37
"Haas__David",39
"Hakkarainen__Kai",2
"Häkkinen__Päivi",24
"Hall__Tony",48
"Halloran__John",55
"Hashizume__Hiromichi",1
"Hay__Kenneth_E.",50
"Hedestig__Ulf",81
"Heilesen__Simon_B.",41
"Hermann__Fabian",17
"Hewitt__Jim",9
"Hinrichs__Elke",79
"Hmelo.Silver__Cindy",10
"Hoadley__Christopher_Plekss",111
"Holloway.Attaway__Lissa",19
"Holmer__Torsten",71
"Holst__Shirley",71
"Hong__Ran.Young",3
"Hooi__Chit_Meng",89
"Hoppe__H.U.",20
"Hoppe__Ulrich",52
"Horenczyk__Gabriel",63
"Hübscher.Younger__Teresa",1
"Hudson__James_M.",30
"Hundhausen__Chris",1
"Hundhausen__Christopher_D.",1
"Hunt__Earl",5
"Hunter__Sheila",103
"Huntley__Martin",38
"Husted__Justin",5
"Iivonen__Marjut",2
"Iles__Alastair",22
"Illmann__Torsten",32
"Ilomäki__Liisa",2
"Inagaki__Shigenori",4
"Inkpen__Kori_M.",58
"Janetzko__Dietmar",6
"Janneck__Michael",90
"Jansen__M.",20
"Jaques__Patrícia",18
"Jaques__Patricia_Augustin",57
"Järvelä__Sanna",24
"Jaspers__Jos",27
"Jensen__Carlos",30
"Jermann__Patrick",107
"Johnson__Brian_R.",112
"Johnson__Gabe",113
"Joiner__Richard",16
"Jonassen__David",3
"Jondahl__Silje",21
"Jung__João",18
"Kafai__Yasmin",109
"Kali__Yael",9
"Kam__Matthew",22
"Kanselaar__Gellof",27
"Kaptelinin__Victor",81
"Karlgren__Klas",87
"Kehoe__Colleen_M.",105
"Keselman__Alla",75
"Kim__Beaumie",50
"Kim__Janet",39
"Kirschner__Paul",28
"Kligyte__Giedre",2
"Klopfer__Eric",92
"Kolodner__Janet",91
"Komis__V.",25
"Konomi__Shin.ichi",7
"Koyle__Susan_Bagley",80
"Krajcik__Joseph",1
"Krange__Ingeborg",12
"Kuhn__Deanna",75
"Kusunoki__Fusako",1
"Kyza__Eleni_A.",31
"Laffey__James_M.",3
"Lahti__Henna",2
"Lakkala__Minna",2
"Lallimo__Jiri",2
"Lally__Vic",61
"Larsen__Anniken",12
"Larsson__Josef",5
"Leinonen__Teemu",2
"Lesgold__Alan",54
"Ligorio__Maria_Beatrice",34
"Lindgren__Robb",1
"Lingnau__Andreas",52
"Linn__Marcia",9
