"Author","CommR"
"X__",7
"Abrams__Lisa",26
"Alex__Kass",36
"Alexander__Richard",34
"Angela__",10
"Antonietti__Alessandro",13
"Ash__Katy",9
"Baar__Joseph",4
"Barstow__Daniel",51
"Beck.Wilson__Jennifer",8
"Becker__Lee_A.",41
"Bell__Benjamin",27
"Bers__Marina_Umaschi",57
"Black__John_B.",18
"Blumenfeld__Phyllis",1
"Boyko__Marie",2
"Bran__",10
"Brophy__Sean_P.",22
"Brown__Matthew",19
"Bruce__Christopher",1
"Burn__Tobi_M.",10
"Butcher__Kirsten",2
"Carey__Tom",29
"Carroll__John_M.",35
"Caster__Helen",10
"Chen__Ted",30
"Ching__Cynthia_Carter",21
"Crespo__Sergio",16
"Crismond__David",3
"Culp__Katherine_McMillan",14
"Dahlqvist__Patric",12
"Day__Roger_S.",4
"Dede__Chris",9
"Dimaraki__Evangelia_V.",18
"Eagleson__Roy",5
"Edelson__Daniel",19
"Eisenberg__Michael",30
"Enyedy__Noel",17
"Fels__Deborah_I.",5
"Fishman__Barry",1
"Fishman__Barry_J.",1
"Fontoura__Marcus_Felipe_M._C._da",16
"Friedman__Wendy",14
"Gifford__Bernard",17
"Gilbert__Stephen_B.",26
"Gold__Sholom",27
"Goldman__Shelley",38
"Goldman__Susan_R.",11
"Gomez__Louis",40
"Gray__Jackie",3
"Grecu__Dan_L.",41
"Greene__Laurence",2
"Hansen__Steven",24
"Harrigan__Kevin",29
"Hester__Peggy_P.",56
"Hmelo.Silver__Cindy",4
"Holbrook__Jennifer",3
"Honey__Dr._Margaret",14
"Hopkins__Karen_E.",43
"Huang__Qingshou",4
"Huang__Runhe",42
"Imperio__Ernesto",13
"Ioannidou__Andri",20
"Jackson__Randy",28
"Joe__Herman",36
"John__Aachey_Susan",44
"Joseph__Diana",49
"Jun__Youngcook",55
"Kafai__Yasmin",21
"Kantor__Ronald_J.",32
"Karlgren__Klas",12
"Kintsch__Eileen",2
"Kintsch__Walter",2
"Kinzer__Marcy_Singer.Gabella_Charles_K.",11
"Kobza__Michelle",39
"Koehler__Matthew",7
"Kolodner__Janet",3
"Krajcik__Joseph",1
"Kupperman__Jeff",1
"Laurillard__Diana",6
"Lee__Hee.sun",15
"Lee__Soo.Young",15
"Lehrer__Richard",7
"Loftin__R._Bowen",9
"Lucena__Carlos_Jose_P._de",16
"Luckin__Rosemary",6
"Luehmann__April",48
"Ma__Jianhua",42
"Marshall__Sue",21
"Marx__Ron",1
"McCracken__Mike",33
"Miao__Yongwu",8
"Moore__Joyce_L.",22
"Moschkovich__Judit",38
"Narayanan__N._Hari",24
"Neale__Dennis_C.",35
"Ngo__Loan",26
"Osgood__Richard_E.",32
"Oshima__Jun",25
"Oshima__Ritsuko",25
"Palmer__Antonia",29
"Peters__Timothy_W.",43
"Petrosino__Anthony_J.",7
"Pfaffman__Jay",7
"Pfister__Hans.Rüdiger",8
"Pinkard__Nichole",1
"Pinkard__Nichole_D.",47
"Plowman__Lydia",6
"Pollack__Jordan_B.",31
"Puntambekar__Sadhana",3
"Puntembakar__Sadhana",3
"Ramakrishnan__Sailesh",4
"Ramberg__Robert",12
"Ranney__Michael",23
"Rasi__Chiara",13
"Reimer__Todd",19
"Renninger__K._Ann",53
"Repenning__Alexander",20
"Risko__Victoria_J.",11
"Robertson__William_H.",34
"Rubin__Andee",30
"Sacco__Marco",13
"Salzman__Marilyn",9
"Samson__Perry",15
"Schrimpsher__Daniel",24
"Schuh__Kathy_L.",50
"Schwartz__Daniel_L.",22
"Shaffer__David_Williamson",45
"Shirey__William_E.",4
"Singley__Mark_K.",54
"Sklar__Elizabeth",31
"Smith__Graham",5
"Smith__Kevin",39
"Soloway__Elliot",1
"Songer__Nancy_Butler",15
"Stahl__Gerry",52
"Steinbach__Alan",23
"Steinmetz__Ralf",8
"Stratfold__Matthew",6
"Susnowitz__Sally",2
"Taylor__Josie",6
"Taylor__Wayne",28
"Tholander__Jakob",12
"Treviranus__Jutta",5
"Tsikalas__Kallen",14
"Underwood__Jody_S.",46
"Vahey__Phil",17
"VanEsselstyn__David",18
"Walker__Lisa",40
"Waters__Robert",33
"Weidner__Jeanne",23
"Wessner__Martin",8
"Williams__Laurel_A.",5
"Williams__Susan_M.",11
"Winn__William",28
"Worthington__Valerie_L.",37
"Yuasa__Katsutoshi",25
"Zhao__Yong",37
"Zirkel__Jessica",27
"Zola__John",20
