"Author","CommR"
"X__III",10
"Abowd__Gregory_D.",1
"Adler__Annette",5
"Allen__Robert_B.",3
"Andriessen__J.E.B.",22
"Arias__Ernesto_G",9
"Awalt__Carolyn",2
"Barak__Miri",40
"Barrows__Howard_S.",20
"Bers__Marina_U",65
"Bers__Marina_Umaschi",46
"Best__Michael_L.",46
"Blankinship__Erik",39
"Borovoy__Richard_D",30
"Brett__Clare",27
"Breuleux__Alain",2
"Brown__Matthew_W.",23
"Bruckman__Amy_S.",29
"Cambridge__Darren_R",66
"Cameron__Terri",20
"Carroll__John_M",8
"Carroll__John_M.",8
"Cassell__Justine",52
"Cheeseman__Robin",43
"Ching__Cynthia_Carter",60
"Christal__Mark",12
"Cole__Karen_A.",18
"Conrad__William_H.",10
"Cox__Richard",4
"Crooks__Steven_M.",20
"Cuthbert__Alex_J.",57
"da_Graca_Pimentel__Maria",1
"Dillenbourg__Pierre",37
"Dillenbourg__Pierre_J.",50
"Dineen__Finbar",4
"Dirckinck.Holmfeld__Lone",44
"Dori__Yehudit_J.",40
"Edelson__Daniel",23
"Eden__Hal",9
"Ellis__Jason_B.",29
"Emery__Katherine",35
"Enyedy__Noel",32
"Enyedy__Noel_D.",34
"Estes__Nolan",2
"Fairweather__Peter_G.",17
"Fenton__Jamie",13
"Ferneding__Karen",12
"Fischer__Gerhard",9
"Fjuk__Annita",36
"Fleschutz__Maria",19
"Fruchter__Renate",35
"Fulton__Kathleen",3
"Fusco__Judi",13
"Garland__Iris",16
"Gibson__Shanan_G",8
"Gifford__Bernard_R.",34
"Gilbert__Stephen_B",53
"Gill__Zann",62
"Gomez__Louis",42
"Gorman__Andrew",9
"Guzdial__Mark",1
"Hakkarainen__Kai",24
"Harris__Carl",6
"Hashizume__Hiromichi",25
"Haythornthwaite__Caroline_A",64
"Heilesen__Simon",43
"Henze__Nicola",31
"Hewitt__Jim",38
"Hmelo.Silver__Cindy.Day__Roger_S",33
"Ho.Ching__Wai.ling",7
"Hoadley__Christopher_M.",32
"Holmer__Torsten",11
"Hoppe__Ulrich",48
"Hunter__William",2
"Inkpen__Kori",7
"Ioannidou__Andri",28
"Ishiguro__Yoshihide",1
"Ito__Mizuko",5
"Jackson__Randolph_L.",51
"Jermann__Patrick_R",37
"Johnson__Andy_P",56
"Jones__Christopher_R",71
"Jump__Otak",18
"Kanselaar__G.",22
"Kato__Hiroshi",21
"Katz__Sandra",45
"Kerce__Clayton",1
"Kerimbaev__Bolot",1
"Kolodner__Janet.Nagel__Kristine",55
"Koschmann__Timothy_D.",67
"Kozma__Robert",58
"Krange__Ingeborg",36
"Kuederle__Oliver",7
"Kusunoki__Fusako",25
"Kvan__Thomas",26
"Kynigos__Chronis",75
"Laferriere__Therese",2
"Laffey__Jim",6
"Lakkala__Minna",24
"Lee__John",4
"Lehtinen__Erno",15
"Linde__Charlotte",5
"Lipponen__Lasse",76
"Ludovice__Pete",1
"Lyons__Eric",1
"Maher__Mary_Lou",68
"Martin__Fred",30
"Mayes__Terry",4
"McKendree__Jean",4
"McLean__Robert_S.",70
"Miao__Yongwu",19
"Morley__Tom",1
"Mühlenbrock__Martin",48
"Munroe__Michael",10
"Muukkonen__Hanni",24
"Mynatt__Elizabeth_D",5
"Nagarajan__Anandi",33
"Nason__Rod",27
"Neale__Dennis_C.",8
"Nejdl__Wolfgang",31
"Nurmela__Kari_A",15
"O.Day__Vicki_L.",5
"O.Donnell__Gabriel",45
"Owston__Ron",2
"Palonen__Tuire",15
"Pannoni__Robert_L.",14
"Penuel__William.Korbak__Christine",18
"Pfister__Hans.Rüdiger",11
"Phillips__Jonathan",28
"Plaisant__Catherine",3
"Puntambekar__Sadhana",61
"Puthoff__Adrienne_Kennedy",12
"Realff__Matthew",1
"Reimer__Todd_C.",23
"Repenning__Alexander",28
"Resnick__Mitchel_L.",30
"Resta__Paul",2
"Resta__Paul_E.",12
"Rose__Anne",3
"Rubloff__Gary",3
"Ruhleder__Karen",73
"Ryokai__Kimiko",52
"Salter__Richard",3
"Satterwhite__Robert_C.",29
"Schank__Patricia_K",13
"Scharff__Eric",9
"Schlager__Mark",13
"Scott__Stacey_D.",7
"Shneiderman__Ben",3
"Shoemaker__Garth_B._D.",7
"Shrader__Gregory_W.",42
"Singley__Mark_K.",17
"Sipusic__Michael_J.",14
"Smith__Brian_K",39
"Smith__Randall_B.",14
"Söntgens__Kirsten",72
"Sørensen__Elisebeth_K.",44
"Sorensen__Elsebeth_K.",49
"Spoon__Lex",1
"Stahl__Gerry",63
"Steinmetz__Ralf",11
"Stenning__Keith",4
"Stroup__Walter",41
"Sugimoto__Masanori",25
"Sukel__Katherine",1
"Suthers__Dan",74
"Suzuki__Hideyuki",21
"Swerling__Steven",17
"Takle__Eugene_S.",49
"Tanikawa__Yukiko",21
"Teles__Lucio",16
"Teplovs__Chris",38
"Tiessen__Esther_L",47
"Traum__David",50
"Tupper__Tom",6
"Van_Metre__Christina_A.",8
"Veerman__Arja_L.",22
"Vera__Alonso",26
"Wang__Minjuan",6
"Wang__Xinchun",16
"Wangemann__Paul",6
"Ward__Douglas_R.",47
"Wasson__Barbara",69
"Wessner__Martin",11
"Wilensky__Uri_J.",41
"Winn__William",51
"Wolpers__Martin",31
"Woodruff__Earl",27
"Woodruff__Earl_E.",59
"Wortham__Donald_W",54
"Yip__Wan_Hung",26
"Zaritsky__Raul",10
"Zentel__Peter",19
