"Author","CommR"
"Abad__Jesus_Vazquez",28
"Allison__Don",5
"Atkinson__Robert_K.",4
"Azevedo__Flavio_S.",6
"Barab__Sasha_A.",5
"Barak__Miri",37
"Barnett__Michael",5
"Bashaw__Meredith",5
"Bell__Philip",44
"Bos__Nathan",2
"Bouillion__Lisa_M.",41
"Broadstock__Maan_Jiang",28
"Brophy__Sean",35
"Brown__Matthew",6
"Bruckman__Amy",20
"Bruckman__Amy_S.",9
"Camp__Paul_J.",8
"Canty__Nicole",4
"Carney__Karen",12
"Carragher__Bridget",1
"Carrillo__Rosario",53
"Carroll__Liana",1
"Centola__Damon",17
"Chen__Mei",33
"Cho__Yongjoo",14
"Christie__Mary_Ann",13
"Claes__Daniel_R.",1
"Conanan__Denise",21
"Conway__Charles",1
"Craig__David",3
"Creedman__Maya",22
"Crozier__Jane",5
"Dam__Betty_Van",30
"Davies__Brian",6
"Davis__Elizabeth_A.",44
"Decary__Michel",33
"DePalma__Andy",10
"Derry__Sharon",4
"Dillenbourg__Pierre",11
"Dori__Yehudit_Judy",37
"Drabenstott__Karen",2
"Edelson__Daniel",6
"Edelson__Danny",26
"Edwards__Elizabeth",20
"Elby__Andrew",36
"Elliott__Jason",20
"Ellis__Jason_B.",9
"Fairweather__Peter",29
"Farra__Laura",7
"Fasse__Barbara_Burks",8
"Fassnacht__Chris",4
"Feldman.Riordan__Claire",7
"Finholt__Thomas_A.",1
"Flores__Jana",22
"Ford__Danielle",16
"Freeman__Ben",24
"Fretz__Eric",2
"Gaynor__Vickie_Banks",30
"George__Elizabeth_A.",28
"Gomez__Louis",41
"Graesser__Arthur_C.",25
"Gray__Jackie",8
"Grosser__Benjamin",1
"Group__The_Tutoring_Research",25
"Groves__Harriett",8
"Guan__Yi",10
"Guzdial__Mark",3
"Haake__Joerg_M.",15
"Hakkarainen__Kai",31
"Hakkinen__Paivi",11
"Hammer__David",36
"Hanlon__Janet",1
"Hansen__Steven_R.",39
"Hapgood__Susanna",16
"Hay__Kenneth_E.",5
"Hewson__Kate",4
"Hickey__Daniel_T.",13
"Hmelo__Cindy",4
"Holbrook__Jennifer",8
"Holschuh__Douglas_R.",5
"Holst__Shirley_J.",15
"Hoos__Beth",5
"Horwitz__Paul",13
"Howard__Bruce_C.",19
"Hudson__James_M.",51
"Hunter__Beverly",38
"Jacobson__Michael",49
"Jarvela__Sanna",11
"Jensen__Carlos",20
"Johnson__Andrew",14
"Kalathil__Radha_R.",46
"Kass__Alex",6
"Keating__Thomas",5
"Kehoe__Colleen",3
"Khan__Sabir",3
"Kim__Jong_Baeg",4
"Kindfield__Ann_C._H.",13
"Kisseberth__Nick",1
"Kolodner__Janet",8
"Koschmann__Timothy",54
"Krajcik__Joseph",2
"Krajcik__Joseph_S.",2
"Kupperman__Jeff",34
"Kyza__Eleni",12
"Laffey__James",18
"Lin__Ya.Ju",14
"Lonka__Kirsti",55
"Ludovice__Pete",3
"Magnusson__Shirley",16
"Marlino__Mary",5
"Marra__Tiffany",21
"Marshall__Sue",26
"Marx__Ron",2
"Marx__Ronald",2
"Masukawa__Hiroyuki",32
"Matese__Gabrielle",26
"McDonald__Scott",9
"McGee__Steven",19
"McKenzie__Eamon",17
"McMillan.Culp__Katherine",43
"Miao__Yongwu",15
"Miller__John",2
"Miyake__Naomi",32
"Moher__Tom",14
"Morley__Tom",3
"Myers__James_D.",1
"Narayanan__N._Hari",39
"Nix__Don",29
"O.Neill__D._Kevin",9
"Oshima__Jun",23
"Oshima__Ritsuko",23
"Palincsar__Annemarie",16
"Palonen__Tuire",31
"Panizzon__Debra",19
"Pegg__John",19
"Perkins__Lori",5
"Person__Natalie_K.",25
"Pinkard__Nichole",21
"Polman__Joseph",50
"Potter__Clint_S.",1
"Quintana__Chris",2
"Rahikainen__Marjaana",11
"Realff__Matthew",3
"Reiser__Brian",12
"Renninger__K._Ann",7
"Rick__Jochen",3
"Robinson__Scott",1
"Salovaara__Hanna",11
"Samson__Perry",40
"Scardamalia__Marlene",9
"Schlager__Linda_Polin_Mark",7
"Schneider__Rebecca_M.",2
"Shea__Elizabeth_S.",24
"Sherin__Bruce",6
"Sherin__Miriam_Gamoran",46
"Shumar__Wesley",7
"Siegel__Marcelle",4
"Singer__Jonathan",2
"Skoog__Gerald",27
"Snow__David_Stone_Gregory_R.",1
"Soloway__Elliot",2
"Songer__Nancy_Butler",9
"Sorsa__Franci_Steinmuller_Don",12
"Spillane__James_P.",12
"Spiro__Rand",4
"Spitzer__William_S.",7
"Stahl__Gerry",52
"Star__Jon_R.",56
"Steinkuehler__Constance",4
"Steinmetz__Ralf",15
"Stevens__Ron",45
"Street__John",4
"Stricker__Andrew_G.",24
"Stroup__Walter_M.",17
"Sukel__Katherine_E.",3
"Sutter__Berthel",48
"Talley__Melanie",2
"Talsma__Valerie_L.",47
"Teasley__Stephanie_D.",1
"Thakkar__Umesh",1
"Toman__John",10
"Tsikalas__Kallen",43
"Tupper__Tom",18
"ul.Haq__Saif",3
"Vekiri__Ioanna",40
"Vendlinski__Terry",45
"Wang__Minjuan",18
"Wangemann__Paul",18
"Weber__Daniel",1
"Weisserman__Gary",34
"Wellman__Elizabeth",22
"Wilensky__Uri",17
"Williams__Susan",35
"Williams__Susan_M.",29
"Windschitl__Mark",42
"Winn__Bill",42
"Wolfe__Michael",6
"Woolridge__Steven",2
"Wu__Hsin.kai",2
"Xie__Yichun",38
"Ye__Renmin",27
"Young__Michael",10
"Yuasa__Katsutoshi",23
"Zhu__Yongxin",27
"Zimring__Craig",3
"Znamenskaia__Elena",10
