"Author","CommR"
"Aal__Konstantin",21
"Abdu__Rotem",121
"Acosta__Alisa",33
"Adams.Wiggins__Karlyn_R.",104
"Adamson__David",5
"Ahn__June",4
"Alam__Alisha",4
"Alterman__Richard",110
"Andrade__Luis",15
"Andrade__Luis_A.",15
"Anton__Gabriella",6
"Arastoopour__Golnaz",46
"Arvaja__Maarit",116
"Asensio.Pérez__Juan_I.",11
"Ashe__Colin",5
"Ashe__David",13
"Atam__Meryem",21
"Avramides__Katerina",63
"Axelsson__Michael",49
"Babiuch__Ryan",17
"Baghaei__Nilufar",37
"Bairral__Marcelo_A.",119
"Barrat__Alain",1
"Barron__Brigid",23
"Basheri__Mohammed",37
"Beall__Mike",6
"Beishuizen__Jos",69
"Ben.Zvi__Dani",92
"Berland__Matthew",54
"Bétrancourt__Mireille",12
"Bhatnagar__Sameer",22
"Bielaczyc__Katerine",66
"Biemans__Harm_J.A.",57
"Black__John_B.",58
"Blair__Kristen_Pilner",8
"Blanton__Amos",55
"Blikstein__Paulo",83
"Block__Florian",9
"Bodemer__Daniel",29
"Bonsignore__Elizabeth",4
"Borchers__Moritz",34
"Bowers__Janet",14
"Bowles__Jeffrey",27
"Bozelle__Christelle",12
"Brassil__Chad",2
"Brecht__John",14
"Brekelmans__Mieke",36
"Brett__Clare",60
"Bryant__Kelvin_S.",41
"Buder__Jürgen",29
"Buis__Stan",69
"Bull__Susan",1
"Burd__Liz",37
"Butler__Brian_S.",4
"Cafaro__Francesco",2
"Çakır__Murat_Perit",114
"Cardella__Monica_E.",52
"Castro__Maritza",31
"Ceratto.Pargman__Teresa",76
"Chae__Hui_Soo",38
"Chan__Carol",16
"Chanel__Guillaume",12
"Chang__Chih.Hsuan",25
"Charles__Elizabeth_S.",22
"Chen__Bodong",33
"Chen__Fei.Ching",25
"Chen__Gaowei",5
"Chen__Jennifer_King",7
"Chen__Jingping",30
"Chen__Mei.Hwa",30
"Chen__Wenli",1
"Chesler__Naomi",46
"Chieu__Vu_Minh",105
"Ching__Dixie",2
"Chinn__Clark",1
"Chiru__Costin.Gabriel",32
"Choi__Gi_Woong",18
"Christiansen__Ellen",94
"Chu__Samuel_Kai_Wah",16
"Clariana__Roy",68
"Clark__Douglas_B.",20
"Clarke.Midura__Jody",2
"Clarke__Sherice_N.",5
"Clegg__Tamara",4
"Cober__Rebecca",1
"Cohen__Shavit",64
"Coopey__Eric",56
"Cordova__Jacqueline",51
"Cortes__Angelica",45
"Courey__Sue",14
"Courey__Susan_J.",14
"Craft__Brock",63
"Cress__Ulrike",1
"Cuendet__Sébastien",1
"Curwood__Jen_Scott",75
"D.Angelo__Cynthia",71
"Dahlgren__Matthew",27
"Danahy__Ethan",56
"Danish__Joshua",15
"Dascalu__Mihai",32
"Datoo__Mehjabeen",8
"Davidsen__Jacob",94
"Davis__Don",54
"Davis__Pryce",9
"De.Groot__Reuma",3
"de_la_Torre__Luis",43
"De_Wever__Bram",65
"Dede__Chris",40
"DeLeeuw__Krista",1
"DeLiema__David",15
"Demetriou__Skevi",62
"Dennen__Vanessa",90
"Derry__Sharon",101
"Desjarlais__Melissa",41
"Dessus__Philippe",32
"Diamond__Judy",9
"Dianovsky__Michael",1
"Dillenbourg__Pierre",1
"Dimitriadis__Yannis",11
"Ding__Nan",17
"Dini__Lorena",26
"Dormido__Sebastian",43
"Dowell__John",109
"Drachman__Raul",3
"Dragon__Toby",3
"Druin__Allison",4
"Dugdale__Michael",22
"DuMont__Maneksha",42
"Duncan__Ravit",1
"Duncan__Sean_C.",120
"Dyke__Gregory",5
"Easterday__Matthew",44
"Eberbach__Catherine",28
"Eberle__Julia",1
"Eck__Adam",2
"Edbauer__Marie.Theresa",11
"Edelmann__Jörg",34
"Engelmann__Tanja",59
"Enyedy__Noel",15
"Eriksson__Thommy",49
"Erkens__Gijsbert",36
"Evans__E._Margaret",9
"Evenstone__Amanda",1
"Ferreira__Deller_James",3
"Fields__Deborah",42
"Filsecker__Michael",84
"Fischer__Frank",1
"Fischer__Martin_R.",1
"Fong__Cresencia",1
"Fornara__Fabrizio",90
"Franz__Paul",8
"Fu__Ella_L.F.",16
"Fujita__Nobuko",82
"Funk__Alexandra_L.",10
"Galyen__Krista",17
"Games__Alex",6
"Garbrick__Amy",68
"Garzon__Myriam_Sofia_Rodriguez",3
"Gaydos__Matthew",6
"Gegenfurtner__Andreas",73
"Georgiou__Yiannis",47
"Gerber__Elizabeth",44
"Ghèzala__Henda_Hajjami_Ben",48
"Giang__Michael",42
"Gielen__Mario",65
"Glass__Michael",41
"Gnesdilow__Dana",1
"Goggins__Sean_P.",112
"Goldman__Shelley",8
"Gravel__Brian",61
"Gray__Tene",23
"Greeno__James_G.",5
"Gressick__Julia",101
"Griffin__Joe",17
"Grotzer__Tina",40
"Grotzer__Tina_A.",88
"Grover__Shuchi",8
"Gruson__Brigitte",81
"Gubbels__Michael",4
"Guha__Mona_Leigh",4
"Gunnarsson__Bjorn_Levi",110
"Haas__Jason",2
"Hadjichambi__Demetra",47
"Hadjichambis__Andreas",47
"Halterman__Joshua_S.",99
"Halverson__Rich",6
"Halverson__Richard",6
"Harrer__Andreas",3
"Harris__Christopher",71
"Haselton__Matthew",97
"Hashida__Tomoko",35
"Hassman__Katie_DeVries",39
"Hatfield__David",6
"Hausknecht__Simone_Nicole",50
"Hayashi__Yugo",113
"Hedrick__Ben",8
"Heradio__Ruben",43
"Herbst__Patricio",105
"Hernández__Juan_Carlos",31
"Herrmann__Thomas",1
"Hesse__Friedrich_W.",34
"Hewitt__Jim",60
"Hickey__Daniel_T.",70
"Hickey__Daniel_Thomas",84
"Higgins__Steven",72
"Hirayama__Ryoya",24
"Hmelo.Silver__Cindy",28
"Hod__Yotam",92
"Hoffman__Dan",58
"Holden__Jeremiah_I.",118
"Hong__Huang.Yao",25
"Hoppe__Ulrich",26
"Horn__Michael",9
"Hourcade__Juan_Pablo",4
"Howley__Iris",5
"Hsiao__I.Han",38
"Huang__Jason",45
"Huang__Kun",108
"Hussain__Abid",1
"Iida__Makoto",35
"Ioannou__Andri",62
"Itow__Rebecca_C.",70
"Jackson__Corey",39
"Jang__Hyeju",5
"Janssen__Jeroen",36
"Jara__Carlos",43
"Järvelä__Sanna",111
"Jeong__Allan",87
"Jermann__Patrick",1
"Jiménez__Osvaldo",8
"Jimenez__Priscilla",2
"Johri__Aditya",53
"Jones__Tamecia_R.",52
"Jorrín.Abellán__Iván_M.",11
"Ju__Wendy",103
"Kaendler__Celia",10
"Kafai__Yasmin",42
"Kamarainen__Amy_M.",40
"Kang__Raymond",2
"Karlsson__Göran",49
"Kasemodel__Craig",6
"Katz__Sandra",5
"Kay__Judy",11
"Ke__Fengfeng",123
"Kelly__Nick",13
"Kennedy.Clark__Shannon",13
"Khezami__Safè",12
"Kici__Derya",33
"Kienle__Andrea",78
"Kiesewetter__Jan",1
"Kim__Jihie",67
"Kim__Jung_Hee",41
"Kim__Kyung",68
"Kim__Mi_Song",106
"Klopfer__Eric",2
"Kniss__Joe",27
"Knogler__Maximilian",73
"Kocherla__Kiran",1
"Kohen.Vacs__Dan",64
"Kolikant__Yifat_Ben.David",3
"Kollar__Ingo",1
"Kolodziej__Richard",59
"Kopp__Birgitta",89
"Kötteritzsch__Anna",26
"Kozlov__Michail",59
"Krämer__Nicole",10
"Kubota__Yoshihiko",24
"Kvam__Nicholas",27
"Kwah__Helen",2
"Kwan__Geoffrey",7
"Kynigos__Chronis",3
"Kyza__Eleni",47
"Laffey__James",112
"Laffey__James_M.",17
"Lammers__Jayne_C.",75
"Land__Susan_M.",18
"Langer__Sybille",1
"Laru__Jari",111
"Lasry__Nathaniel",22
"Lavoué__Élise",12
"Law__Nancy",7
"Lee__Jiyeon",30
"Lee__Woon_Jee",87
"Lei__Chunlin",16
"Lenton__Kevin",22
"Leuders__Timo",10
"Lewis__Daniel_Rees",44
"Lewis__Sarah",103
"Lewittes__Becky",4
"Li__Pei.Jung",25
"Li__Wenjuan",98
"Lim.Breitbart__Jonathan",7
"Lin__Hsien.Ta",25
"Lindgren__Robb",2
"Linn__Marcia",7
"Liu__Shiyu",122
"Loibl__Katharina",10
"Looi__Chee.Kit",1
"López__Johana",31
"Luckin__Rosemary",63
"Lui__Michelle",1
"Lund__Kris",1
"Lund__Kristine",5
"Lyons__Leilah",2
"M.tir__Riadh_Hadj",48
"MacKinnon__Kim",60
"Macrander__Christopher",61
"Madeira__Cheryl",1
"Magee__Rachel_M.",19
"Magnifico__Alecia_Marie",75
"Maldonado__Heidy",8
"Maldonado__Luis_Facundo",3
"Malhotra__Manav",38
"Mama__Maria",62
"Mandl__Heinz",89
"Mannsfeld__Marc",10
"Mantoan__Anthony",19
"Marbouti__Farshid",50
"Martin__Caitlin",23
"Martin__Lee",45
"Martinez.Maldonado__Roberto",11
"Martínez.Monés__Alejandra",77
"Martinez__Mara",98
"Mascaro__Christopher_M.",19
"Matuk__Camillia",7
"Mavrikis__Manolis",3
"McCann__Colin",1
"McClain__Lucy_R.",18
"McElhaney__Kevin",7
"McLaren__Bruce",3
"Mclaren__Bruce_M.",3
"Medina__Richard",85
"Mena__Andrés",31
"Mercier__Emma",72
"Mertl__Véronique",23
"Messina__Richard",1
"Metcalf__Shari",40
"Mico__Teresa_Ferrer",30
"Miller__David",7
"Millet__Chris",74
"Ming__Norma_C.",91
"Ming__Vivienne_L.",91
"Mishenkina__Maria",3
"Mitra__Raktim",53
"Miyake__Naomi",7
"Mochizuki__Toshio",24
"Mock__Philipp",34
"Modak__Rucha",74
"Moher__Tom",1
"Mohney__Michael_R.",18
"Molinari__Gaëlle",12
"Montoya__Andrea",31
"Moreno__Yanín",15
"Mu__Jin",1
"Mugar__Gabriel",39
"Mulder__Martin",57
"Munro__Malcolm",37
"Murray__Elizabeth",14
"Murray__Julia",1
"Nacu__Denise_C.",23
"Naemura__Takeshi",35
"Najafi__Hedieh",1
"Namdar__Bahadir",86
"Nash__Padraig",46
"Natriello__Gary",38
"Nomura__Koki",35
"Nouri__Jalal",76
"Novak__Jasminko",26
"Nussbaum__E._Michael",51
"Nüssli__Marc.Antoine",1
"Ochsner__Amanda",6
"Öner__Diler",19
"Oshima__Jun",102
"Oshima__Ritsuko",102
"Ossorio__Pilar_N.",6
"Østerlund__Carsten",39
"Osterweil__Scot",2
"Ouamani__Fadoua",48
"Ow__John",66
"Owen__V._Elizabeth",6
"Owens__Marissa_C.",51
"Oztok__Murat",117
"Paek__Seungoh",58
"Paik__Sunhee",66
"Paiz.Ramirez__Dennis",6
"Parisio__Martin",13
"Patton__Charles",14
"Pea__Roy",8
"Pea__Roy_D.",8
"Peebles__Ben",1
"Pérez__Lenin",15
"Perone__Brian",8
"Perry__Judy",2
"Pfahler__Kerstin",3
"Phelan__Pete",44
"Phillips__Brenda",9
"Pinkard__Nichole",23
"Pinkwart__Niels",80
"Popov__Vitaliy",57
"Prié__Yannick",12
"Prieto__Luis_P.",11
"Prilla__Michael",1
"Pun__Thierry",12
"Punie__Yves",7
"Puntambekar__Sadhana",1
"Purzer__Senay_Y.",52
"Quesada.Pallarès__Carla",73
"Quinn__Beth",97
"Quintana__Chris",2
"Radinsky__Josh",2
"Raes__Annelies",96
"Rebedea__Traian",32
"Reeve__Richard",27
"Reffay__Christophe",77
"Rehak__Andrea_M.",70
"Rehmat__Abeera_P.",51
"Reichersdorfer__Elisabeth",1
"Reider__David",2
"Reimann__Peter",1
"Reiss__Kristina",1
"Resendes__Monica",33
"Resnick__Lauren_B.",5
"Reynolds__Rebecca_B.",28
"Rhodes__Emily",4
"Rinehart__Ronald_W.",1
"Roberts__Jessica",2
"Rogat__Toni_Kempler",104
"Rogers__Maryanna",83
"Ronen__Miky",64
"Roque__Ricarose",55
"Roschelle__Jeremy",14
"Rose__Carolyn",1
"Rose__Carolyn_P.",5
"Rose__Carolyn_Penstein",5
"Rosenheck__Louisa",2
"Rudat__Anja",29
"Rughiniş__Răzvan",124
"Rummel__Nikol",10
"Rusk__Natalie",55
"Rutledge__Julia",1
"Rutstein__Daisy",71
"Ryan__Stephanie",4
"Sailer__Michael",1
"Saleh__Asmalina",15
"Salman__Fariha_H.",18
"Sanford__Camellia",99
"Saoud__Narjès_Bellamine_Ben",48
"Sasaki__Hiroshi",24
"Scardamalia__Marlene",33
"Scheintaub__Hal",2
"Schellens__Tammy",96
"Scheuer__Oliver",3
"Schlieker.Steens__Philipp",78
"Schlösser__Christian",78
"Schneider__Bertrand",9
"Schneider__Emily",8
"Schneider__Leslie",56
"Schoenfeld__Ilana",2
"Scholvien__Alexander",29
"Schoonenboom__Judith",69
"Schrementi__Laurel",9
"Schröder__Svenja",26
"Schubert__Kai",21
"Schwarz__Baruch",3
"Schwendimann__Beat_A.",125
"Schwind__Christina",29
"Sensevy__Gérard",81
"Shaer__Orit",9
"Shaffer__David_Williamson",46
"Shapiro__R._Benjamin",6
"Sharma__Kshitij",1
"Sheldon__Josh",2
"Shen__Chia",9
"Shen__Ji",86
"Shen__Shitian",67
"Shirouzu__Hajime",7
"Siker__Jody",14
"Silva__Brenda_Lopez",2
"Siqin__Tuya",16
"Slakmon__Benzi",3
"Slattery__Brian",2
"Slotta__James",1
"Slotta__Jim",1
"Smith__Blaine",20
"Smith__Carmen_Petrick",54
"Smørdal__Ole",95
"So__Hyo.Jeong",93
"Sobreira__Péricles",1
"Soh__Leen.Kiat",2
"Sorensen__Lars",28
"Spada__Hans",10
"Squire__Kurt",6
"Ssebikindu__Joy",20
"Stahl__Gerry",19
"Stainton__Catherine",5
"Stegmann__Karsten",1
"Stichter__Janine",17
"Stieff__Mike",4
"Strickroth__Sven",80
"Strijbos__Jan.Willem",1
"Sullivan__Sarah",1
"Sullivan__Sarah_A.",1
"Sun__Daner",1
"Sunnerstam__Maria",49
"Suthers__Dan",85
"Suzuki__Hideyuki",24
"Suzuki__Hiroaki",79
"Suzuki__Satoshi_V.",79
"Svihla__Vanessa",27
"Tan__Esther",93
"Tchounikine__Pierre",1
"Temple__Kelsey",9
"Teo__Evelyn",1
"Teo__Jie",53
"Teplovs__Chris",82
"Teplovs__Christopher",77
"Terashima__Hiroki",7
"Thompson__Kate",13
"Tissenbaum__Mike",1
"Tran__Cathy",95
"Trausan.Matu__Stefan",32
"Tscholl__Michael",109
"Tsovaltzi__Dimitra",3
"Tutwiler__M._Shane",88
"Ufer__Stefan",1
"Valdes__Consuelo",9
"van_Aalst__Jan",16
"Van_Aalst__Jan",16
"van_de_Sande__Carla",115
"van_Eaton__Grant",20
"van_Leeuwen__Anouschka",36
"Van_Ness__Cheryl",28
"Vashaw__Shawn",74
"Vatrapu__Ravi",1
"Villagrá.Sobrino__Sara",11
"Voet__Michiel",65
"Vogel__Freydis",1
"Vogt__Kristen",2
"Vourloumi__Georgia",72
"Vuorikari__Riina",7
"Wagh__Aditi",107
"Wakimoto__Takehiro",24
"Wang__Joyce",2
"Wang__Xianhui",17
"Wardak__Dewa",13
"Webster__Sarah",4
"Wecker__Christof",1
"Wegerif__Rupert",3
"Weibert__Anne",21
"Weible__Jennifer_L.",18
"Weimar__Stephen",19
"Weinberger__Armin",3
"Wen__Yun",1
"Wendel__Daniel",2
"Wheeler__Penny",13
"White__Tobin",45
"Whittaker__Chris",22
"Wichmann__Astrid",10
"Wiedmann__Michael",10
"Wilensky__Uri",107
"Wilkerson.Jerde__Michelle",61
"Wilson__Caroline",20
"Wise__Alyssa",50
"Wozniak__Kathryn",100
"Wulf__Volker",21
"Xie__Kui",108
"Xie__Wenting",1
"Yacef__Kalina",11
"Yang__Cheng.Yu",25
"Yang__Yang",3
"Yaron__David",5
"Ye__Xiaoxuan",106
"Yeoman__Pippa",13
"Yerousis__George_P.",21
"Yip__Jason",4
"Yip__Jason_C.",4
"Yoo__Jaebong",67
"Yoon__Susan",2
"Yu__Yawen",28
"Zagal__José",100
"Zahn__Carmen",34
"Zetali__Karwan",76
"Zhang__Jianwei",30
"Zhao__Naxin",1
"Zhao__Yuting",50
"Ziebarth__Sabrina",26
"Zimmerman__Heather",18
"Zuckerman__Stephanie",20
