"Author","CommR"
"X_",26
"Abbott__Robert_D.",6
"Abrahamson__Dor",27
"Acosta__Alisa",3
"Adams__Deanne",1
"Aguilar__Stephen",7
"Ahn__June",15
"Aleven__Vincent",7
"Alibali__Martha_W.",12
"Allert__Heidrun",59
"Alonzo__Alicia",1
"Alston__Alice",41
"Alvarenga__Claire",18
"Anderson__Emma",1
"Anderson__Janice",94
"Andrade.Lotero__Alejandro",3
"Arastoopour__Golnaz",16
"Arias__Anna_Maria",5
"Arici__Anna",92
"Asterhan__Christa_S._C.",10
"Azevedo__Roger",29
"Bachfischer__Agnieszka",13
"Baker__Ryan_S.",36
"Ballweber__Christy",6
"Banerjee__Amartya",1
"Bang__Megan",3
"Bannister__Nicole",1
"Barab__Sasha",92
"Barany__Amanda",1
"Barber__Jacqueline",33
"Barker__Lisa_M.",2
"Barrientos__Kristina",18
"Barron__Brigid",5
"Barth.Cohen__Lauren",53
"Barth__Armin",9
"Barton__Angela_Calabrese",58
"Barzilai__Sarit",76
"Basu__Satabdi",7
"Baumeister__Antonia_E._E.",97
"Beauvineau__Yves",8
"Beck__Luisa",1
"Begnagh__Reza_Feyzi",29
"Bell__Alexander",30
"Bell__Philip",5
"Bemis__Carrie_Allen",8
"Ben.Zvi__Dani",4
"Bernstein__Debra",56
"Berson__Eric",64
"Bevan__Bronwyn",2
"Bhatnagar__Sameer",24
"Bielaczyc__Katerine",4
"Biemans__Harm_J._A.",16
"Bientzle__Martina",66
"Birmingham__Daniel",58
"Biswas__Gautam",7
"Black__John_B.",101
"Blair__Kristen_P.",9
"Blikstein__Paulo",25
"Bolling__Amy",3
"Bolzer__Markus",4
"Boncoddo__Rebecca",12
"Bonsignore__Elizabeth",15
"Booker__Angela_N.",2
"Borge__Marcela",46
"Boston__Melissa_D.",28
"Bouchet__Franc.ois",29
"Boxerman__Jonathan",47
"Brady__Corey",1
"Bransford__John",6
"Brennan__Karen",54
"Brisen.o__Adriana",7
"Britt__M._Anne",22
"Brooks__Christopher",7
"Brown__Willard",22
