"Author","CommR"
"X__Der_Thanq_Chen",39
"Adams__Guy",2
"Archee__Raymond",29
"Artman__Henrik",16
"Baba__Yoshie",25
"Barrett__Kerrin_A.",49
"Barros__Beatriz",1
"Beers__Pieter_J.",22
"Benford__Steve",2
"Berkel__Thomas",7
"Bollen__Lars",1
"Boshuizen__Henny_P.A.",22
"Brave__Scott",6
"Carell__Angela",10
"Cerratto.Pargman__Teresa",16
"Chan__Carol",15
"Chan__Tak.Wai",3
"Chang__Ben",3
"Chang__Sung.Bin",3
"Chen__Chih.Ti",3
"Chen__Fei.Ching",14
"Chen__Zhi.Hong",3
"Cheng__Hercy_N.H.",3
"Chernobilsky__Ellina",5
"Ching__Emily",3
"Chou__Chih.Yueh",3
"Chow__Angela",56
"Chu__Hui_Chen",14
"Clark__Douglas_B.",47
"Clinton__Katherine_A.",42
"Cress__Ulrike",63
"Crook__Charles",61
"De_Laat__Maarten",7
"de_Lucena__Carlos_José_Pereira",11
"De_Wever__Bram",18
"DelMarcelle__Matt",5
"Deng__Yi.Chan",3
"Dennen__Vanessa_Paz",54
"Derry__Sharon",5
"Dimitracopoulou__Angelique",66
"Dirckinck.Holmfeld__Lone",36
"Dönmez__Pinar",8
"Dwyer__Nathan",50
"Effelsberg__Wolfgang",12
"Ertl__Bernhard",28
"Feltovich__Joan",5
"Feltovich__Paul",20
"Finke__Matthias",9
"Fischer__Frank",8
"Fitzpatrick__Geraldine",2
"Fraser__Danaë_Stanton",2
"Fries__Stefan",12
"Frohlich__David",2
"Fujitani__Satoru",4
"Fuks__Hugo",11
"Gerosa__Marco_Aurélio",11
"Gijselaers__Wim_H.",22
"Glassner__Amnon",46
"Gogoulou__Agoritsa",24
"Goh__Wendy",40
"Gouli__Evangelia",24
"Grigoriadou__Maria",24
"Group__Computing_Research",62
"Group__Forum._Japan_Research",64
"Haake__Joerg_M.",7
"Halfpap__Brad",5
"Harrer__Andreas",1
"Hauser__Sabine",23
"Hay__Kenneth_E.",43
"Herrmann__Thomas",10
"Hesse__Friedrich",9
"Hinn__D._Michelle",26
"Hisamatsu__Shin.ichi",4
"Hisamatsu__Shinichi",4
"Hmelo.Silver__Cindy",5
"Hoadley__Christopher_M.",53
"Hoeksema__Kay",1
"Hofer__Manfred",12
"Holmberg__Jesper",35
"Hoppe__Heinz_Ulrich",1
"Hoppe__Ulrich",1
"Huang__Hsien.Ming",3
"Hui__Diane",69
"Hung__David",39
"Huppertz__Peter",33
"Iwamura__Kimihiko",6
"Jan__Ming.Fong",13
"Jang__Howook",17
"Jansen__Marc",1
"Jiang__Huo.Ming",14
"Jochems__Wim",7
"Jones__Chris",36
"Kali__Yael",41
"Kamimura__John",15
"Kang__Myunghee",17
"Kapur__Manu",27
"Kato__Hiroshi",4
"Kienle__Andrea",10
"Kilner__Peter_G.",53
"Kim__Beaumie",43
"Kim__Bosung",19
"Kim__Kibum",48
"Kinzer__Charles_K.",27
"Kirk__Dave",2
"Kirk__David_S.",2
"Kirschner__Paul",22
"Klamma__Ralf",37
"Klopfer__Eric",13
"Kollar__Ingo",8
"KONG__Siu_Cheung",34
"Kopp__Birgitta",28
"Koschmann__Tim",20
"Kuhn__Deanna",40
"Kuhn__Markus",1
"KWOK__Lam_For",34
"LAM__Sau_Yin",34
"Lamon__Mary",60
"LaPointe__Deborah_K.",49
"Law__Nancy",56
"LeBaron__Curtis",20
"Lee__Eddy_Y._C.",15
"Lee__Jong.Eun_Roselyn",6
"Lee__Yu.Wei",14
"Lindtröm__Berner",36
"Lindwall__Oskar",55
"Linketscher__Nadja",2
"Liu__Lei",5
"Lonchamp__Jacques",67
"Lucena__Carlos_J.P.",11
"Lukosch__Stephan",7
"Lymer__Gustav",55
"Maldonado__Heidy",6
"Mandl__Heinz",28
"Marathe__Surabhi",5
"Martens__Rob",7
"Massler__Ute",33
"Mayorga__Jose_Ignacio",1
"McCarthy__John",31
"McLaren__Bruce",1
"Meier__Anne",23
"Menold__Natalja",10
"Miao__Yongwu",1
"Mills__Michael",9
"Miwa__Kazuhisa",25
"Miyake__Naomi",38
"Mochizuki__Toshio",4
"Moon__Kyungae",17
"Mor__Yishay",35
"Morishima__Yasunori",6
"Mühlpfordt__Martin",10
"Nagarajan__Anandi",5
"Nagata__Tomoko",4
"Nakahara__Jun",4
"Nakajima__Hiroshi",6
"Nass__Cliff",6
"Nishimori__Toshihisa",4
"Nussbaum__Miguel",30
"Oelinger__Maria",1
"Osada__Naoko",38
"Päivi__Häkkinen",21
"Pata__Kai",29
"Paulus__Trena_M.",54
"Paxton__Mark",2
"Pea__Roy",9
"Perry__Judy",13
"Pimentel__Mariano",11
"Pimentel__Mariano_Gomes",11
"Pinkwart__Niels",1
"Ploetzner__Rolf",33
"Price__Sara",2
"Raija__Hämäläinen",21
"Ramberg__Robert",16
"Reimann__Peter",32
"Reyes__Pablo",45
"Rohde__Markus",37
"Ronen__Miky",41
"Rosas__Ricardo",30
"Roschelle__Jeremy",30
"Rose__Carolyn",8
"Rosen__Joseph",9
"Rowland__Duncan",2
"Rummel__Nikol",23
"Russell__Donna",51
"Rysjedal__Kurt",57
"Saab__Nadira",44
"Samarakou__Maria",24
"Sampson__Victor_D.",47
"Sanna__Järvelä",21
"Sarapuu__Tago",29
"Scheele__Nicolai",12
"Schellens__Tammy",18
"Schneiderheinze__Art",51
"Scholl__Jeremiah",31
"Schönemann__Jochen",32
"Schümmer__Till",7
"Schwarz__Baruch",46
"Sewall__Jonathan",1
"Sha__Li",15
"Shaffer__David_Williamson",42
"Shih__Lifang",52
"Signer__Beat",2
"Slotta__James",8
"Smith__Hilary",2
"So__Hyo.Jeong",19
"Spada__Hans",23
"Squire__Kurt",13
"Stahl__Elmar",9
"Stahl__Gerry",59
"Stegmann__Karsten",8
"Steinkuehler__Constance",13
"Strijbos__Jan.Willem",7
"Suh__Heejeon",17
"Sundholm__Hillevi",16
"Suthers__Dan",50
"Suzuki__Mariko",4
"Swan__Karen",52
"Tallyn__Ella",2
"Tatar__Deborah_G.",48
"Tchounikine__Pierre",45
"Terai__Hitoshi",25
"Tholander__Jakob",35
"Tomlinson__Bill",70
"Tony__Manninen",21
"Tsai__I.Chun",19
"Tscholl__Michael",31
"Tung__Kuan.Jung",3
"Twidale__Michael_B.",26
"Valcke__Martin",18
"van_Aalst__Jan",15
"van_Joolingen__Wouter",44
"Van_Keer__Hilde",18
"Verdejo__Felisa",1
"Voiklis__John",27
"Walker__Erin",1
"Wang__Hung_Ren",14
"Wang__X._Christine",26
"Wasson__Barbara",57
"Wegerif__Rupert",58
"Weinberger__Armin",8
"Wessels__Anja",12
"Wessner__Martin",10
"Woods__David",5
"Wulf__Volker",37
"Yaegashi__Kazaru",4
"Yamada__Ryota",6
"Yamauchi__Yuhei",4
"Yang__Chia.chi",19
"Yeung__Yau.Yuen",68
"Yukawa__Joyce",65
"Zahn__Carmen",9
"Zeini__Sam",1
"Zemel__Alan",20
"Zumbach__Jörg",32
