"Author","CommR"
"Fu__Chuxin",108
"Fuhrmann__Tamar",1
"Funaoi__Hideo",18
"Furberg__Anniken",153
"Furtak__Erin_Marie",2
"Gabai__Joshua",52
"Gadgil__Soniya",46
"Gal__Kobi",5
"Galloway__Emily_Phillips",4
"Galvin__Sarah",79
"Gane__Brian_Douglas",2
"Gao__Dandan",22
"Garcia__Antero",115
"Garcia__Brittany",99
"Gardner__Joshua",16
"Gardner__Stephanie",6
"Gargroetzi__Emma",78
"Garza__Veronica",17
"Genz__Florian",39
"George__Mari_Anne",2
"Georgen__Chris",1
"Georgiou__Yiannis",165
"Gerard__Libby",3
"Gerber__Elizabeth",42
"Gerritsen__David",19
"Ghazali.Mohammed__Zayba",190
"Giannakos__Michail",5
"Gnesdilow__Dana",9
"Gobert__Janice",121
"Godley__Amanda_Godley",12
"Goeke__Megan",1
"Gold__Anne_U.",4
"Goldin.Meadow__Susan",43
"Goldman__Shelley",10
"Goldman__Susan_R",2
"Goldwater__Micah",6
"Gomoll__Andrea_Sarah",11
"Gonzales__Wendy",4
"González__Lydia_Marion",34
"Goodwin__Amanda",59
"Goodyear__Peter",3
"Gorson__Jamie",42
"Gould__Deena",167
"Gould__Mary",119
"Gouvea__Julia_Svoboda",174
"Graville__Cynthia_Story",119
"Greenberg__Day",8
"Greene__Jeffrey_Alan",91
"Greenhow__Christine",79
"Greenslit__Jana",2
"Greisel__Martin",5
"Gresalfi__Melissa",4
"Griffin__Jane",54
"Grinath__Anna_Strimaitis",136
"Grover__Shuchi",1
"Gu__Xiaoqing_Gu",108
"Gulz__Agneta",160
"Gupta__Ayush",3
"Gutiérrez__José",195
"Guyevskey__Victoria",4
"Haganah__Sara",8
"Hagani__Shiri_Mor",6
"Haines__Cara",110
"Hakkarainen__Kai",56
"Hall__Allison_H",2
"Hall__Kevin",1
"Hall__Rogers",4
"Hallinen__Nicole",45
"Halverson__Erica",127
"Halverson__Richard",13
"Hamada__Rhonya_A",67
"Hämäläinen__Raija",5
"Hamaoui__Marie",32
"Hamilton__Megan_M._Marie",14
"Han__Insook",208
"Han__Shenshen",7
"Hand__Victoria",41
"Härkki__Tellervo",56
"Harrer__Benedikt_Walter",1
"Harris__Christopher_J.",2
"Harrison__Emily_Jean",3
"Hartmann__Christian",5
"Harty__Martha",46
"Haslbeck__Heidi",65
"Hathaway__Kennedy",88
"Hatten.Roberts__Toni_M.",170
"Heffernan__Neil_T",12
"Heimbuch__Sven",36
"Heller__Joan_I",15
"Henrichson__Clayton",77
"Henry__Jessica",103
"Henson__Kate",2
"Heo__Gyeong_Mi",8
"Herbel.Eisenmann__Beth",41
"Herman__Phillip",62
"Hernly__Kenna",29
"Herrenkohl__Leslie_Rupert",3
"Hershman__Anneli",21
"Hew__Khe_Foon",130
"Heyd.Metzuyanim__Einat",142
"Hickey__Daniel_T.",143
"Hicks__David",82
"Hills__Thomas",12
"Hilppö__Jaakko",13
"Hinojosa__Leighanna",92
"Hjorth__Arthur",3
"Hladik__Stephanie",8
"Hoadley__Christoper",7
"Hochgreb.Haegele__Tatiana",1
"Hod__Yotam",22
"Hodari__Apriel_K",63
"Holbert__Nathan_R",166
"Hollingsworth__Max",4
"Holstein__Kenneth",5
"Hong__Helen",72
"Hong__Huang.Yao",49
"Hong__James",3
"Hopkins__Megan",7
"Hori__Kimihiko",38
"Horn__Ilana_Seidel",4
"Horn__Mike",1
"Horstman__Theresa",10
"Horwitz__Paul",17
"Hossain__Zahid",1
"Hovey__Christopher_M",3
"Hovis__Ken",46
"Howley__Iris",12
"Hu__Liru",9
"Huang__Hai",47
"Huang__Joey",11
"Huang__Tianhui",159
"Hudson__Michelle",105
"Humburg__Megan",1
"Hunt__Jessica_Heather",207
"Hurwich__Talia_A",3
"Hutchison__Paul",138
"Huynh__Tra",39
"Ibtasar__Rabia",2
"Iikubo__Shinya",38
"Ikejiri__Ryohei",44
"Im__Soo.hyun",134
"Ioannou__Andri",120
"Ioannou__Marianna",120
"Irgens__Golnaz_Arastoopour",1
"Irle__Gabriele",66
"Iveland__Ashley",55
"Iyer__Sridhar",111
"Jaafar__Nurjanah_Mohd",28
"Jackiw__Nicholas",1
"Jackson__Ava",4
"Jacobson__Michael",6
"Jacque__Berri_H",103
"Jain__Rupal",10
"James__Jordan_O.",73
"Jasien__Lara",4
"Jayathirtha__Gayithri",1
"Jiang__Shiyan",32
"Johnson__Aaron",82
"Johnson__Angela",63
"Jona__Kemi",1
"Jones__W._Monty",26
"Joo__Hyun",116
"Jordan__Michelle_E._Jordan",31
"Jung__Jiyoon",20
"Jurow__A._Susan",4
"Kafai__Yasmin",1
"Kajamaa__Anu",13
"Kali__Yael",3
"Kam__Matthew",67
"Kang__Raymond",2
"kang__Seokbin",1
"Kapur__Manu",6
"Karumbaiah__Shamya",48
"Kato__Yohei",93
"Katzen__Monica",1
"Kauffman__Kyle",2
"Kawasaki__Jarod",6
"Kayumova__Shakhnoza",169
"Ke__Fengfeng",175
"Keicher__Anne",17
"Keifert__Danielle",1
"Keifert__Danielle_Teodora",211
"Keith__Kevin",74
"Kelton__Molly_L",4
"Kersting__Nicole",52
"Keune__Anna",7
"Keuschnig__Angelina",70
"Khanlari__Ahmad",17
"Kibler__Kristin_Watson",32
"Kidron__Adi",3
"Kielstra__Jolique",5
"Kiemer__Katharina",5
"Killen__Heather",1
"Kim__Beaumie",126
"Kim__Dongsik",116
"Kim__Juho",12
"Kim__Yanghee",84
"Kim__Yoon_Jeon",51
"Kimmerle__Joachim",66
"Kirschner__Femke",104
"Kirschner__Paul",104
"Kitazawa__Takeshi",18
"Kittredge__Audrey",64
"Klopfer__Eric",1
"Knight__Simon",25
"Ko__Monlin",2
"KO__Pakon",130
"Koestler__Courtney",41
"Koh__Elizabeth",72
"Kohlhauf__Lucia",65
"Kokkonen__Tommi",161
"Kokku__Ravindranath",24
"Kolb__John",53
"Kolikant__Yifat_Ben.David",149
"Kollar__Ingo",5
"Kothiyal__Aditi",154
"Krajcik__Joe",2
"Krämer__Nicole",5
"Krist__Christina",10
"Krogh.Jespersen__Sheila",2
"Kubsch__Marcus",2
"Kulkarni__Chinmay",16
"Kümmel__Elke",66
"Kumpulainen__Kristiina",13
"Kunnen__Saskia",93
"Kustusch__Mary_Bridget",39
"Kwako__Alexander_J.",6
"Kyza__Eleni_A.",165
"Laferriere__Therese",8
"Laherto__Antti",3
"Lai__Polly_K.",6
"Lakshmi__T_G",111
"Lam.Herrera__Marilu",50
"Lam__Wan_Shun_Eva",145
"Lamnina__Marianna",5
"Lang__Charles",137
"Langer.Osuna__Jennifer",78
"Lankes__Eva.Maria",65
"Lanouette__Kathryn",15
"Larmuseau__Charlotte",23
"Lasry__Nathaniel",40
"Laurillard__Dianna",3
"Law__Nancy",69
"Leary__Heather",90
"Leckey__Erin_H.",4
"Lee__Alwyn_Vwen_Yen",162
"Lee__Christine",1
"Lee__Frank_J",95
"Lee__Irene",1
"Lee__Ji_Hyun",94
"Lee__Jinju",116
"Lee__Jong_Ha",53
"Lee__Kyungmee",85
"Lee__Sarah_Priscilla",76
"Lee__Ung.Sang",218
"Lee__Victor",14
"Lee__Yeung",69
"Lenton__Kevin",40
"Lester__James",11
"Leuders__Timo",148
"Levenson__Eda",7
"Levin__Nehama_._Levin",14
"Levine__Susan_C.",43
"Levrini__Olivia",3
"Levy__Milana",14
"Levy__Sharona",14
"Levy__Sharona_T.",1
"Lewis__Daniel_Rees",42
"Li__Haiying",121
"Li__Ling",69
"Li__Pei.Jung",11
"Li__Yaoran",17
"Libberton__Jason",61
"Lim__Ji_Young",94
"Lim__Kyu_Yon",94
"Lin__Chiu.Pin",49
"Lin__Feng",9
"Lin__Pei.Yi",49
"Lin__Qinyun",7
"Lin__Veronica",1
"Lindberg__Lindsay",1
"Lindgren__Robb",1
"Lindwall__Oskar",1
"Linn__Marcia",3
"Littrell.Baez__Megan_K.",4
"Litts__Breanne.Brayboy__Bryan_McKinley_Jones",37
"Litts__Breanne.Gravel__Brian",127
"Liu__Kun",9
"Liu__yan",108
"Lo__Wei_Hong",47
"Lobczowski__Nikki_G.",91
"Lodge__Jason_M.",170
"Logan__Ginnie_I.",182
"Loibl__Katharina",148
"Louw__Marti",107
"Lovett__Marsha",46
"Lowenthal__Patrick_R.",61
"Lu__Lin",109
"Lubold__Nichola",19
"Luce__Megan",10
"Luckin__Rose",158
"Ludvigsen__Sten",6
"Luehmann__April",8
"Lui__Debora",1
"Lui__Michelle",100
"Lund__Kristine_S.",3
"Lund__Virginia_Killian",4
"Lundh__Patrik",1
"Ma__Guanzhong",9
"Ma__Leanne",49
"Madaio__Michael",19
"Magana__Alejandra",3
"Magnifico__Alecia_Marie",131
"Makini__Sneha_Priscilla",21
"Maliakal__Leesha_V",42
"Maltese__Adam",1
"Mangaroska__Katerina",5
"Mäntylä__Terhi",161
"Manz__Eve",6
"Maquil__Valerie",113
"Marcum__Meredith_Baker",178
"Margulieux__Lauren_E",26
"Marin__Ananda_Maria",4
"Markauskaite__Lina",3
"Marshall__Stefanie_Marshall",7
"Martell__Emma",4
"Martin__Caitlinnnedy",10
"Martin__Kit",76
"Martin__Lee_M",71
"Martin__Nicole_D.",9
"Martinez.Maldonado__Roberto",25
"Marx__Sherry",84
"Mathayas__Nitasha",1
"Matuk__Camillia",3
"McBride__Elizabeth",3
"McDermott__Raymond",10
"McDonald__Scott",144
"McElhaney__Kevin",2
"McGill__Tara",35
"McIntyre__Cynthia",17
"McKenney__Susan",75
"McLachlan__Lisa",90
"McLaren__Bruce",5
"McNeill__Katherine_L.",6
"Mechtley__Adam",52
"Melendez__Jose_W.",4
"Meléndez__José_W.",186
"Melzner__Nadine",5
"Meng__Xiangxu",30
"Mercier__Emma",20
"Messersmith__Patricia",2
"Meyerhoff__Peter",13
"Michaelis__Joseph_E",173
"Miller__Ben_J",27
"Miller__Emily",2
"Miller__Katie_A",7
"Milne__Brent",146
"Minshew__Lana",87
"Mirmotahari__Omid",117
"Mishra__Shitanshu",111
"Misra__Chandrani",6
"Missall__Kristen",27
"Mochizuki__Toshio",18
"Moczek__Armin",7
"Modrek__Anahid_S.",6
"Moher__Tom",100
"Molenaar__Inge",5
"Molinari__Gaelle",151
"Montebello__Matthew",198
"Moon__Jewoong",175
"Moorcroft__Amber_M.",101
"Moore__Allison",2
"Morrison__Deb",2
"Moskaliuk__Johannes",66
"Mouza__Chrystalla",102
"Moy__Magdalene",192
"Mukhi__Nirmal",24
"Mulvey__Elizabeth",63
"Munshi__Anabil",2
"Munson__Jen",78
"Munter__Charles",110
"Murphy__P._Karen",91
"Murthy__Sahana",154
"Mustafaraj__Eni",1
"Mutlu__Bilge",173
"Nachtigall__Valentina",70
"Nakaya__Kae",44
"Nakayama__Takahiro",38
"Nam__Beth",99
"Nanda__Salloni",27
"Narasimham__Gayathri",59
"Nathan__Mitchell",1
"Nazare__Juliana",21
"Neill__Tiffany",2
"Nemirovsky__Ricardo",4
"Nenadal__Linsdey",6
"Neuhaus__Birgit_Jana",65
"Neumann__Knut",2
"Newton__Kristie_J.",45
"Ng__Dingxuan",9
"Ng__Kher_Hui",47
"Ngoc__Hung_Pham",84
"Nguyen__Kevin_A.",180
"Nguyen__Tung",84
"Nijland__Femke",7
"Nistor__Nicolae",98
"Nixon__Jessie",204
"Nolan__Charlene_Montano",4
"Nordine__Jeffrey",2
"Norooz__Leyla",1
"Noushad__Noora_F_Noushad",7
"Novak__Michael",35
"Nurnberger.Haag__Julie",206
"O.Brien__Kate",4
"O.Connor__Kevin",8
"O.Malley__Claire",47
"Ocumpaugh__Jaclyn",2
"Ogan__Amy",19
"Ogle__Todd",82
"Ohsaki__Ayano",18
"Oistad__Benjamin",11
"Oliver__Merrin",26
"Olsen__Jennifer",5
"Oner__Diler",185
"Orrill__Chandra_Hawley",125
"Ortmeier.Hooper__Christina",131
"Osborne__Jonathan",3
"Oshima__Jun",18
"Oshima__Ritsuko",18
"Ostrow__Korinn",12
"Ostrowski__Christopher_Peter",50
"Oura__Hiroki",44
"Oztok__Murat",85
"Palincsar__Annemarie_Palincsar",60
"Palmgren__Elina",3
"Pan__Yi.Cheng",102
"Panorkou__Nicole",216
"Papendieck__Adam",81
"Paquette__Luc",20
"Pardos__Zachary",53
"Paré__Dylan",8
"Parekh__Priyanka",167
"Park__Miyoung",7
"Patchan__Melissa",88
"Patel__Purav",89
"Patikorn__Thanaporn",12
"Paugh__Patricia",33
"Paulus__Trena",106
"Pauw__Daniel",29
"Pedersen__Alex_Young",164
"Peffer__Melanie",124
"Peh__Gao_Xian",53
"Pelaez__Nancy",6
"Pellegrino__James",2
"Pendergast__Laura_L",45
"Peng__Kun",19
"Pennock__Phyllis_Haugabook",2
"Penuel__Bill",2
"Peppler__Kylie",7
"Perritano__Anthony",212
"Peterson__Matthew",133
"Pham__Duy",74
"Pham__Josephine",6
"Philip__Thomas_M.",4
"Phillips__Abigail_Leigh",14
"Phillips__Anna_McLean",10
"Phillips__Nathan_C",4
"Pinkard__Nichole",10
"Pitt__Caroline",29
"Plummer__Julia",163
"Pollack__Sarah",149
"Polman__Joseph_L",92
"Polman__Joseph.Radinsky__Josh",3
"Polman__Joseph.Stamatis__Kristina",115
"Pon.Barry__Heather",19
"Popov__Vitaliy",17
"Poquet__Oleksandra",16
"Powell__Sandy",90
"Pozen__Rebecca",58
"Price.Dennis__Detra",137
"Price__Aaron",2
"Proctor__Chris",1
"Prudent__Mirlanda_E.",205
"Prusak__Naomi",5
"Puntambekar__Sadhana",9
"Puttick__Gillian",33
"Qi__Guowen",30
"Qiu__Chen",73
"Quinn__Kimberly_A.",2
"Quintana__Rebecca_M",16
"R.__Jimmy_Zambrano",104
"Radinsky__Josh",4
"Radke__Sarah_C",4
"Raes__Annelies",23
"Rahimi__Seyedahmad",48
"Rahm__Jrene",8
"Rajala__Antti",13
"Rajendran__Ramkumar",2
"Rambo.Hernandez__Karen",88
"Ramey__Kay_E",13
"Rau__Martina_A.",89
"Recker__Mimi",14
"Reich__Justin",51
"Reichsman__Frieda",15
"Reilly__Joseph_M",57
"Reimann__Peter",6
"Reiser__Brian",35
"Renken__Maggie",26
"Resnick__Lauren",9
"Resnick__Maya_S.",135
"Ricca__Bernard",31
"Richard__Gabriela",172
"Richards__Jennifer",8
"Richey__J._Elizabeth",97
"Ricketts__Amy",163
"Rico.Beck__Laura",2
"Riedel.Kruse__Ingmar",1
"Riedy__Robbin",2
"Riikonen__Sini",56
"Rish__Ryan",128
"Ristvey__John_D.",2
"Roberts__Jessica",107
"Robinson__Kevin",51
"Roblin__Natalie_Pareja",75
"Rogge__Carson",1
"Romine__William",6
"Roque__Ricarose",10
"Roschelle__Jeremy",62
"Rose__Carolyn",12
"Rosebery__Ann_S",4
"Rosier__Soren",217
"Ross__Jen",118
"Rothschuh__Stefan",50
"Rourke__Liam",191
"Rowe__Jonathan",11
"Roy__Dan",51
"Roy__Deb",21
"Royse__Emily",124
"Ruis__Andrew",58
"Rummel__Nikol",5
"Runburg__Madlyn",105
"Russ__Rosemary_S",6
"Russell__Randy",2
"Rutherford__Stephen_M.",101
"Rutstein__Daisy",1
"Ryoo__Kihyun_.Kelly.",3
"Ryu__Minjung",80
"Ryu__Suna",196
"Saarinen__Auli",56
"Sabanovic__Selma",11
"Sagy__Ornit",3
"Saito__Moegi",38
"Saiyera__Tasbire",34
"Saleh__Asmalina",1
"Samarapungavan__Ala",6
"Sandoval__William",6
"Santo__Rafi",7
"Sarmiento__Juan_Pablo",3
"Sayre__Eleanor_C",39
"Scardamalia__Marlene",17
"Schall__Max",28
"Scheiter__Katharina",28
"Schimpf__Corey",3
"Schloss__Bob",24
"Schmidt__Ani",4
"Schnaubert__Lenka",36
"Schneider__Bertrand",57
"Schneider__Leslie",103
"Schneitzer__Malin_Kimberley",36
"Schönfeld__Tim",5
"Schreurs__Bieke",7
"Schunn__Chris",75
"Schwartz__Daniel_L.",34
"Schwarz__Baruch",5
"Scipio__Deana_A",10
"Scipio__Déana_Aeolani",194
"Scroggins__Ashley_D",41
"Searcy__John",7
"Searle__Kristin_A",37
"Sedas__Mishael",7
"Segal__Avi",5
"Segovia__Gloria_Alicia",2
"Seitamaa.Hakkarainen__Pirita",56
"Selent__Douglas",12
"Semerjian__Amy_R.",3
"Sengupta.Irving__Tesha",4
"Sengupta__Pratim",8
"Seo__JooYoung",172
"Settlage__John",199
"Seufert__Tina",5
"Severance__Samuel",2
"Sfard__Anna",4
"Shaffer__D.W.",168
"Shaffer__David_Williamson",58
"Shah__Mamta",213
"Shanahan__Katherine",11
"Shanahan__Marie.Claire",8
"Shapiro__R._Benjamin",1
"Shareff__Rebecca",15
"Sharma__Kshitij",5
"Sharon__Aviv_J.",139
"Shaw__Fayette",33
"Shaw__Mia",1
"Shaw__Sam",2
"Shear__Linda",1
"Shechtman__Nicole",62
"Shehab__Saadeddine",20
"Sheldon__Joshua",1
"Shen__Chia",30
"Shen__Ji",32
"Sherin__Bruce",52
"Sherman__Mark_A",1
"Shibani__Antonette",25
"Shim__Jooeun",7
"Shin__Yoonhee",200
"Shirouzu__Hajime",38
"Shirrell__Matthew",7
"Shumway__Jessica_F.",14
"Shute__Valerie",48
"Siebert.Evenstone__Amanda",58
"Silseth__Kenneth",153
"Silva__Brenda_Lopez",100
"Silver__Cindy_Hmelo",11
"Silvis__Deborah",129
"Simpson__Amber",1
"Sinclair__Nathalie",4
"Skeeles.Worley__Angela_D.",2
"Slagel__Chaucey",2
"Slattery__Michael",138
"Slotta__Jim",3
"Small__Steven_L.",43
"Smith__Blaine",32
"Smith__Brian",95
"Smith__John_F",35
"Smith__Shaunna_F",26
"Smothers__Cinzia_Villanucci",16
"Smullen__Elizabeth",96
"Snow__Eric",1
"Socratous__Chrysanthos",120
"Soken__Ali",74
"Soloway__Elliot",60
"Soltangheis__Mina",21
"sommer__stephen",92
"Sommerhoff__Daniel",176
"Sorensen__Clara",1
"Sosa__Teresa",2
"Southerland__Sherry_A.",136
"Spillane__James",7
"Splichal__Jin_Michael",18
"St._Clair_M_St._Clair_St._Clair__Natalya",15
"Stamatis__Kristina",201
"Stamper__John",1
"Stanciu__Ionuț_Dorin",98
"Starr__Emma_L",57
"Stephens__Michelle_D",68
"Stevens__Reed",13
"Stieff__Mike",28
"Stoddard__Jeremy",157
"Stoeffler__Kristin",210
"Stoyanova__Filipa",5
"Stracke__Christian_M.",140
"Strauß__Sebastian",5
"Suárez__Enrique",10
