"Author","CommR"
"Mucher__Stephen",30
"Mulholl__Gillian",49
"Murray__Tom",14
"Nagarajan__Anandi",20
"Nakaike__Ryuichi",15
"Nathan__Mitchell_J.",64
"Nelson__Brian",17
"Nelson__Janek",35
"Nersessian__Nancy_J.",47
"Newstetter__Wendy",12
"Newstetter__Wendy_C.",47
"Nussbaum__E._Michael",101
"O.Neill__D._Kevin",4
"O.Day__Traci",6
"Ochoa__Sergio_F.",5
"Okita__Sandra_Y.",82
"Oshima__Jun",54
"Oshima__Ritsuko",54
"Otto__Charlotte_A.",79
"Owensby__Jakita_N.",51
"Ozuru__Yasuhiro",22
"Palincsar__A._S.",33
"Pandolfo__Anna",6
"Papert__Seymour",1
"Paulus__Trena_M.",86
"Pea__Roy",46
"Pease.Alvarez__L.",58
"Penuel__William",11
"Perini__Anna",26
"Petish__Debra",44
"Pinkard__Nichole",2
"Pino__Jose_A.",23
"Pino__Jose._A.",5
"Piper__Anne_Marie",12
"Pitts__Virginia_M.",2
"Polman__Joseph",4
"Psotka__Joseph",28
"Puntambekar__Sadhana",69
"Quintana__Chris",30
"Radinsky__Josh",4
"Ranney__Michael",35
"Reiser__Brian",72
"Renninger__K._Ann",8
"Resnick__Mitchel",1
"Richardson__Ginger",1
"Richter__Christoph",74
"Rick__Jochen",38
"Riesbeck__Christopher_K.",34
"Rivet__Ann_E.",61
"Rosca__Camelia",9
"Roschelle__Jeremy",11
"Rose__Ken",27
"Rueda__Robert",48
"Rummel__Nikol",3
"Runde__Anne",3
"Ryan__Michael_T.",51
"Ryokai__Kimiko",6
"Sabelli__Nora",13
"Saito__Hitomi",15
"Satwicz__Tom",41
"Saxe__Geoffrey_B.",68
"Scardamalia__Marlene",42
"Schauble__Leona",24
"Schaverien__Lynette",49
"Scheiter__Katharina",29
"Schmidt__Matthew",19
"Schneider__Rebecca",7
"Schuh__Julia",29
"Schunn__Christian",78
"Schwartz__Daniel_L.",56
"Schwarz__Christina",39
"Shaffer__David_Williamson",40
"Shapiro__R._Benjamin",21
"Sharma__Ajay",39
"Shartar__Esther",14
"Sherin__Bruce_L.",31
"Shin__Namsoo",4
"Shirouzu__Hajime",73
"Shumar__Wesley",5
"Silverman__Brian",1
"Sinclair__Nathalie",8
"Sipitakiat__Arnan",1
"Sklar__Elizabeth",50
"Smithey__Julie",44
"Soffa__Mary_Lou",18
"Sohbat__Elahe",4
"Soller__Amy",26
"Solomon__Cynthia",1
"Soloway__Elliot",7
"Songer__Nancy_Butler",62
"Spada__Hans",3
"Spillane__James_P.",31
"Squire__Kurt",16
"Stager__Gary",1
"Stahl__Elmar",3
"Stahl__Gerry",5
"Steinkuehler__Constance_A.",95
"Stevens__Brett_E._Shelton_and_Reed_R.",92
"Stevens__Reed",41
"Stillings__Neil",14
"Stohl__Hollylynne",8
"Strauss__Eric",9
"Streeter__Lynn_A.",28
"Strobel__Johannes",19
"Stylianou__Agnes",69
"Suthers__Dan",3
"Svarovsky__Gina",40
"Tackman__Jennifer",2
"Tackman__Jennifer_A.",60
"Tatar__Deborah",11
"Taylor__James",1
"Tholander__Jakob",53
"Thompson__Patrick",80
"Tzou__Carrie_T.",72
"Underwood__Jody_S.",8
"Unterman__Joshua_W.",21
"Vahey__Philip",11
"Walsh__Joseph_T.",34
"Wang__Austin",6
"Wang__X._Christine",3
"Weimar__Stephen",5
"Weinberger__Armin",3
"Wells__Gordon",32
"Welti.Santos__Larissa",1
"Westhoff__Laura",4
"Weusijana__Kofi_A.",34
"White__Marie",2
"Wilensky__Uri_J.",21
"Williams__Rodney",71
"Wilson__Christine",18
"Winship__Larry",14
"Winters__Fielding_I.",45
"Wise__Alyssa",25
"Wise__Susie",2
"Worth__Peter",2
"Yair__Yoav",52
"Yarnall__Louise",11
"Yoon__Susan",1
"Yukawa__Joyce",3
"Zemel__Alan",5
"Zhang__Meilan",30
"Zhao__Qing",2
"Zhong__Le",37
"Zimmerman__Heather",94
"Zuiker__Steven_J.",4
