"Author","CommR"
"Abi.El.Mona__Issam",59
"Abrahamson__Dor",1
"Ackerman__Mark",15
"Aemilian__Hron",30
"Alavez__Mabel",5
"Amaya__Meredith_M.",1
"Anderson__Janice",3
"Anthony__Holly_Garrett",32
"Apedoe__Xornam",114
"Ash__Doris",100
"Atkins__Leslie",106
"Atukpawu__Grace",2
"Azevedo__Roger",1
"Azeveo__Roger",1
"Bannon__Liam",12
"Barnett__Michael",3
"Barron__Brigid",5
"Baylor__Amy",26
"Baylor__Amy_L.",63
"Beals__Laura",3
"Beers__Pieter_Jelle",38
"Bell__Philip",21
"Bers__Marina",3
"Best__Rachel",8
"Bétrancourt__Mireille",18
"Beyer__Carrie",60
"Bielaczyc__Katerine",93
"Black__John",13
"Black__John_B.",77
"Blair__Kristen_Pilner",2
"Blake__Peter",93
"Blikstein__Paulo",1
"Block__Martin",70
"Booker__Angela",2
"Boshuizen__Henny_P.A.",38
"Braasch__Jason",17
"Brandt__Carol_B.",100
"Bransford__John",2
"Brem__Sarah",74
"Bricker__Leah_A.",21
"Brockmann__Damien",96
"Bromme__Rainer",46
"Bruckman__Amy",99
"Brush__Thomas",25
"Buckley__Barbara",27
"Burgos__Daniel",29
"Cakir__Murat",7
"Cammack__Dana_W.",13
"Canty__Reality_S.",17
"Carberry__Adam",3
"Castelli__Darla_M.",56
"Catrambone__Richard",97
"Cejka__Erin",3
"Chan__Margaret_S.",77
"Chang__Hsin.Yi",89
"Charles__Elizabeth_S.",4
"Chau__Clement",3
"Chen__Fei.Ching",50
"Cherniavsky__John_C.",2
"Chernobilsky__Ellina",1
"Ching__Cynthia_Carter",69
"Chinn__Clark",1
"Chiu__Grace",5
"Chmiel__Marjee",10
"Chung__Mark",1
"Ciolfi__Luigina",12
"Clark__Douglas_B.",9
"Clegg__Tamara",4
"Clegg__Tamara_L.",4
"Collins__Allan",4
"Collins__Allan_M.",1
"Confrey__Jere",4
"Cook__Eric",15
"Cook__Ruth_Gannon",105
"Copman__Sandra",3
"Corbett__Albert",16
"Cress__Ulrike",30
"Cromley__Jennifer",1
"Cullen__Theresa_A.",116
"Culp__Katherine_McMillan",49
"Danish__Joshua",101
"Davis__Elizabeth",60
"Davis__Joan",2
"DeGennaro__Donna",127
"Derry__Sharon",19
"Desai__Shiu",5
"Di_Blas__Nicoletta",43
"Dillenbourg__Pierre",18
"diSessa__Andrea",11
"diSessa__Andrea_A.",1
"Dogan__Enis",37
"Dong__Yifei",55
"Drake__Corey",102
"Dreon__Oliver",92
"Duncan__Ravit",134
"Earle__Janice",2
"Edelson__Daniel",72
"Ellenbogen__Kirsten",22
"Erkens__Gijsbert",1
"Ertelt__Anna",6
"Ertl__Bernhard",84
"Evans__Ellen_M.",56
"Fairweather__Peter",31
"Felix__Friedrich",30
"Fernaues__Ylva",67
"Ferris__Kieran",12
"Fields__Deborah",125
"Fischer__Frank",9
"Fishman__Barry",1
"Floyd__Randy",8
"Foo__Seau_Yoon",80
"Forte__Andrea",99
"Frank__Kenneth_A.",1
"Friling__Dina",66
"Gallagher__Paul",12
"Galmbacher__Matthias",33
"Gane__Brian_D.",97
"Gardner__Christina",4
"Gardner__Christina_M.",4
"Ge__Xun",55
"Gibson__Faison",54
"Gijselaers__Wim",38
"Gobert__Janice",27
"Godbole.Chaudhuri__Pragati",1
"Goldenberg__Lauren_B.",49
"Goldman__Shelley",2
"Goldman__Susan_R.",17
"Goldstone__Robert",1
"Gomez__Louis",95
"Gotwals__Amelia",34
"Gravel__Brian",3
"Graves__Ingrid",44
"Greene__Jeffrey",1
"Greeno__James_G.",85
"Grotzer__Tina",53
"Gurlitt__Johannes",6
"Hackbarth__Alan_J.",19
"Hagler__Debra",74
"Hakkarainen__Kai",20
"Hall__Tony",12
"Halverson__Richard",10
"Hamilton__Eric",26
"Hansen__Miriam",6
"Harada__Violet",52
"Hatfield__David",10
"Hauser__Sabine",6
"Hegedus__Stephen",1
"Heimlich__Michael",2
"Henson__Shelley",68
"Herman__Phillip",95
"Hester__Waverely",39
"Heuer__Dieter",33
"Hickey__Daniel_T.",76
"Hickey__Nora",12
"Higgenbothem__Thomas",3
"Higginbotham__Thomas",3
"Hmelo.Silver__Cindy",1
"Hoadley__Christopher",90
"Hofman__Neil",1
"Honda__Sandra",81
"Hong__Saahoon",82
"Hoppe__Ulrich",51
"Horwitz__Paul",27
"Hsi__Sherry",22
"Huang__Kun",55
"Hug__Barbara",59
"Hung__Wei.Chen",58
"Hur__Jung_Won",25
"Hutchison__Paul",98
"Izsák__Andrew",32
"Jabbour__Amanda",48
"Jackson__Kristi",88
"Jacobson__Michael",1
"Janssen__Jeroen",9
"Jaspers__Jos",9
"Jencunas__Deborah",3
"Jiang__Huo.Ming",50
"Job.Sluder__Kirk",110
"Joseph__Diana",5
"Kafai__Yasmin",5
"Kalathil__Radha",112
"Kale__Ugur",25
"Kanselaar__Gellof",9
"Kanter__David",11
"Kapur__Manu",13
"Karkin__Sabina",4
"Karsten__H._Hammer",30
"Ke__Fengfeng",129
"Kelly__Kristin",24
"Kenyon__Lisa",40
"Keren.Kolb__Elizabeth",1
"Kim__Bosung",86
"Kim__ChanMin",57
"Kim__Yanghee",26
"King__Paul",64
"Kinzer__Charles",13
"Kinzer__Charles_K.",13
"Kirschner__Paul",38
"Kirshner__Ben",130
"Klahr__David",48
"Klopfer__Eric",23
"Knoop__Peter",15
"Kohen.Vacs__Dan",41
"Kolodner__Janet",4
"Koper__Rob",29
"Koschmann__Timothy",7
"Kosonen__Kari",20
"Koziol__Renee",35
