"Author","CommR"
"X.__Meixi",1
"Aalst__Oia_Walker.van",3
"Aardalen__Henrikke_Flittig",121
"Abdi__Abdirashid",25
"Abrahamson__Dor",74
"Abramovich__Samuel",4
"Adach__Aleksandra",171
"Adair__Amy",133
"Adams__Jennifer",6
"Adeoye__Temitope",19
"Affolter__Renee",2
"Agarwal__Priyanka",1
"Agesilaou__Andria",120
"Aguilera__Earl",10
"Ahmed__Ishrat",10
"Ahn__June",4
"Ainsworth__Shaaron",55
"Albright__Christy",11
"Aldemir__Tugce",5
"Aleven__Vincent",2
"Alhadad__Sakinah",8
"Alibali__Martha",2
"Allen__Anna.Ruth",4
"Allen__Carrie",165
"Allert__Heidrun",8
"Alley__Zander",6
"Almeda__Ma._Victoria",37
"Alozie__Nonye",3
"Altshuler__Mari",5
"Alzen__Jessica_L.",2
"Alzen__Jessica_L...Passmore__Cynthia..Penuel__William..Reiser__Brian..Goldman__Susan..Ko__Mon.Lin..Herbst__Patricio..Milewski__Amanda..Ogan__Amy..Clarke__Sherice..Gomoll__Andrea..Zimmerman__John..Calvillo__Jesus..Gutierrez__Kris",2
"Amato__Anna",3
"An__Haokang",28
"Anderson__Carolyn",7
"Anderson__Eleanor",4
"Anderson__Emma",2
"Anderson__Janice",118
"Andreadakis__Zacharias",8
"Andrews__Chelsea",6
"Andrews__Christopher",182
"Angrave__Lawrence",7
"Anthony__Lauren",75
"Anthony__Monica",137
"Anton__Gabriella",6
"Appleby__Lara",5
"Aqazade__Mahtob",65
"Arias__Anna_Maria",3
"Arieli.Attali__Meirav",23
"Arroyo__Ivon",38
"Arthars__Natasha",8
"Asher__Lila",1
"Asterhan__Christa",94
"Austin__Ara",10
"Av.Shalom__Na.ama",2
"Aylward__Gary",25
"Azevedo__Flavio",36
"Azevedo__Roger",9
"Babichenko__Miriam",94
"Badron__Mohamed_Faizal",14
"Bae__Haesol",7
"Bae__Miyeon",34
"Baggaley__Stuart",4
"Bailey__Janelle_M.",108
"Bailie__Addisu_Leyew",134
"Bain__Connor",6
"Baker__Kukik",6
"Baker__Ryan",80
"Baker__Ryan_S.",37
"Bakhshaei__Mahsa",78
"Bakotich__Sam",10
"Ball__Doug",4
"Balzer__Micaela",27
"Banerjee__Amartya",4
"Bang__Megan",1
"Bannister__Nicole",140
"Bar.El__David",5
"Bar__Carmel",5
"Barany__Amanda",86
"Bardett__Nicole",20
"Barelli__Eleonora",114
"Barnett__Michael",79
"Barron__Brigid",4
"Barshi__Naomi",6
"Bartel__Anna",2
"Bartell__Robin",93
"Barth.Cohen__Lauren",46
"Barton__Angela_Calabrese",27
"Barton__Barbara_Calabrese",27
"Barton__Jacob",3
"Bastani__Reyhaneh",70
"Basu__Satabdi",3
"Bateman__Kathryn",6
"Bates__Meg",13
"Batrouny__Nicole",6
"Bauer__Elisabeth",9
"Beerman__Eric",10
"Beheshti__Elham",4
