"Author","CommR"
"X_",10
"Aboulafia__Annette",18
"Abrahamson__Dor",2
"Acholonu__Ugochi",3
"Ainsworth__Shaaron",4
"Aleahmad__Turadg",12
"Aleven__Vincent",12
"Alterman__Richard",13
"Amurao__Frances",6
"Anderson__Kate",2
"Andriessen__Jerry",10
"Anjewierden__Anjo",68
"Antonietti__Alessandro",7
"Aprea__Carmela",98
"Arici__Anna",2
"Arvaja__Maarit",100
"Asterhan__Christa",1
"Austin__Kimberly",3
"Avouris__Nikolaos",1
"Azevedo__Flavio",3
"Babson__Andrew",88
"Bailenson__Jeremy",1
"Baillé__Jacques",36
"Baker__Michael",1
"Bakker__Arthur",2
"Barab__Sasha",2
"Barnett__Mike",66
"Barron__Brigid",3
"Barton__Angela_Calabrese",17
"Bastiaens__Theo_J.",82
"Batchelor__Heather",3
"Baumeister__Antonia",42
"Beijersbergen__Michiel_J.",15
"Bell__Philip",3
"Bernard__Francois.Xavier",1
"Bhanot__Ruchi",9
"Bizer__Barbara",4
"Blavier__Adélaïde",18
"Blikstein__Paulo",2
"Bodemer__Daniel",45
"Bodner__George",6
"Bordages__Jacques",37
"Borko__Hilda",71
"Boshuizen__Henny_P._A.",30
"Bowyer__Jane",8
"Braasch__Jason",21
"Bradler__Pia",12
"Bransford__John_D.",7
"Brett__Clare",72
"Bricker__Leah",3
"Brickhouse__William_Sandoval_Nancy",17
"Briggs__Kristen",3
"Bromme__Rainer",32
"Brown__Rachael",19
"Bruckman__Amy",11
"Brunaud.Vega__Victor",19
"Brünken__Roland",4
"Buckland__Luke",23
"Buda__Marie",4
"Buder__Jürgen",45
"Cagiltay__Kursat",14
"Cahill__Clara",6
"Cakir__Murat",64
"Carlone__Heidi",17
"Cassell__Justine",67
"Cavallo__David",65
"Chai__Ching_Sing",26
"Chan__C.K.K.",80
"Chan__Carol",73
"Chan__Tak.Wai",40
"Chang__Hsin.Yi",8
"Chen__Gaowei",83
"Chen__Mark",3
"Chen__Wenli",2
"Cheng__Hercy",40
"Chi__Michelene",1
"Chin__Chee_Kuen",26
"Chinn__Clark",23
"Chiu__Jennifer",8
"Chiu__Ming_Ming",83
"Chung__Tze_Min",26
"Clarebout__Geraldine",41
"Clark__Douglas_B.",8
"Clarke__Jody",11
"Coens__Joke",41
"Coffey__Janne",5
"Cook__Melissa",17
"Corbel__Annie",1
"Corliss__Stephanie",77
"Cornelius__Lindsay",89
"Cress__Ulrike",47
"Crook__Charles",4
"Cuevas__Haydee_M.",7
"D.Angelo__Cynthia",8
"Dahlström__Anders",10
"Daily__Shaundra",3
"Daly__Shanna",6
"Damsa__Crina",10
"Davaris__Athanassios",39
"Davenport__Jodi",1
"Davis__Elizabeth",103
"Davis__Joan_M.",7
"De_Jong__Ton",4
"Dehler__Jessica",45
"Delgado__Cesar",6
"Demeter__Marylee",1
"Deng__Feng",2
"Derry__Sharon",79
"DeVane__Ben",84
"Dieckmann__Peter",18
"Dillenbourg__Pierre",1
"Diller__Kenneth",7
"Ding__Ning",91
"DiSessa__Andrea",5
"Diziol__Dejana",1
"Dodge__Tyler",2
"Dolmans__Diana",29
"Dowell__John",63
"Downton__Micheal",2
"Drane__Denise",6
"Dukas__Geordie",11
"Duncan__Ravit",23
"Durga__Shree",84
"Duschl__Richard",23
"Dyke__Gregory",1
"Eagle__Sarah",4
"Edelson__Daniel",5
"Eilam__Billie",60
"Elby__Andy",61
"Eldar__Osnat",38
"Elen__Jan",41
"Engelmann__Tanja",42
"Engle__Randi",33
"Enriquez__Judith",4
"Enyedy__Noel",3
"Erkens__Gijsbert",1
"Esterman__Nir",81
"Esteves__Micaela",2
"Eugene__Wanda",3
"Evans__Michael",14
"Eylon__Bat.Sheva",38
"Facer__Keri",4
"Fastré__Greet",35
"Feinstein__Noah",3
"Fields__Deborah",3
"Finkelstein__Russell_Schwartz_Heather",1
"Fiore__Stephen",7
"Fiotakis__Georgios",1
"Fischer__Frank",1
"Fischer__Martin",50
"Fishman__Barry_J.",9
"Foo__Seau_Yoon",2
"Forssell__Karin",3
"Forte__Andrea",11
"Fujita__Nobuko",72
"Gallagher__Lawrence_P.",9
"Games__Ivan_Alex",3
"Gao__Ping",26
"Garrison__Lari",43
"Gawel__Drue",7
"Gaydos__Matthew",11
"Ge__Xun",53
"Gee__James_Paul",3
"Geier__Susan",6
"Geisler__Sandra",19
"Gemballa__Sven",4
"Gerard__Libby",8
"Gerde__Cheryl",19
"Gerjets__Peter",4
"Geronimi__Alix",36
"Gervais__Fernand",37
"Gijlers__Hannie",68
"Gijselaers__Wim",27
"Gilge__Anja",49
"Girandot__Jean.Jacques",1
"Glasson__George_E.",14
"Goldman__Susan",21
"Gomez__Kimberley",3
"Gomez__Louis",7
"Gorges__Torie",9
"Gray__Steven",1
"Green__Andrew",20
"Gresalfi__Melissa",2
"Gressick__Julia",79
"Gruwel__Saskia_Brand_.",30
"Guevara__Talia",1
"Gupta__Ayush",5
"Gweon__Gahgene",1
"Hagedorn__Eric",6
"Hakkarainen__Kai",25
"Hamilton__Eric",51
"Hammer__David",5
"Han__In_Sook",69
"Harrell__Sneha_Veeragoudar",2
"Harrer__Andreas",1
"Harrison__Steve",9
"Hatfield__David",34
"Hay__Kenneth",2
"Hayes__Elisabeth",3
"Hayes__Tracy",53
"Hegedus__Stephen",9
"Helak__John",7
"Herman__Phillip",7
"Hesse__Friedrich",42
"Hever__Rakheli",1
"Hickey__Daniel",2
"Hilbert__Tatjana",12
"Hmelo.Silver__Cindy",1
"Hoadley__Christopher",3
