"Author","CommR"
"X__College_of_Computing",21
"Arias__Ernesto",19
"Baecker__Ronald",9
"Bakardjieva__Maria",10
"Baker__Michael",17
"Baker__Michelle",16
"Barkai__Reuma_DeGroot",1
"Becker__Marci",9
"Bell__Philip",49
"Bos__Nathan",11
"Bracewell__Robert",12
"Bransford__John_D.",13
"Breuleux__Alain",12
"Bronack__Stephen_C.",37
"Brophy__Sean_P.",13
"Bruckman__Amy",21
"Calvert__Tom",10
"Campos__Milton",47
"Chi__Michelene_T._H.",30
"Cohen__Bruce",7
"Cohen__Judith_Levy",16
"Cole__Michael",23
"Collins__Jason",5
"Collison__George",14
"De_Vries__Erica",17
"Dueber__Bill",29
"Duffy__Tom",29
"Edelson__Daniel",2
"Eden__Hal",19
"Enyedy__Noel",20
"Eurelings__Anneke",25
"Fishman__Barry_J.",2
"Flor__Nick_V.",31
"Frederiksen__John_R.",36
"Gay__Geraldine",34
"Gay__Geri",33
"Gifford__Bernard_R.",20
"Goldman__Melanie",46
"Gomez__Louis",2
"Graves__David",28
"Greer__Jim",5
"Groeneboer__Chris",10
"Guzdial__Mark",1
"Hakkarainen__Kai",32
"HÄuuml.bscher__Roland",1
"Hmelo__Cindy",1
"Hoadley__Christopher_M.",24
"Hosoya__Katsumi",6
"Hsi__Sherry",14
"Hsi__Sherry_H.",24
"Institute_of_Technology__Georgia",21
"Issroff__Kim",3
"Jeong__Heisawn",30
"Jones__Ann",3
"Jurema__Ana",22
"Kakuta__Susumu",6
"Kalmon__Stevan",19
"Kaptelinin__Victor",23
"Kato__Hiroshi",4
"Kawanobe__Akihisa",6
"Klawe__Maria",28
"Kolodner__Janet",1
"Kozma__Robert",8
"Kumar__Vive",5
"Kupperman__Jeff",11
"Kuzuoka__Hideaki",4
"Laferriere__Therese",12
"Lang__Ruth",8
"Lasse__Lipponen",32
"Levy.Neumand__Edith",1
"Li__Yibing",3
"Lin__Xiaodong",7
"Loh__Ben",2
"Lund__Kristine",17
"Maglio__Paul_P.",31
"Martin__Wendy",33
"Masterton__Simon",42
"McCalla__Gordon",5
"Meagher__Paul",5
"Miki__Hiroyuki",4
"Moeller__Babette",16
"Morse__Doug",7
"Nagel__Kris",1
"Newstetter__Wendy",1
"Nilsson__Jörn",41
"O.Rourke__Maureen",22
"O.Shea__Tim",3
"Oshima__Jun",40
"Petrosino__Anthony_J.",18
"Pfaffman__Jay",18
"Poplar__Stephen",9
"Posner__Ilona",9
"Puntambekar__Sadhana",1
"Radinsky__Josh",2
"Reiser__Brian",2
"Rieger__Robert",34
"Ronteltap__Frans",25
"Rudmin__Floyd",35
"Russell__Eric",2
"Scanlon__Eileen",3
"Schank__Patricia",8
"Schank__Patricia_K.",27
"Schlager__Mark",8
"Schlager__Mark_S.",27
"Schwartz__Daniel_L.",13
"Schwarz__Baruch",1
"Shabo__Amnon",1
"Shaffer__David_Williamson",43
"Sharma__Munish",6
"Sipusic__Mike",7
"Smith__Randall",3
"Stahl__Gerry",50
"Stephen__Mary_L.",38
"Stevens__Reed",48
"Stockley__Denise",10
"Stuart__Barb",39
"Suthers__Dan",15
"Suzuki__Hideyuki",4
"Svartdal__Frode",35
"Svedemar__Micke",45
"Tabak__Iris",2
"Tcherni__Anna",1
"Teles__Lucio",44
"The_Cognition_and_Technology_Group",18
"Tiessen__Esther_L.",26
"Tinker__Robert",14
"Toth__Eva_Erdosne",15
"Turbovsk__Anat",1
"Turns__Jennifer",1
"Vahey__Phil",20
"Wallace__Raven",11
"Ward__Douglas_R.",26
"Weiner__Arlene",15
"White__Barbara_Y.",36
"Whitelock__Denise",3
"Yamazaki__Akiko",4
"Yamazaki__Keiichi",4
