"id","Author"
0,"Luehmann__April"
1,"Brown__Matthew"
2,"Edelson__Daniel"
3,"Antonietti__Alessandro"
4,"Salzman__Marilyn"
5,"Hansen__Steven"
6,"Shaffer__David_Williamson"
7,"Kafai__Yasmin"
8,"Puntambekar__Sadhana"
9,"Pfister__Hans-Rüdiger"
10,"Grecu__Dan_L."
11,"Dimaraki__Evangelia_V."
12,"Ioannidou__Andri"
13,"Joe__Herman"
14,"Osgood__Richard_E."
15,"Oshima__Jun"
16,"Schuh__Kathy_L."
17,"Kolodner__Janet"
18,"Puntambekar__Sadhana"
19,"Robertson__William_H."
20,"Fishman__Barry_J."
21,"Songer__Nancy_Butler"
22,"Hester__Peggy_P."
23,"Fishman__Barry_J."
24,"Eisenberg__Michael"
25,"Gomez__Louis"
26,"Marshall__Sue"
27,"Moore__Joyce_L."
28,"Goldman__Shelley"
29,"Brophy__Sean_P."
30,"Luckin__Rosemary"
31,"Luckin__Rosemary"
32,"Hmelo-Silver__Cindy"
33,"Enyedy__Noel"
34,"Karlgren__Klas"
35,"Bers__Marina_Umaschi"
36,"Karlgren__Klas"
37,"Weidner__Jeanne"
38,"Ma__Jianhua"
39,"Barstow__Daniel"
40,"Smith__Kevin"
41,"Peters__Timothy_W."
42,"Waters__Robert"
43,"Stahl__Gerry"
44,"Jun__Youngcook"
45,"Crespo__Sergio"
46,"Jackson__Randy"
47,"Worthington__Valerie_L."
48,"Greene__Laurence"
49,"Singley__Mark_K."
50,"John__Aachey_Susan"
51,"Culp__Katherine_McMillan"
52,"VanEsselstyn__David"
53,"Petrosino__Anthony_J."
54,"Koehler__Matthew"
55,"Lee__Hee-sun"
56,"Lee__Soo-Young"
57,"Williams__Susan_M."
58,"Bran__"
59,"Underwood__Jody_S."
60,"Gilbert__Stephen_B."
61,"Marx__Ron"
62,"Williams__Laurel_A."
63,"Carey__Tom"
64,"Joseph__Diana"
65,"Reimer__Todd"
66,"Zirkel__Jessica"
67,"Renninger__K._Ann"
68,"Pinkard__Nichole_D."
69,"Carroll__John_M."
70,"Sklar__Elizabeth"
1,"Edelson__Daniel"
3,"Imperio__Ernesto"
4,"Dede__Chris"
5,"Schrimpsher__Daniel"
7,"Ching__Cynthia_Carter"
8,"Kolodner__Janet"
9,"Wessner__Martin"
10,"Becker__Lee_A."
11,"Black__John_B."
12,"Repenning__Alexander"
13,"Alex__Kass"
14,"Kantor__Ronald_J."
15,"Yuasa__Katsutoshi"
17,"Crismond__David"
18,"Kolodner__Janet"
19,"Alexander__Richard"
20,"Pinkard__Nichole"
21,"Samson__Perry"
23,"Kupperman__Jeff"
24,"Rubin__Andee"
25,"Walker__Lisa"
26,"Kafai__Yasmin"
27,"Schwartz__Daniel_L."
28,"Moschkovich__Judit"
29,"Schwartz__Daniel_L."
30,"Plowman__Lydia"
32,"Ramakrishnan__Sailesh"
33,"Vahey__Phil"
34,"Ramberg__Robert"
36,"Tholander__Jakob"
37,"Ranney__Michael"
38,"Huang__Runhe"
40,"Kobza__Michelle"
41,"Hopkins__Karen_E."
42,"McCracken__Mike"
45,"Fontoura__Marcus_Felipe_M._C._da"
46,"Taylor__Wayne"
47,"Zhao__Yong"
48,"Boyko__Marie"
51,"Honey__Dr._Margaret"
52,"Black__John_B."
53,"Pfaffman__Jay"
54,"Petrosino__Anthony_J."
55,"Songer__Nancy_Butler"
56,"Songer__Nancy_Butler"
57,"Goldman__Susan_R."
58,"Burn__Tobi_M."
60,"Ngo__Loan"
61,"Blumenfeld__Phyllis"
62,"Fels__Deborah_I."
63,"Harrigan__Kevin"
65,"Edelson__Daniel"
66,"Bell__Benjamin"
69,"Neale__Dennis_C."
70,"Pollack__Jordan_B."
3,"Rasi__Chiara"
4,"Loftin__R._Bowen"
5,"Narayanan__N._Hari"
9,"Beck-Wilson__Jennifer"
12,"Zola__John"
15,"Oshima__Ritsuko"
17,"Gray__Jackie"
20,"Bruce__Christopher"
23,"Soloway__Elliot"
24,"Chen__Ted"
30,"Laurillard__Diana"
32,"Day__Roger_S."
33,"Gifford__Bernard"
36,"Dahlqvist__Patric"
37,"Steinbach__Alan"
45,"Lucena__Carlos_Jose_P._de"
46,"Winn__William"
48,"Susnowitz__Sally"
51,"Tsikalas__Kallen"
54,"__"
57,"Kinzer__Marcy_Singer-Gabella_Charles_K."
58,"Caster__Helen"
60,"Abrams__Lisa"
61,"Fishman__Barry"
62,"Smith__Graham"
63,"Palmer__Antonia"
66,"Gold__Sholom"
3,"Sacco__Marco"
4,"Ash__Katy"
9,"Miao__Yongwu"
17,"Holbrook__Jennifer"
30,"Stratfold__Matthew"
32,"Shirey__William_E."
36,"Ramberg__Robert"
48,"Butcher__Kirsten"
51,"Friedman__Wendy"
54,"Lehrer__Richard"
57,"Risko__Victoria_J."
58,"Angela__"
61,"Krajcik__Joseph"
62,"Treviranus__Jutta"
9,"Steinmetz__Ralf"
17,"Puntembakar__Sadhana"
30,"Taylor__Josie"
32,"Huang__Qingshou"
48,"Kintsch__Eileen"
61,"Soloway__Elliot"
62,"Eagleson__Roy"
32,"Baar__Joseph"
48,"Kintsch__Walter"
