"","x"
"Acosta__Alisa",0
"Adleberg__Barrie",0
"Agrawal__Harshit",0
"Aleven__Vincent",0
"Almatrafi__Omaima",0
"AlQahtani__Mona",0
"Anderson__Emma",0
"Anderson__Richard_C.",0
"Andrade__Alejandro",0
"Andrews__Jessica_J.",0
"Antle__Alissa_Nicole",0
"Applebaum__Lauren",0
"Applebaum__Lauren_R.",0
"Asterhan__Christa",0
"Ayer__Tugba",0
"Baker__Ryan",0
"Baltes__Jennifer",0
"Bang__Megan",0
"Bannan__Brenda",0
"Barrat__Alain",0
"Barron__Brigid",0
"Beck__Stephan",0
"Bell__Philip",0
"Belland__Brian_R.",0
"Bennett__Cynthia_L.",0
"Bereiter__Carl",228
"Bielaczyc__Katerine",0
"Biemans__Harm",0
"Bishara__Sarah",0
"Biswas__Gautam",0
"Blikstein__Paulo",0
"Bodemer__Daniel",32
"Bogouslavsky__Maria",0
"Borge__Marcela",9
"Bouton__Edith",0
"Boyer__Kristy_Elizabeth",6
"Brady__Corey",0
"Brami__Uzi_Zevik",0
"Brand__Charleen",0
"Breuleux__Alain",0
"Buessing__Shawn",0
"Burns__Mary",0
"Calandra__Brendan",0
"Carnes__Molly",0
"Cassell__Justine",0
"Cattaneo__Alberto_A._P.",0
"Celepkolu__Mehmet",0
"Chai__Shaoming",0
"Chan__Carol",112.5
"Chan__Melvin",0
"Chen__Bodong",112.5
"Chen__Feng",0
"Chen__Mei.Hwa",112.5
"Cheng__Kenneth",0
"Cheng__Teng.Yao",0
"Chounta__Irene.Angelica",0
"Christmann__Nina",0
"Cobb__Sue",0
"Cohen__Jonathan",0
"Cook__Claire",0
"Corning__Wiley",0
"Cress__Ulrike",0
"Crossley__Scott",0
"Csanadi__Andras",0
"Cukurova__Mutlu",1
"D.Angelo__Sarah",0
"Dado__Marielle",0
"Dascalu__Mihai",3
"Davis__Richard",0
"Davis__Richard_Lee",0
"Dawes__Les",0
"de_Jong__Frank",112.5
"De_Wever__Bram",0
"del_Castillo__Fernando_Diaz",0
"DeSchryver__Michael",0
"Di_Eugenio__Barbara",0
"Dillenbourg__Pierre",0
"Dong__Yi",0
"Dornfeld__Catherine",0
"Doyle__Tanya",0
"Dutta__Nikita",0
"Eagan__Brendan",0
"Eagan__Brendan_R.",0
"Eberle__Julia",0
"Elby__Andrew",0
"Elming__Anna_Lindenhoff",0
"Elson__Malte",0
"Emara__Mona",0
"Emmanuel__Navo",0
"Erdmann__Julia",0
"Erkens__Melanie",0
"Fake__Helen",0
"Faulkner__Roosevelt",0
"Fields__Gabriel",0
"Finkelstein__Samantha",0
"Fischer__Frank",614
"Ford__Cecilia_E.",0
"Fossati__Davide",0
"Frensley__Troy",0
"Fricke__Kyle_W.",0
"Friend__Michelle",0
"Fröhlich__Bernd",0
"Funaoi__Hideo",0
"Fuqua__Aeslya",0
"G__Nagarjuna",0
"Gao__Dandan",0
"Gebre__Engida",0
"Gemmell__Jonathan",0
"Georgen__Chris",0
"Georgiou__Yiannis",0
"Gergle__Darren",0
"Giannakos__Michail",0
"Giri__Sagun",0
"Gleasman__Cory",0
"Gnesdilow__Dana",0
"Godinez__Erick_Velazquez",0
"Gomez__Kimberly",0
"Gouveia__Christine",0
"Graesser__Art",0
"Gravel__Brian",0
"Gray__Steven",0
"Green__Nick",0
"Greenwald__Scott_W.",0
"Guo__Yu",0
"Gutu__Gabriel",0
"Hakkarainen__Kai",228
"Hall__Rogers",21
"Hämäläinen__Raija",0
"Hamid__Taha",0
"Hansen__Jennifer",0
"Hao__Jiangang",0
"Harrell__Maralee",0
"Harsley__Rachel",0
"Hartley__Kylie",0
"Hartmann__Christian",0
"Hatami__Javad",0
"Healion__Donal",0
"Hecking__Tobias",43.5
"Herrmann__Thomas",0
"Hickey__Timothy_J.",0
"Hill__Roger_B.",0
"Hinojosa__Leighanna",0
"Hirayama__Ryoya",0
"Hmelo.Silver__Cindy",675
"Hod__Yotam",0
"Holland__Jennifer",0
"Hollett__Ty",0
"Hong__Helen",0
"Hoppe__Ulrich",43.5
"Horn__Michael",0
"Huang__Joey",0
"Irgens__Golnaz_Arastoopour",0
"Jackson__Julia",0
"Jeong__Heisawn",0
"Jermann__Patrick",0
"Johri__Aditya",2
"Jordan__Rebecca",0
"Jung__Yong_Ju",0
"K.Martin__Caitlin",0
"Kaatz__Anna",0
"Kafai__Yasmin",72
"Kahn__Jennifer",0
"Kamsan__Muhamad_Ansar_B.",0
"Kanasa__Harry",0
"Kato__Hiroshi",0
"Kazemitabar__Maedeh_A.",0
"Kelly__Susan_B.",0
"Kerr__Deirdre",0
"Keune__Anna",0
"Khanlari__Ahmad",0.333333333333333
"Kim__ChanMin",0
"Kim__Nam_Ju",0
"Kim__Soo_Hyeon",0
"Kirschner__Paul",0
"Koh__Elizabeth",0
"Kollar__Ingo",0
"Krämer__Nicole_C.",0
"Kubota__Yoshihiko",0
"Kulik__Alexander",0
"Kunert__André",0
"Kyewski__Elias",0
"Kyllonen__Patrick",0
"Kyza__Eleni_A.",0
"Laferriere__Therese",74
"Laina__Vasiliki",0
"Lajoie__Susanne_P.",0
"Law__Nancy",0
"Lawrence__LuEttaMae",0
"Lee__Hee.Sun",1
"Lee__Jin_Ha",0
"Lee__Teo_Chew",3
"Lee__Ung.Sang",0
"Lee__Victor",0
"Lee__Victoria",0
"Leftheriotis__Ioannis",0
"Levy__Sharona",0
"Li__Taihua",0
"Liang__Leming",0
"Ling__Lee_Yu",0
"Linn__Marcia",21
"Litts__Breanne",0
"Liu__Lei",0
"Lord__Trudi",0
"Lui__Debora_A.",0
"Lui__Michelle",0
"Lund__Kristine",74
"Lyons__Leilah",0
"Ma__Leanne",0
"MacArthur__Chris",0
"Madaio__Michael",0
"Maes__Pattie",0
"Magnussen__Rikke",0
"Martin__Fred",0
"Martin__Nicole",0
"Matsuzawa__Yoshiaki",112.5
