"","x"
"X__RichLehrer",0
"Abrahamson__Dor",14
"Adams__Karlyn",0
"Aditomo__Anindito",804.999999999999
"Ahn__June",0
"Ai__Hua",0
"Ainley__Mary_D.",0
"Aleven__Vincent",4814
"Allaire__Stephane",0
"Anderson__Kate",0
"Anmarkrud__Øistein",0
"Avramides__Katerina",0
"Bachrach__Jessica",0
"Bagley__Elizabeth",0
"Baker__Ryan",152
"Barnes__Jacqueline",0
"Barron__Brigid_J.",0
"Barth.Cohen__Lauren",0
"Bass__Michelle",0
"Batane__Tshepo",0
"Beauvineau__Yves",0
"Becker__Bernd",0
"Becker__Marina",0
"Bell__Philip",0
"Bennett__Sue",0
"Bereiter__Carl",0
"Berland__Matthew",0
"Bertram__Johanna",0
"Bielaczyc__Katerine",0
"Bientzle__Martina",764
"Bijker__Monique",0
"Birchfield__David",0
"Biswas__Gautam",4
"Black__John_B.",0
"Blikstein__Paulo",1692
"Bokhorst__Franziska",0
"Bolling__Amy",0
"Bonsignore__Elizabeth",472.5
"Boshuizen__Henny_P._A.",0
"Boticki__Ivica",0
"Brand.Gruwel__Saskia",0
"Bransford__John",0
"Bråten__Ivar",0
"Bricker__Leah",0
"Bryk__Anthony",0
"Buehrer__Manuel",0
"Bull__Susan",0
"Burd__Elizabeth",0
"Cafaro__Francesco",0
"Calvo__Rafael",0
"Cerniak__Gabriele",0
"Chai__Ching.Sing",0
"Chai__Ching_Sing",0
"Chan__Carol",470
"Chan__Yuan_Y.",0
"Chang__Chih.Hsuan",0
"Chang__Hsin.Yi",0
"Chang__Mido",0
"Charles__Elizabeth",0
"Chen__Bodong",0
"Chen__Jennifer_King",0
"Chen__Ying.Chih",0
"Cheng__Britte",0
"Chiu__Chieh.Hsin",0
"Chiu__Jennifer",0
"Chiu__Ming_Ming",0
"Choi__Sung.Youn",0
"Chuy__Maria",0
"Cisterna__Dante",0
"Clark__Dav",0
"Clark__Douglas_B.",0
"Clarke.Midura__Jody",0
"Clegg__Tamara",2024
"Cober__Rebecca",0
"Cohen__Sarah",0
"Constantinou__Constantinos",0
"Cosejo__David_D.",0
"Craft__Brock",0
"Cress__Ulrike",0
"Cruse__Julie",0
"Curwood__Jen_Scott",0
"Dalgarno__Barney",2
"Dasgupta__Chandan",0
"Davenport__Jodi",286.5
"Davis__Pryce",5
"de_Jong__Ton",0
"De_Wever__Bram",0
"Deater.Deckard__Kirby",0
"DeBarger__Angela_Haydel",0
"Dede__Chris",0
"Delgado__Cesar",0
"DeLiema__David",0
"DeLiema__David_J.",0
"DeVane__Ben",0
"Dierking__Lynn_D.",0
"Dolle__Jonathan",0
"Dookie__Lesley",0
"Drake__Joel",0
"Druin__Allison",472.5
"Dyke__Gregory",0
"Eberbach__Catherine",0
"Eberle__Julia",0
"Eisenberg__Michael",0
"Elinich__Karen",0
"Ely__Robert_B._W.",0
"Engeström__Ritva",0
"Engle__Randi_A.",0
"Engler__Jan",0
"Esmonde__Indigo",0
"Evans__Michael",1143
"Fadjo__Cameron",0
"Falk__John_H.",0
"Feiten__Linus",0
"Ferguson__Leila",0
"Fielding.Wells__Jill",0
"Fields__Deborah",0
"Fischer__Frank",762
"Fong__Cresencia",0
"Forest__Dominique",0
"Fraistat__Ann",0
"Friedrich__Luisa_Amelie",0
"Frömmel__Cornelius",0
"Fueyo__Vivian",0
"Fuhrmann__Tamar",0
"Galstaun__Vilma",0
"Gegenfurtner__Andreas",5
"Gelderblom__Helene",0
"Georgiou__Yiannis",0
"Gerard__Libby",0
"Gillespie__Amy",0
"Gnoli__Alessandro",5
"Gobert__Janice",18.3333333333333
"Goel__Ashok",0
"Goh__Sao.Ee",0
"Goldman__Susan_R",0
"Goldwasser__Lloyd",0
"Gomez__Louis",0
"González__Carlos",0
"Gordon__Leon",0
"Greene__Daniel",0
"Gresalfi__Melissa",35
"Grotzer__Tina",0
"Guha__Mona_Leigh",0
"Gweon__Gahgene",0
"Ha__Seungyon",0
"Hakkarainen__Kai",15
"Haklev__Stian",0
"Halatchliyski__Iassen",0
"Halb__Wolfgang",0
"Halverson__Erica",1
"Hand__Brian",8
"Hansen__Derek",0
"Hasselbring__Ted",0
"Haun.Frank__Julie",0
"Heddy__Benjamin",0
"Herman__Phillip",0
"Hershkovitz__Arnon",152
"Hershkowitz__Rina",0
"Hesse__Friedrich",0
"Hewitt__Jim",0
"Hickey__Daniel",0
"Higgins__Steve",192
"Hmelo.Silver__Cindy",1880
"Hnizda__Michaela",0
"Hodge__Kumi",0
"Holbert__Nathan",0
"Hong__Huang.Yao",1
"Hong__Huang_Yao",0
"Hoppe__Ulrich",4
"Horn__Michael",0
"Horstman__Theresa",0
"Hsiao__Ya_Ping",0
"Hsiao__Ying.Ting",0.666666666666667
"Hsu__Ching.Kun",0
"Hsu__Richard",0
"Huang__Junsong",0
"Huang__Ronghuai",0
"Huber__Stefan",0
"Hung__David",0
"Hussain__Abid",0
"Ioannou__Andri_I.",0
"Itow__Rebecca",0
"Jacobson__Michael",590
"Jahreie__Cecilie_F.",0
"Jain__Mahaveer",0
"Jamalian__Azadeh",0
"Jamaludin__Azilawati",0
"Jan__Mingfong",0
"Jeong__Heisawn",0
"Jochen__Rick",0
"Johnson.Glenberg__Mina_C.",0
"Johnson__Emily",0
"Johnson__Matthew",0
"Jordan__Michelle",0
"Jordan__Rebecca",0
"Jornet__Alfredo",0
"Joyce.Gibbons__Andrew",0
"Jump__Vonda",0
"Kaendler__Celia",0
"Kafai__Yasmin",0
"Kalyuga__Slava",0
"Kangas__Kaiju",0
"Kapon__Shulamit",0
"Kapur__Manu",1
"Karabinos__Michael",0
"Kaufmann__Iris",0
"Kawasaki__Jarod_N.",0
"Kay__Judy",0
"Kearney__Matthew",0
"Keifert__Danielle",0
"Kelly__Nick",77.5000000000001
"Kennedy.Clark__Shannon",576
"Kennedy__Gregor",0
"Kim__Beaumie",1
"Kim__Mi_Song",1
"Kimmerle__Joachim",0
"Kinnebrew__John",0
"Kirschner__Paul",0
"Kirshner__Ben",0
"Klopfer__Eric",0
"Knuth__Randy",0
"Kobiela__Marta",0
"Koedinger__Ken",1707.66666666667
"Koh__Hwee_Ling",0
"Kollar__Ingo",376
"Kossowski__Michal",0
"Koziupa__Tatyana",0
"Krajcik__Joseph",0
"Krakowski__Moshe",0
"Krange__Ingeborg",0
"Kraus__Kari",0
"Krauskopf__Karsten",0
"Kumar__Rohit",0
"Kyza__Eleni",0
"Kyza__Eleni_A.",0
"Lachner__Andreas",0
"Laine__Erkka",0
"Lam__Diane",0
"Lam__Irene_Chung.man",0
"Langer.Osuna__Jennifer",0
"Lasry__Nathaniel",0
"Law__Nancy",11
"Lazonder__Ard",0
"Lee__Chwee_Beng",0
"Lee__Jason_Wen_Yau",0
"Lee__Jiyeon",0
"Lee__Mark_J._W.",0
"Lee__Shuh_Shing",0
"Lee__Silvia_Wen.Yu",0
"Lee__Tiffany",0
"Lee__Tuck_Leong",0
"Lee__Victor",2
"Lehrer__Rich",0
"Lehrer__Richard",0
"Lei__Chunlin",0
"Leutner__Detlev",0
"Lewittes__Becky",0
"Li__Yanyan",0
"Lim.Breitbart__Jonathan",0
"Lin__Emily_S.",0
"Lindgren__Robb",38
"Linn__Marcia",1698
"Lira__Matthew",0
"Liu__Shiyu",0
"Looi__Chee.kit",0
"Lorenz__Elisabeth",0
"Louca__Loucas",4
"Loucas__T._L.",0
"Lu__Jingyan",0
"Luckin__Rose",0
"Luckin__Rosemary",0
"Lui__Michelle",944.200000000002
"Lund__Kristine",1
"Lundh__Patrik",0
"Lyons__Leilah",15
"Madeira__Cheryl",1261.03333333333
"Madeira__Cheryl.Ann",0
"Magnifico__Alecia_Marie",0
"Maher__Carolyn",0
"Makar__Katie",0
"Maldonado__Roberto_Martinez",0
"Malzahn__Nils",0
"Marbouti__Farshid",0.666666666666667
"Markauskaite__Lina",0
"Martin__Taylor",0
"Matsuzawa__Yoshiaki",0
"Matuk__Camillia",0
"Mazur.Palandre__Audrey",0
"McCall__Marty",0
"McCann__Colin",0
"McDonough__John",0
"McElhaney__Kevin",0
"McKenney__Susan",0
"McNaughton__James",0
"McNeill__David",0
"Mehus__Siri",0
"Mendiburo__Maria",0
"Mercier__Emma",192
"Merritt__Joi",0
"Meyer__Xenia",0
"Miller__Andrea",0
"Miller__David",0
"Minor__Emily",0
"Miyake__Naomi",10921
"Moher__Tom",5
"Molinari__Gaelle",0
"Moorthy__Savitha",0
"Morton__Karisma",0
"Moskaliuk__Johannes",0
"Mulder__Yvonne",0
"Munn__Maureen",0
"Murray__Elizabeth",0
"Nakama__Adam",0
"Naves__Erica",0
"Newnham__Denise",0
"Nicolaidou__Iolie",0
"Nleya__Paul",0
"Norton__Anderson",0
"Novellis__Francesco",0
"Nückles__Matthias",10
"Oeberst__Aileen",0
"Ohlsson__Stellan",0
"Okita__Sandra",194
"Olson__Izabel_Duarte",0
"Opfermann__Maria",0
"Orrill__Chandra_Hawley",0
"Oshima__Jun",3982.5
"Oshima__Ritsuko",3982.5
"Oura__Hiroki",0
"Oviatt__Sharon",0
"Ow__John",0
"Oztok__Murat",0
"Pachman__Mariya",0
"Pacilio__Laura",0
"Pagliaro__Claudia",0
"Paik__Sunhee",0
"Palius__Marjory",0
"Panciera__Katherine",0
"Papademetri.Kachrimani__Chrystalla",0
"Parisio__Martin",0
"Park__Soonhye",0
"Parlin__Mary_Ann",0
"Patton__Charles",0
"Pea__Roy",0
"Penney__Lauren",0
"Penuel__William",15
"Perera__Nishan",0
"Perez__Sarah",0
