"","x"
"Aditomo__Anindito",0
"Aehnelt__Mario",0
"Allen__Catherine",0
"Amelung__Chris",0
"Anastopoulou__Stamatina",0
"Andriessen__Jerry",0
"Anjewierden__Anjo",0
"Asensio.Pérez__Juan_Ignacio",0
"Asgari.Targhi__Marzieh",0
"Asterhan__Christa",0
"Asterhan__Christa_S.C.",0
"Avouris__Nikolaos",0
"Baker__Michael",0
"Barron__Brigid",204
"Bauters__Merja",0
"Baytiyeh__Hoda",0
"Bennerstedt__Ulrika",0
"Bernstein__Florian",0
"Betbeder__Marie.Laure",0
"Bétrancourt__Mireille",0
"Bientzle__Martina",0
"Blondel__Francois.Marie",0
"Bodemer__Daniel",0
"Bonnett__Victoria",0
"Bopardikar__Anushree",0
"Bransford__John",0
"Bratitsis__Tharrenos",0
"Brennan__Karen",0
"Breuleux__Alain",0
"Brown__Megan",0
"Bruillard__Eric",6
"Bruillard__Éric",0
"Buder__Jürgen",0
"Bundsgaard__Jeppe",0
"Cakir__Murat",0
"Cakir__Murat_Perit",0
"Camacho__Heilyn",0
"Carell__Angela",0
"Carlsen__William",0
"Caviale__Olivier",0
"Chamrada__Marian",0
"Chan__Tak.Wai",0
"Chan__Wen.Ching",0
"Chang__Ben",0
"Chang__Hsiu.mei",0
"Chaudhuri__Sourish",0
"Chen__Chin.Shueh",0
"Chen__Fei.Ching",0
"Chen__Wenli",9.5
"Chen__Zhi.Hong",0
"Cheng__Britte",0
"Chin__Chee.Kuen",0
"Chin__Doris",0
"Chiu__Jennifer",0
"Chomienne__Martine",0
"Chung__Chen.Wei",0
"Claro__Susana",0
"Clouet__Nicole",0
"Cobos__Ruth",0
"Cocciolo__Anthony",0
"Collins__Allan",0
"Corliss__Stephanie",0
"Cress__Ulrike",6
"Daskolia__Maria",0
"de_Groot__Reuma",0
"de_Hoog__Robert",24
"Dehler__Jessica",0
"Demetriadis__Stavros",2
"Dillenbourg__Pierre",4
"Dimitracopoulou__Angelique",1
"Dimitriadis__Yannis",0
"Ding__Ning",0
"Dirckinck.Holmfeld__Lone",0
"Diziol__Dejana",0
"Dominique__Roué",0
"Dong__Chaoyan",0
"Dowell__John",0
"Duffy__Thomas",0
"Dyke__Gregory",0
"Eisenmann__Tammy",4
"Engelmann__Tanja",0
"Erkens__Gijsbert",0
"Ertl__Bernhard",0
"Estrella__Gucci",0
"Evans__Kathy",0
"Falcão__Taciana_Pontual",0
"Ferraris__Christine",0
"Fessakis__Georgios",0
"Fields__Deborah",0
"Fischer__Frank",12
"Fischer__Gerhard",0
"Fisher__Charles",0
"Fishman__Barry",0
"Fleck__Rowanne",0
"Frerejean__Jimmy",0
"Fujita__Nobuko",0
"Galyen__Krista",0
"Gao__Ping",0
"Gavota__Monica",0
"Gawel__Drue",0
"Gegenfurtner__Andreas",0
"Gerard__Libby",0
"Giemza__Adam",0
"Giguet__Emmanuel",0
"Gijlers__Hannie",0
"Gil__Julia",0
"Girardot__Jean.Jacques",0
"Gkotsis__George",0
"Gladisch__Thomas",0
"Glezou__Katerina",0
"Gnesdilow__Dana",0
"Goehring__Elizabeth",0
"Goggins__Sean",4.5
"Gogoulou__Agoritsa",0
"Goh__Sao.Ee",0
"Goldman__Ricki",0
"Gouli__Evangelia",0
"Greenhow__Christine",0
"Grigoriadou__Maria",3
"Gweon__Gahgene",0
"Hakkarainen__Kai",1.33333333333333
"Halbinger__Max",0
"Halic__Olivia",0
"Hambach__Sybille",0
"Harrer__Andreas",0
"Harris__Amanda",0
"Hatzitaskos__Markos",0
"Henrik__Johansson_Kjell",0
"Heo__Gyeong_Mi",0
"Hernández.Leo__Davinia",0
"Herrenkohl__Leslie",0
"Herrmann__Thomas",0
"Hesse__Friedrich_W.",0
"Hmelo.Silver__Cindy",0
"Honegger__Beat_Döbeli",0
"Hong__Huang.Yao",12
"Hong__Ran.Young",0
"Hoppe__Ulrich",15
"Howley__Iris",0
"Hsu__Ying.Shao",0
"Huber__Michael_J.",0
"Hung__Hui.Chun",0
"Hußmann__Heinrich",0
