"","x"
"Aal__Konstantin",0
"Abdu__Rotem",0
"Acosta__Alisa",0
"Adams.Wiggins__Karlyn_R.",0
"Adamson__David",40
"Ahn__June",40.5
"Alam__Alisha",0
"Alterman__Richard",0
"Andrade__Luis",0
"Andrade__Luis_A.",0
"Anton__Gabriella",0
"Arastoopour__Golnaz",0
"Arvaja__Maarit",0
"Asensio.Pérez__Juan_I.",0
"Ashe__Colin",0
"Ashe__David",0
"Atam__Meryem",0
"Avramides__Katerina",0
"Axelsson__Michael",0
"Babiuch__Ryan",0
"Baghaei__Nilufar",0
"Bairral__Marcelo_A.",0
"Barrat__Alain",0
"Barron__Brigid",0
"Basheri__Mohammed",0
"Beall__Mike",0
"Beishuizen__Jos",0
"Ben.Zvi__Dani",0
"Berland__Matthew",0
"Bétrancourt__Mireille",0
"Bhatnagar__Sameer",0
"Bielaczyc__Katerine",0
"Biemans__Harm_J.A.",0
"Black__John_B.",0
"Blair__Kristen_Pilner",0
"Blanton__Amos",0
"Blikstein__Paulo",0
"Block__Florian",0
"Bodemer__Daniel",3
"Bonsignore__Elizabeth",4.5
"Borchers__Moritz",0
"Bowers__Janet",4
"Bowles__Jeffrey",0
"Bozelle__Christelle",0
"Brassil__Chad",0
"Brecht__John",0
"Brekelmans__Mieke",0
"Brett__Clare",0
"Bryant__Kelvin_S.",0
"Buder__Jürgen",0
"Buis__Stan",0
"Bull__Susan",0
"Burd__Liz",0
"Butler__Brian_S.",0
"Cafaro__Francesco",0
"Çakır__Murat_Perit",0
"Cardella__Monica_E.",0
"Castro__Maritza",0
"Ceratto.Pargman__Teresa",0
"Chae__Hui_Soo",0
"Chan__Carol",8
"Chanel__Guillaume",0
"Chang__Chih.Hsuan",6
"Charles__Elizabeth_S.",0
"Chen__Bodong",0
"Chen__Fei.Ching",0
"Chen__Gaowei",0
"Chen__Jennifer_King",0
"Chen__Jingping",0
"Chen__Mei.Hwa",1
"Chen__Wenli",0
"Chesler__Naomi",0
"Chieu__Vu_Minh",0
"Ching__Dixie",0
"Chinn__Clark",219
"Chiru__Costin.Gabriel",0
"Choi__Gi_Woong",0
"Christiansen__Ellen",0
"Chu__Samuel_Kai_Wah",0
"Clariana__Roy",0
"Clark__Douglas_B.",0
"Clarke.Midura__Jody",0
"Clarke__Sherice_N.",0
"Clegg__Tamara",4.5
"Cober__Rebecca",603
"Cohen__Shavit",0
"Coopey__Eric",0
"Cordova__Jacqueline",0
"Cortes__Angelica",0
"Courey__Sue",0
"Courey__Susan_J.",0
"Craft__Brock",0
"Cress__Ulrike",219
"Cuendet__Sébastien",0
"Curwood__Jen_Scott",0
"D.Angelo__Cynthia",0
"Dahlgren__Matthew",0
"Danahy__Ethan",0
"Danish__Joshua",16
"Dascalu__Mihai",0
"Datoo__Mehjabeen",0
"Davidsen__Jacob",0
"Davis__Don",0
"Davis__Pryce",0
"De.Groot__Reuma",51
"de_la_Torre__Luis",0
"De_Wever__Bram",1
"Dede__Chris",0
"DeLeeuw__Krista",0
"DeLiema__David",0
"Demetriou__Skevi",0
"Dennen__Vanessa",0
"Derry__Sharon",0
"Desjarlais__Melissa",0
"Dessus__Philippe",0
"Diamond__Judy",0
"Dianovsky__Michael",0
"Dillenbourg__Pierre",291
"Dimitriadis__Yannis",16
"Ding__Nan",0
"Dini__Lorena",0
"Dormido__Sebastian",0
"Dowell__John",0
"Drachman__Raul",0
"Dragon__Toby",32.75
"Druin__Allison",36
"Dugdale__Michael",0
"DuMont__Maneksha",0
"Duncan__Ravit",0
"Duncan__Sean_C.",0
"Dyke__Gregory",13
"Easterday__Matthew",0
"Eberbach__Catherine",0
"Eberle__Julia",0
"Eck__Adam",0
"Edbauer__Marie.Theresa",0
"Edelmann__Jörg",0
"Engelmann__Tanja",0
"Enyedy__Noel",0
"Eriksson__Thommy",0
"Erkens__Gijsbert",0
"Evans__E._Margaret",0
"Evenstone__Amanda",0
"Ferreira__Deller_James",0
"Fields__Deborah",2
"Filsecker__Michael",0
"Fischer__Frank",919.166666666666
"Fischer__Martin_R.",0
"Fong__Cresencia",0
"Fornara__Fabrizio",0
"Franz__Paul",76
"Fu__Ella_L.F.",0
"Fujita__Nobuko",0
"Funk__Alexandra_L.",0
"Galyen__Krista",0
"Games__Alex",0
"Garbrick__Amy",0
"Garzon__Myriam_Sofia_Rodriguez",0
"Gaydos__Matthew",0
"Gegenfurtner__Andreas",0
"Georgiou__Yiannis",0
"Gerber__Elizabeth",0
"Ghèzala__Henda_Hajjami_Ben",0
"Giang__Michael",0
"Gielen__Mario",0
"Glass__Michael",0
"Gnesdilow__Dana",0
"Goggins__Sean_P.",0
"Goldman__Shelley",0
"Gravel__Brian",0
"Gray__Tene",0
"Greeno__James_G.",0
"Gressick__Julia",0
"Griffin__Joe",0
"Grotzer__Tina",0
"Grotzer__Tina_A.",0
"Grover__Shuchi",0
"Gruson__Brigitte",0
"Gubbels__Michael",0
"Guha__Mona_Leigh",0
"Gunnarsson__Bjorn_Levi",0
"Haas__Jason",0
"Hadjichambi__Demetra",0
"Hadjichambis__Andreas",0
"Halterman__Joshua_S.",0
"Halverson__Rich",0
"Halverson__Richard",0
"Harrer__Andreas",0
"Harris__Christopher",0
"Haselton__Matthew",0
"Hashida__Tomoko",0
"Hassman__Katie_DeVries",0
"Hatfield__David",0
"Hausknecht__Simone_Nicole",0
"Hayashi__Yugo",0
"Hedrick__Ben",0
"Heradio__Ruben",0
"Herbst__Patricio",0
"Hernández__Juan_Carlos",0
"Herrmann__Thomas",0
"Hesse__Friedrich_W.",0
"Hewitt__Jim",0
"Hickey__Daniel_T.",1
"Hickey__Daniel_Thomas",0
"Higgins__Steven",0
"Hirayama__Ryoya",0
"Hmelo.Silver__Cindy",6
"Hod__Yotam",0
"Hoffman__Dan",0
"Holden__Jeremiah_I.",0
"Hong__Huang.Yao",0
"Hoppe__Ulrich",0
"Horn__Michael",0
"Hourcade__Juan_Pablo",0
"Howley__Iris",0
"Hsiao__I.Han",0
"Huang__Jason",0
"Huang__Kun",0
"Hussain__Abid",0
"Iida__Makoto",0
"Ioannou__Andri",0
"Itow__Rebecca_C.",0
"Jackson__Corey",0
"Jang__Hyeju",0
"Janssen__Jeroen",0
"Jara__Carlos",0
"Järvelä__Sanna",0
"Jeong__Allan",0
"Jermann__Patrick",0
"Jiménez__Osvaldo",0
"Jimenez__Priscilla",0
"Johri__Aditya",0
