"","x"
"X_",0
"Abrahamson__Dor",16
"Acosta__Alisa",0
"Ahn__June",0
"Ahonen__Arto_K.",0
"Ainsworth__Shaaron",34
"Alameh__Sahar",0
"Aleven__Vincent",0
"Allen__Carrie_D.",0
"Allen__Laura",0
"Alqassab__Maryam",0
"Anderson__Craig_G.",0
"Anderson__Emma",0
"Anderson__Janice",2
"Andrade__Alejandro",0
"Anjewierden__Anjo",0
"Applebaum__Lauren",0
"Arastoopour__Golnaz",0
"Arvaja__Maarit",0
"Arvidsson__Toi_Sin",0
"Ashley__Robert_W.",0
"Askari__Emilia",0
"Asterhan__Christa",0
"Awwal__Nafisa",0
"Azevedo__Flavio_S.",0
"Azevedo__Flávio_S.",0
"Bakker__Arthur",0
"Bal__Aydin",0
"Bang__Megan",0
"Barber.Lester__Kelly",0
"Barber.Lester__Kelly_J.",0
"Barcellos__Marcília_E.",0
"Barth.Cohen__Lauren_A.",0
"Barton__Angela_Calabrese",0
"Baruch__Alona_Forkosh",0
"Basu__Satabdi",0
"Becker__Sandra",0
"Beheshti__Elham",0
"Bell__Adam",0
"Bell__Philip",272
"Ben.Zvi__Dani",0
"Bereiter__Carl",0
"Berland__Matthew",918
"Bernstein__Debra",0
"Bertram__Charles",0
"Betz__Anica",0
"Bielaczyc__Katerine",645.916666666667
"Binzak__John_V.",0
"Biswas__Gautam",0
"Blum.Smith__Sarah",0
"Bodemer__Daniel",5
"Borge__Marcela",2
"Boroujeni__Mina_Shirvani",0
"Boston__Carol",0
"Bouton__Edith",0
"Brandes__Ofra",0
"Brasel__Jason",0
"Brennan__Karen",0
"Brown__David_E.",0
"Buis__Stan_C._A.",0
"C.Linn__Marcia",0
"Cai__Huiying",0
"Cai__Qijie",0
"Cain__Ryan",0
"Cannady__Matthew_A.",0
"Care__Esther",0
"Catrambone__Richard",0
"Cavera__Veronica_L.",0
"Chagab__Noha",0
"Chai__Boon_Yen",0
"Champion__Dionne",0
"Champion__Dionne_N.",0
"Chan__Carol_K._K.",0
"Chan__Jody_R.",0
"Chandrasekharan__Sanjay",0
"Chang__Stephanie",0
"Charles__Elizabeth_S.",0
"Chase__Catherine_C.",0
"Chee__Joon_Kit_Kelvin",0
"Chen__Bodong",62
"Chen__Jingping",0
"Chen__Mei.Hwa",0
"Chen__Shu",0
"Chikunda__Charles",0
"Ching__Cynthia_Carter",0
"Chiu__Thomas_K.F.",0
"Choi__Gi_Woong",0
"Choi__Koun",0
"Christmann__Nina",0
"Chu__Shien",0
"Clarke__Sherice",324
"Clegg__Tamara",0
"Clegg__Tamara_L.",0
"Cocco__Felipe",0
"Collier__Wesley",2
"Collins__Jamie_M.",0
"Cournoyer__Nathan",0
"Crouse__Kevin",0
"Csanadi__Andras",0
"Cuendet__Sebastien",0
"Cunningham__Jahneille",0
"Curnow__Joe",0
"Cutshall__Jessica",0
"D.Angelo__Sarah",0
"da_Silva__Glauco_S._F.",0
"Dahn__Maggie",0
"Dalsen__Jennifer",0
"Danish__Joshua",56
"Dascălu__Mihai",0
"Davis__Katie",0
"Daxenberger__Johannes",0
"de_Jong__Ton",0
"de_Souza__Elisabeth_G.",0
"Deiglmayr__Anne",0
"Deitrick__Elise",0
"DeLiema__David",0
"Derry__Sharon",2
"DesPortes__Kayla",0
"DeSutter__Dane",0
"Dickes__Amanda_Catherine",0
"Dieckmeyer__Emily",0
"DiGiacomo__Daniela",0
"Dillenbourg__Pierre",1310.25
"DiSalvo__Betsy",0
"Dornfeld__Catherine",0
"Dornfeld__Catherine_L.",0
"Dorph__Rena",0
"Dragomir__Mihaela",0
"Drayton__Brian",0
"Duckles__Joyce_M.",0
"Dugdale__Michael",0
"Dyer__Elizabeth_B.",0
"Dziallas__Sebastian",0
"Echevarria__Ruben",0
"Eisenhart__Margaret",0
"Elson__Malte",0
"Engeström__Yrjö",0
"Enyedy__Noel",0
"Erdmann__Julia",0
"Erkens__Melanie",0
"Evans__Chad",0
"Farris__Amy",0
"Fathema__Nafsaniath",0
"Feng__Mingyu",0
"Fields__Deborah",0
"Fincher__Sally",0
"Fischer__Frank",24
"Flake__Sabrina",0
"Flekova__Lucie",0
"Flood__Virginia_J.",0
"Forbes__Cory",0
"Franklin__Scott_V.",0
"Froehlich__Jon_E.",0
"Fynes.Clinton__Elizabeth",0
"Garner__Brette",0
"Gaydos__Matthew",0
"Gerard__Libby",53
"Gergle__Darren",0
"Gerritsen__David",0
"Ghanem__Christian",0
"Gijlers__Hannie",0
"Gnesdilow__Dana",0
"Gobert__Janice",0
"Goh__Wendy",0
"Goldberg__Tsafrir",0
"Gomez__Kimberley",0
"Gomez__Louis",0
"Gomoll__Andrea_S.",0
"Gonzalez__Carmen",0
"Gouvea__Julia_Svoboda",0
"Grainger__Rebecca",0
"Gravel__Brian",0
"Graville.Smith__Cynthia",0
"Grawemeyer__Beate",0
"Greenhow__Chrisine",0
"Grimes__Sara_M.",0
"Grover__Shuchi",0
"Gu__Xiaoqing",0
"Gurevych__Iryna",0
"Gutiérrez__José_Francisco",0
"Guzdial__Mark",0
"Habron__Geoffrey",0
"Hajny__Nik",0
"Häkkinen__Päivi",0
"Håklev__Stian",0
"Halls__Jonathan",0
"Halverson__Erica_R.",0
"Hansen__Alice",8.5
"Hardy__Lisa",0
"Harrer__Benedikt_W.",0
"Hartmann__Christian",0
"Hecking__Tobias",0
"Heijnes__Dewi",0
"Heimbuch__Sven",0
"Hensley__Lauren",0
"Herrmann__Thomas",0
"Hershkovitz__Arnon",0
"Hew__Khe_Foon",0
"Hickey__Daniel",0
"Hickey__Daniel_T.",0
"Hillman__Thomas",0
"Hilppö__Jaakko",119
"Hinojosa__Leighanna",0
"Hjorth__Arthur",0
"Hmelo.Silver__Cindy",44
"Hoadley__Christopher",0
"Hod__Yotam",218
"Holmes__Wayne",0
"Hong__Helen",0
"Hong__Huang.Yao",0
"Hoppe__Ulrich",0
"Hori__Naoto",0
"Horn__Ilana_Seidel",0
"Horn__Michael",0
"Horton__Emily",0
"Huang__Jun_Song",0
"Humburg__Megan",0
"Hung__David",0
"Iikubo__Shinya",0
"Illum__Randy",0
"Iordanou__Kalypso",0
"Jacobson__Michael",15
"Jiang__Shiyan",0
"Jin__Yinglian",0
"Johnson__Raymond",0
"Jona__Kemi",185
"Jordan.Douglass__Anna",0
"Jordan__Michelle_E.",0
"Jornet__Alfredo",0
"Joyce__Jeanette",0
"Judson__Darlene",0
"Jung__Yong_Ju",0
"Kabayadondo__Zaza",0
"Kafai__Yasmin",108
"Kali__Yael",0
"Kang__Seokbin",0
"Kang__Seokmin",0
"Kapon__Shulamit",0
"Kapur__Manu",645.916666666667
"Katz__Vikki",0
"Kaul__Chittaranjan",0
"Kawasaki__Jarod",0
"Ke__Li",0
"Keifert__Danielle_T.",0
"Keune__Anna",0
"Khamis__Nur_Azarina",0
"Kimball__Nathan",0
"Kittinger__Liza",0
"Knight__Simon",0
"Koehler.Yom__Jessica",0
"Koh__Elizabeth",0
"Kolikant__Yifat_Ben.David",0
"Kollar__Ingo",31.5
"Kolodner__Janet",0
"Kothiyal__Aditi",0
"Krämer__Nicole_C.",0
"Krist__Christina",41
"Kuhn__Deanna",0
"Kumar__Vishesh",0
"Kustusch__Mary_Bridget",0
"Kwok__Amy",0
"Kyewski__Elias",0
"Lahav__Orly",0
"Laherto__Antti",0
"Lai__Polly_K.",0
"Laina__Vasiliki",0
"Lakhani__Heena",0
"Lam__Rachel",110
"Land__Susan_M.",1.5
"Lanouette__Kathryn_A.",0
"Law__Nancy",1.5
"Law__Victor",0
"Leak__Anne",0
"Lee__Alison",0
"Lee__Christine",0
"Lee__Victor",0
"Lee__Vwen_Yen_Alwyn",0
"Lee__Yeung",1.5
"Lee__Yew_Jin",0
"Leenaars__Frank",0
"Lefstein__Adam",0
"Lenton__Kevin",0
"Lerner__Patrick",0
"Lesama__Manoel_Flores",0
"Levrini__Olivia",0
"Levy__Sharona_T",0
"Li__Yi",0
"Liang__Leming",0
"Lin__Chiu_Pin",0
"Lin__Feng",0
"Lin__Karina",0
"Lindgren__Robb",3
"Linn__Marcia",325
"Littleton__Karen",0
"Litts__Breanne",108
"Liu__Shiyu",0
"Liu__Xinyang",0
"Liuzzi__Richard",0
"Loibl__Katharina",3
"Lotz.Sisitka__Heila",0
"Low__Michelle",0
"Lu__Lin",1.5
"Lund__Kristine",0
"Lyons__Leila",0
"Lyu__Xiaoxin",0
"M.Vitale__Jonathan",0
"Ma__Leanne",0
"Madhok__Jacqueline",0
"Madhok__Jacquie",0
"Maggiore__Chrystal",0
"Mahoney__Charlie",0
"Mäkitalo__Åsa",0
"Malkiewich__Laura_J.",0
"Manches__Andrew",0
"Mann__Michele_J.",41
"Margulieux__Lauren_E.",0
"Markauskaite__Lina",0
"Martin__Nicole_D.",0
"Mathayas__Nitasha",3
"Matsuzawa__Yoshiaki",0
"Matuk__Camillia",53
"Mavrikis__Manolis",0
"Mazziotti__Claudia",12
"McBride__Elizabeth_A.",0
"McDonald__Scott_P.",0
"McElhaney__Kevin.",0
"McGowan__Veronica_C.",0
"McKenney__Susan",26
"Meier__Elisabeth",0
"Meyerhoff__Peter",0
"Mierwald__Marcel",0
"Millet__Chris",0
"Minor__Rachelle",0
"Minshew__Lana",0
"Minshew__Lana_M.",0
"Moher__Tom",0
"Mommandi__Wagma",0
"Morphew__Jason",0
"Morrison__Briana_B.",0
"Moses__George",0
"Moussavi__Raha",0
"Murthy__Sahana",0
"Najafi__Hedieh",0
"Nistor__Nicolae",0
"Norooz__Leyla",0
"Odemwingie__O._Carlette",0
"Ogan__Amy",0
"Ogawa__Sonoko",0
"Oguamanam__Vanessa",0
"Oliver__Mary",0
"Olsen__Al",0
"Olsen__Jennifer_K.",0
"Ong__Yann_Shiou",0
"Orton__Kai",0
"Oshima__Jun",0
"Oshima__Ritsuko",0
"Öztok__Murat",0
"Panagiotopoulos__Dimitrios",0
"Pande__Prajakt",0
"Parikh__Tapan_S.",0
"Pauw__Daniel",0
"Pea__Roy",110
"Pedro__Michael_Sao",0
"Pei__Xinning",0
"Pekrun__Reinhard",0
"Peleg__Ran",0
"Penney__Lauren",0
"Penuel__William",461.25
"Peppler__Kylie",0
"Pesanayi__Tichaona",0
"Picinatto__Antonio_Carlos",0
"Plane__Angelisa_C.",0
"Plass__Jan_L.",0
"Polman__Joseph",27
"Popov__Vitaliy",0
"Portolese__Alisha",0
"Pöysä.Tarhonen__Johanna",0
"Prain__Vaughan",0
"Preece__Jennifer",0
"Prinsen__Fleur_R.",0
"Puhl__Thomas",0
"Puntambekar__Sadhana",95
"Querol__Marco_Pereira",0
"Quick__Joshua",0
"Quick__Joshua_D.",0
"Quigley__David",4.25
"Quintana__Rebecca_M.",0
"Rajala__Antti",0
"Ramey__Kay_E.",119
"Raval__Harini",0
"Reeve__Richard",0
"Regalla__Lisa",0
"Rehak__Andi_M.",0
"Reimann__Peter",0
"Reiss__Kristina",0
"Renshaw__Peter",0
"Rienties__Bart",0
"Rivet__Ann_E.",0
"Rodela__Katherine",0
"Rodriguez__Lilia",0
"Rojas.Perilla__Diego",0
"Rook__Michael_M.",0
"Roque__Ricarose",0
"Rose__Carolyn",0
"Rose__Carolyn_P.",1640
"Ruis__Andrew",0
"Ruis__Andrew_R.",0
"Rummel__Nikol",123.5
"Sagy__Ornit",0
"Saito__Moegi",0
"Saleh__Asmalina",0
"Sánchez.García__Raúl",0
"Sandoval__William",936
"Sankaranarayanan__Sreecharan",0
"Sannino__Annalisa",0
"Santo__Rafi",0
"Saucerman__Jenny",0
"Sayre__Eleanor_C.",0
"Scardamalia__Marlene",54
"Schlottbom__Patrick",0
"Schnaubert__Lenka",0
"Schneider__Bertrand",0
"Schunn__Christian",0
"Schwarz__Baruch",0
"Schwarz__Christina_V.",0
"Schwendimann__Beat",0
"Seah__Lay_Hoon",0
"Searle__Kristin_A.",0
"Segal__Aliza",0
"Sengupta__Pratim",0
"Severance__Sam",0
"Severance__Samuel",0
"Sevian__Hannah",0
"Shaffer__David_Williamson",2
"Shapiro__R._Benjamin",8
"Sharma__Kshitij",5
"Shayan__Shakila",0
"Shen__Ji",0
"Shibani__Antonette",0
"Shin__Myunghwan",0
"Shirouzu__Hajime",0
"Siebert.Evenstone__Amanda_L.",0
"Slater__Stefan",0
"Slotta__James",2655.41666666667
"Smith__Blaine_Elizabeth",0
"Smyth__Cliff",0
"So__Hyo.Jeong",0
"Solli__Anne",0
"Sommer__Stephen",0
"Sommerhoff__Daniel",0
"Spells__Monet",0
"Splichal__Jin_MIchael",0
"Squire__Kurt",0
"Steinkuehler__Constance",0
"Stevens__Reed",0
"Stieff__Mike",0
"Strachota__Susanne_M.",0
"Strijbos__Jan.Willem",0
"Stromholt__Shelley",0
"Stroud__Brandon",0
"Sumner__Tamara",4.25
"Sun__Zhiru",0
"Svihla__Vanessa",1
"Swanson__Hillary",0
"Swiecki__Zachari",0
"Talis__Vadim",0
"Tammi__Tuure",0
"Tan__Edna",0
"Tan__Esther",0
"Tan__Michael",574.333333333334
"Tan__Samuel",0
"Tan__Seng_Chee",12
"Tate__Erika_D.",0
"Tay__Wan_Ying",0
"Telhan__Orkan",0
"Tempelaar__Dirk",0
"Teo__Chew_Lee",16
"Thomas__Jakita_O.",0
"Thompson__Kate",0
"Tietjen__Phil",0
"Tissenbaum__Mike",1028.16666666667
"Tomar__Gaurav_Singh",0
"Trăușan.Matu__Ștefan",0
"Tsai__Chin.Chung",0
"Tsovaltzi__Dimitra",0
"Turker__Aybuke",0
