"","x"
"Abad__Jesus_Vazquez",0
"Allison__Don",0
"Atkinson__Robert_K.",0
"Azevedo__Flavio_S.",0
"Barab__Sasha_A.",0
"Barak__Miri",0
"Barnett__Michael",5
"Bashaw__Meredith",0
"Bell__Philip",0
"Bos__Nathan",0
"Bouillion__Lisa_M.",0
"Broadstock__Maan_Jiang",0
"Brophy__Sean",0
"Brown__Matthew",0
"Bruckman__Amy",0
"Bruckman__Amy_S.",0
"Camp__Paul_J.",0
"Canty__Nicole",0
"Carney__Karen",0
"Carragher__Bridget",0
"Carrillo__Rosario",0
"Carroll__Liana",0
"Centola__Damon",0
"Chen__Mei",0
"Cho__Yongjoo",0
"Christie__Mary_Ann",0
"Claes__Daniel_R.",0
"Conanan__Denise",0
"Conway__Charles",0
"Craig__David",0
"Creedman__Maya",0
"Crozier__Jane",0
"Dam__Betty_Van",0
"Davies__Brian",0
"Davis__Elizabeth_A.",0
"Decary__Michel",0
"DePalma__Andy",0
"Derry__Sharon",9
"Dillenbourg__Pierre",0
"Dori__Yehudit_Judy",0
"Drabenstott__Karen",0
"Edelson__Daniel",9
"Edelson__Danny",0
"Edwards__Elizabeth",0
"Elby__Andrew",0
"Elliott__Jason",0
"Ellis__Jason_B.",0
"Fairweather__Peter",0
"Farra__Laura",0
"Fasse__Barbara_Burks",0
"Fassnacht__Chris",0
"Feldman.Riordan__Claire",0
"Finholt__Thomas_A.",0
"Flores__Jana",0
"Ford__Danielle",0
"Freeman__Ben",0
"Fretz__Eric",0
"Gaynor__Vickie_Banks",0
"George__Elizabeth_A.",0
"Gomez__Louis",0
"Graesser__Arthur_C.",0
"Gray__Jackie",0
"Grosser__Benjamin",0
"Group__The_Tutoring_Research",0
"Groves__Harriett",0
"Guan__Yi",0
"Guzdial__Mark",24
"Haake__Joerg_M.",0
"Hakkarainen__Kai",0
"Hakkinen__Paivi",0
"Hammer__David",0
"Hanlon__Janet",0
"Hansen__Steven_R.",0
"Hapgood__Susanna",0
"Hay__Kenneth_E.",21
"Hewson__Kate",0
"Hickey__Daniel_T.",0
"Hmelo__Cindy",0
"Holbrook__Jennifer",0
"Holschuh__Douglas_R.",0
"Holst__Shirley_J.",0
"Hoos__Beth",0
"Horwitz__Paul",0
"Howard__Bruce_C.",0
"Hudson__James_M.",0
"Hunter__Beverly",0
"Jacobson__Michael",0
"Jarvela__Sanna",4
"Jensen__Carlos",0
"Johnson__Andrew",0
"Kalathil__Radha_R.",0
"Kass__Alex",0
"Keating__Thomas",0
"Kehoe__Colleen",0
"Khan__Sabir",0
"Kim__Jong_Baeg",0
"Kindfield__Ann_C._H.",0
"Kisseberth__Nick",0
"Kolodner__Janet",7
"Koschmann__Timothy",0
"Krajcik__Joseph",49
"Krajcik__Joseph_S.",0
"Kupperman__Jeff",0
"Kyza__Eleni",0
"Laffey__James",0
"Lin__Ya.Ju",0
"Lonka__Kirsti",0
"Ludovice__Pete",0
"Magnusson__Shirley",0
"Marlino__Mary",0
"Marra__Tiffany",0
"Marshall__Sue",0
"Marx__Ron",0
"Marx__Ronald",0
"Masukawa__Hiroyuki",0
"Matese__Gabrielle",0
"McDonald__Scott",0
"McGee__Steven",0
"McKenzie__Eamon",0
"McMillan.Culp__Katherine",0
"Miao__Yongwu",0
"Miller__John",0
"Miyake__Naomi",0
"Moher__Tom",0
"Morley__Tom",0
"Myers__James_D.",0
"Narayanan__N._Hari",0
"Nix__Don",0
"O.Neill__D._Kevin",4
"Oshima__Jun",0
"Oshima__Ritsuko",0
"Palincsar__Annemarie",0
"Palonen__Tuire",0
"Panizzon__Debra",0
"Pegg__John",0
"Perkins__Lori",0
"Person__Natalie_K.",0
"Pinkard__Nichole",1
"Polman__Joseph",0
"Potter__Clint_S.",0
"Quintana__Chris",0
"Rahikainen__Marjaana",0
"Realff__Matthew",0
"Reiser__Brian",0
"Renninger__K._Ann",6
"Rick__Jochen",0
"Robinson__Scott",0
"Salovaara__Hanna",0
"Samson__Perry",0
"Scardamalia__Marlene",0
"Schlager__Linda_Polin_Mark",0
"Schneider__Rebecca_M.",0
"Shea__Elizabeth_S.",0
"Sherin__Bruce",5
"Sherin__Miriam_Gamoran",0
"Shumar__Wesley",0
"Siegel__Marcelle",0
"Singer__Jonathan",0
"Skoog__Gerald",0
"Snow__David_Stone_Gregory_R.",0
"Soloway__Elliot",29
"Songer__Nancy_Butler",4
"Sorsa__Franci_Steinmuller_Don",0
"Spillane__James_P.",0
"Spiro__Rand",0
"Spitzer__William_S.",0
"Stahl__Gerry",0
"Star__Jon_R.",0
"Steinkuehler__Constance",0
"Steinmetz__Ralf",0
"Stevens__Ron",0
"Street__John",0
"Stricker__Andrew_G.",0
"Stroup__Walter_M.",0
"Sukel__Katherine_E.",0
"Sutter__Berthel",0
"Talley__Melanie",0
"Talsma__Valerie_L.",0
"Teasley__Stephanie_D.",0
"Thakkar__Umesh",0
"Toman__John",0
"Tsikalas__Kallen",0
"Tupper__Tom",0
"ul.Haq__Saif",0
"Vekiri__Ioanna",0
"Vendlinski__Terry",0
"Wang__Minjuan",0
"Wangemann__Paul",0
"Weber__Daniel",0
"Weisserman__Gary",0
"Wellman__Elizabeth",0
"Wilensky__Uri",2
"Williams__Susan",0
"Williams__Susan_M.",0
"Windschitl__Mark",0
"Winn__Bill",0
"Wolfe__Michael",0
"Woolridge__Steven",0
"Wu__Hsin.kai",0
"Xie__Yichun",0
"Ye__Renmin",0
"Young__Michael",0
"Yuasa__Katsutoshi",0
"Zhu__Yongxin",0
"Zimring__Craig",0
"Znamenskaia__Elena",0
