"","x"
"Aalst__Jan_van",0
"Admiraal__Wilfried",0
"Allert__Heidrun",0
"Allmendinger__Katrin",0
"Amelsvoort__Marije_van",0
"Anderson__Richard_J.",0
"Anderson__Ruth_E.",0
"Andreassen__Eskil_F.",0
"Andriessen__Jerry",0
"Anido.Rifón__Luis_E.",0
"Avouris__Nikolaos_M.",0
"Ayala__Gerardo",0
"Baggetun__Rune",0
"Baker__Michael_J.",0
"Barnhart__Amber",0
"Basu__Anindita",0
"Beck__Robert_J.",0
"Benford__Steve",0
"Beuschel__Werner",0
"Bouillion__Lisa",0
"Boxtel__Carla_A._M._van",0
"Bruggen__Jan_van",0
"Caeiro__Manuel",0
"Cao__Yang",0
"Caspar__Franz",0
"Cavallo__David",0
"Chan__Carol_K._K.",0
"Chanier__Thierry",0
"Chen__Weiqin",0
"Cohen__Jonathan",0
"Conlee.Stevens__Mindy",0
"Dai__James",0
"Dawabi__Peter",0
"Dimitracopoulou__Angelique",0
"Dimitriadis__Yannis_A.",0
"Dolonen__Jan",0
"Dragsnes__Steinar",0
"Dreher__D.",0
"Drie__Jannet_van",0
"Druin__Allison",0
"Duffy__Tom",0
"Erkens__Gijsbert",0
"Fernandez__Alejandro",0
"Fidas__Christos",0
"Fiehn__T.",0
"Fischer__Frank",0
"Fitzgerald__William_J.",0
"Foyn__B.",0
"Fraser__Danae_Stanton",0
"Fraser__Mike",0
"Fuente__P._de_la",0
"Gaßner__Katrin",0
"Girardeau__Laura_E.",0
"Gomez__Louis",0
"Graner__Mark",0
"Greer__Jim_E.",0
"Griswold__William_G.",0
"Guribye__Frode",0
"Haake__Jörg_M.",0
"Hakkarainen__Kai",0
"Häkkinen__Päivi",0.5
"Hammer__David_M.",0
"Harrer__Andreas",0
"Herrmann__Kai",0
"Hesse__Friedrich_W.",0
"Hodgson__Vivien",0
"Hoppe__Heinz_Ulrich",0
"Hübscher.Younger__Teresa",0
"Huing__K.",0
"Hundhausen__Christopher_D.",0
"Iacucci__Carlo",0
"Inagaki__Shigenori",0
"Jansen__Marc",0
"Järvelä__Sanna",0
"Jensen__Nils",0
"Jochems__Wim_M._G.",0
"Juvina__Ion",0
"Kanselaar__Gellof",0
"Kargiotakis__Georgios",0
"Kessels__Joseph",0
"Kirschner__Paul",4
"Klawe__Maria_M.",0
"Kollias__Vassilios_P.",0
"Komis__Vassilis",0
"Koschmann__Timothy",0
"Kreijns__Karel",0
"Kusunoki__Fusako",0
"Laat__Maarten_De",0
"Lally__Vic",0
"Lauer__Tobias",0
"Law__Nancy",0
"Lee__John",0
"Lehtinen__Erno",0
"Lienhard__Jochen",0
"Llamas__Martín",0
"Louca__Loucas",0
"Ludvigsen__Sten_R.",0
"Lund__Kristine",0
"Madrazo__Leandro",0
"Mäkitalo__Kati",0.5
"Mamalougos__Nektarios_G.",0
"Mandl__Heinz",0
"Martínez.Monés__Alejandra",0
"Maus__E.",0
"Mørch__Anders_I.",2
"Moriya__Kazuyuki",0
"Moshaiov__Amiram",0
"Mulder__Ingrid",0
"Narayanan__N._Hari",0
"Nejdl__Wolfgang",6
"Nurmela__Kari",0
"O.apos.Malley__Claire",0
"Okada__Masaya",0
"Olbrich__Stephan",0
"Oostendorp__Herre_van",0
"Ophoff__Jacques_G.",0
"Ottmann__Thomas",0
"Pain__Helen",0
"Palonen__Tuire",0
"Pata__Kai",0
"Pauksztat__B.",0
"Petrou__Argiro",0
"Pol__Jakko_van_der",0
"Pöysä__Johanna",0
"Price__Sara",0
"Puntambekar__Sadhana",0
"Quignard__Matthieu",0
"Ratto__Matt",0
"Reffay__Christophe",0
"Reimann__Peter",0
"Reyes__Pablo",0
"Richter__Christoph",0
"Robbs__Julie",0
"Rogers__Yvonne",0
"Rummel__Nikol",0
"Säljö__Roger",0
"Sarapuu__Tago",0
"Schornstein__Katrin",0
"Schümmer__Till",0
"Seipel__Stefan",0
"Séjourné__Arnauld",0
"Shapiro__R._Benjamin",0
"Simons__R..J.",0
"Smith__Hilary",0
"Solheim__Ivar",0
"Spada__Hans",12
"Stahl__Gerry",0
"Stanton__Danae",0
"Sugimoto__Masanori",0
"Suthers__Dan",0
"Swaak__Janine",0
"Takatoki__Kuniyoshi",0
"Tarumi__Hiroyuki",0
"Tchounikine__Pierre",0
"Trahasch__Stephan",0
"Troitzsch__H.",0
"Truong__Tan_Minh",0
"Ulicsak__Mary_Helen",0
"Vamvakoussi__Xanthi",0
"VanDeGrift__Tammy",0
"Vosniadou__Stella",0
"Wasson__Barbara",0
"Wessner__Martin",0
"Wolfman__Steven_A.",0
"Wong__Elaine",0
"Wu__Mike",0
"Yamada__Akimichi",0
"Yasuhara__Ken",0
"Yoshida__Mizuki",0
"Yoshikawa__Atsushi",0
"Young__Michael_F.",0
"Young__Nata",0
"Zemel__Alan",0
"Zenios__Maria",0
"Zumbach__Jörg",0
"Zupancic__Bernd",0
