"","x"
"X.__Meixi",6554.25817185486
"Aalst__Oia_Walker.van",0
"Aardalen__Henrikke_Flittig",0
"Abdi__Abdirashid",0
"Abrahamson__Dor",0
"Abramovich__Samuel",0
"Adach__Aleksandra",0
"Adair__Amy",0
"Adams__Jennifer",0
"Adeoye__Temitope",0
"Affolter__Renee",0
"Agarwal__Priyanka",0
"Agesilaou__Andria",0
"Aguilera__Earl",0
"Ahmed__Ishrat",0
"Ahn__June",0
"Ainsworth__Shaaron",4
"Albright__Christy",0
"Aldemir__Tugce",0
"Aleven__Vincent",0
"Alhadad__Sakinah",0
"Alibali__Martha",0
"Allen__Anna.Ruth",0
"Allen__Carrie",0
"Allert__Heidrun",0
"Alley__Zander",0
"Almeda__Ma._Victoria",0
"Alozie__Nonye",11.6666666666667
"Altshuler__Mari",0
"Alzen__Jessica_L.",0
"Alzen__Jessica_L...Passmore__Cynthia..Penuel__William..Reiser__Brian..Goldman__Susan..Ko__Mon.Lin..Herbst__Patricio..Milewski__Amanda..Ogan__Amy..Clarke__Sherice..Gomoll__Andrea..Zimmerman__John..Calvillo__Jesus..Gutierrez__Kris",0
"Amato__Anna",1722
"An__Haokang",0
"Anderson__Carolyn",0
"Anderson__Eleanor",0
"Anderson__Emma",20089.6689781996
"Anderson__Janice",0
"Andreadakis__Zacharias",0
"Andrews__Chelsea",0
"Andrews__Christopher",0
"Angrave__Lawrence",0
"Anthony__Lauren",0
"Anthony__Monica",0
"Anton__Gabriella",2
"Appleby__Lara",0
"Aqazade__Mahtob",0
"Arias__Anna_Maria",0
"Arieli.Attali__Meirav",0
"Arroyo__Ivon",0
"Arthars__Natasha",63
"Asher__Lila",0
"Asterhan__Christa",0
"Austin__Ara",0
"Av.Shalom__Na.ama",0
"Aylward__Gary",0
"Azevedo__Flavio",9
"Azevedo__Roger",0
"Babichenko__Miriam",0
"Badron__Mohamed_Faizal",0
"Bae__Haesol",0
"Bae__Miyeon",0
"Baggaley__Stuart",0
"Bailey__Janelle_M.",0
"Bailie__Addisu_Leyew",0
"Bain__Connor",5.33333333333333
"Baker__Kukik",0
"Baker__Ryan",0
"Baker__Ryan_S.",0
"Bakhshaei__Mahsa",0
"Bakotich__Sam",0
"Ball__Doug",0
"Balzer__Micaela",0
"Banerjee__Amartya",0
"Bang__Megan",4298.63395862011
"Bannister__Nicole",0
"Bar.El__David",0
"Bar__Carmel",0
"Barany__Amanda",0
"Bardett__Nicole",0
"Barelli__Eleonora",0
"Barnett__Michael",0
"Barron__Brigid",0
"Barshi__Naomi",0
"Bartel__Anna",0
"Bartell__Robin",0
"Barth.Cohen__Lauren",4
"Barton__Angela_Calabrese",11
"Barton__Barbara_Calabrese",0
"Barton__Jacob",0
"Bastani__Reyhaneh",0
"Basu__Satabdi",0
"Bateman__Kathryn",4315
"Bates__Meg",0
"Batrouny__Nicole",0
"Bauer__Elisabeth",0
"Beerman__Eric",0
"Beheshti__Elham",252.182033145215
"Behnagh__Reza_Feyzi",0
"Bejarano__Rahul_Agrawal",0
"Bell__Adam",1462.75696131602
"Bell__Amanda",0
"Bell__Philip",0
"Belland__Brian",0
"Benedict.Chambers__Amanda",0
"Berger__Wade",0
"Berkowitz__Alan",0
"Berland__Leema",0
"Berland__Matthew",1732
"Bernstein__Debra",143.166666666667
"Bernstein__Malayna",0
"Berry__Allena",0
"Bethune__Anna",822.443297903433
"Bhat__Suma",0
"Bielik__Tom",0
"Bien__Andrea",0
"Biswas__Gautam",61925.9736050895
"Blair__Kristen",0
"Blemahdoo__Eunice",0
"Blikstein__Paulo",6045
"Bodemer__Daniel",98
"Bofferding__Laura",0
"Bogart__Christopher",0
"Bohannon__Angel",0
"Boles__Kelly",0
"Bonnet__Kemberlee",0
"Bonsignore__elizabeth",0
"Booker__Angela",7807.95212835189
"Bordeaux__Clementine",0
"Borge__Marcela",1733
"Borko__Hilda",3456
"Boroowa__Avinash",0
"Bosch__Nigel",6880
"Botelho__Anthony",0
"Boucher__Nicole",0
"Bowen__Diana",0
"Bowers__Jonathan",24.5
"Boyer__Kristy_Elizabeth",1732
"Braaten__Melissa",0
"Bradford__Allison",0
"Brady__Corey",7460.45308589884
"Brandt__Carol",0
"Braun__Ashley",0
"Brennan__Karen",2597
"Bricker__Leah",2595
"Bridges__Susan",0
"Brien__Sinead",0
"Brok__Perry_Den",0
"Brooks__Alexander",0
"Brown__Stephanie",0
"Brown__Tymesia",0
"Brownell__Cassie",0
"Bruce__Forrest",0
"Brush__Thomas",12619.2833340616
"Buell__Jason",0
"Buenrostro__Patricia",0
"Bulalacao__Nicole_Marie",11887.4874918805
"Bullard__Samuel",0
"Burstyn__Judith",0
"Butail__Sachit",0
"Butcher__Kirsten",0
"Butterfield__Patricia",0
"Bye__Jeffrey",0
"Byrne__Virginia",867
"Cabrera__Alexis",0
"Cabrera__Lautaro",0
"Caccamise__Donna",0
"Cafaro__Francesco",22415.7885259517
"Caldwell__Brittany",0
"Cameron__Ashley",0
"Camp__Lucy_Grace",0
"Campanella__Melissa",0
"Can__Cihan",0
"Cannell__Christa",0
"Carlson__Janet",0
"Carlson__Spencer",0.5
"Carman__Stacey",0
"Carroll__Kris",0
"Carter.Stone__Laura",0
"Cassidy__Michael",143.166666666667
"Castle__Sarah",0
"Catterson__Amy",0
"Cavera__Veronica",0
"Celepkolu__Mehmet",0
"Celik__Ismail",0
"Celletti__Jessica",0
"Cennamo__Katherine",0
"Center__TCSS",0
"Chae__Hui_Soo",0
"Chalmers.Curren__Jennifer",0
"Champion__Dionne",0
"Chan__Annie",0
"Chan__Carol",95
"Chan__Jenny_Yun.Chen",0
