"","x"
"X__Constantakis.Valdes",0
"A__Patricia_Sachs",0
"Abeles__Jon",0
"Abotel__Kasem",0
"Albrech__Florian",0
"Albrecht__Fiorian",0
"Alloway__Gene",0
"Archodidou__Anthi",0
"Bareiss__Ray",14
"Beckwith__Richard",0
"Bell__Benjamin",0
"Berman__Tammy",0
"Berque__Dave",0
"Berube__Sandy",0
"Bievenue__Lisa",0
"Blessing__Stephen_B.",0
"Blumenfeid__Phyllis",0
"Bos__Nathan",0
"Brophy__Sean_P.",0
"Brusidovsry__Peter",0
"Bucci__Shelly_M.",0
"Burke__Robin_D.",0
"Burne__Mike",0
"Byrne__Michael",0
"Calvert__Tom",0
"Casey__William",0
"Catrambone__Richard",19.8
"Cavallo__David",0
"Ching__Cynthia_Carier",0
"Cicero__Ana_Maria_Lo",0
"Cohen__Andrew",0
"Corderoy__Robert",0
"Cot__Nathalie_C.",0
"Dede__Chris",0
"Denning__Reeecca",0
"Derry__Sharon",0
"Dibiase__Julie",0
"Diehl__Christine_L.",0
"Edelson__Daniel",0
"Eisenberg__Michael",0
"Evard__Michele",0
"Evens__Martha",0
"Fenstermacher__Kurt_D.",0
"Finkel__Elizabeih",0
"Fischer__Gerhard",0
"Fisher__Kathleen",0
"Folckers__Jorg",0
"Foster__David_A.",0
"Freedman__Reva",0
"Fuson__Karen_C.",0
"Gaerte__Leann",0
"Gertzman__Alice",0
"Gibney__Terresa",0
"Glfford__Bernard",0
"Gobet__Fernand",0
"Goidman.Segall__Ricki",0
"Gomes__Stacy",0
"Gomez__Louis",0
"Gonzalez__Josu_M.",0
"Gordin__Douglas_N.",0
"Graf__Edith_A.",0
"Groenboer__Chris",0
"Guerlain__Stephanie",0
"Gurainick__David",0
"Guzdial__Mark",96.8
"Hamel__Tracy",0
"Hammerman__Kathleen",0
"Hammond__Kristian",0
"Harasim__Linda",0
"Harper__Barry",0
"Harrison__Tim",0
"Hedberg__John",0
"Heitz__Matt",0
"Heller__Rachelle",0
"Henning__Philip",0
"Hmelo.Silver__Cindy",77
"Holum__Ann",0
"Hume__Gregory",0
"Hunt__Earl",0
"Hurts__Karel",0
"Ishihara__Nancy_G.",0
"Jaoobson__Michael_J.",0
"Jinkerson__Lorana_A.",0
"Jona__Menachem_Y.",0
"Jonassen__David",3
"Joseph__Diana",0
"Kafai__Yasmin",0
"Kalwe__Maria",0
"Kass__Alex",14
"Kaufman__Cathy_C.",0
"Kedar__Smadar",0
"Kennedy__Melanie",0
"Klann__Elisabeth",0
"Koedinger__Kenneih_R",0
"Kolodner__Janet",18
"Korcuska__Michael",0
"Kraicik__Joseph",0
"Krajcik__Joseph_S.",0
"Krarcik__Joseph_S.",0
"Laffey__James_M.",0
"Laheri__Santos_Gerardo",0
"Leblanc__Mark_D.",0
"Lesgold__Alan",0
"Li__Tiancheng",0
"Lindstaedt__Stefanie",0
"Loftin__R._Bowen",0
"Lyons__David",0
"Macpherson__Kimberli_A.",0
"Madden__Terry",0
"Madigan__David",0
"Margerum.Leys__Jon",0
"Marra__Rose_M.",0
"Marx__Ron",0
"Mcginn__Michelle_K.",0
"Michael__Joel",0
"Minstrell__Jim",0
"Moebus__Claus",0
"Moran__Juan",0
"Murray__Tom",0
"Muscella__Deborah",0
"Narayanan__N._Hari",0
"Nason__Martha",0
"Nelson__Wayne_A.",0
"Newstetter__Wendy_C.",0
"Obradovich__Jodi_Heintz",0
"Oshima__Jun",0
"Osin__Luis",0
"Ostwald__Jonathan",0
"Pagei__Katherine_Frome",0
"Pearson__P._David",0
"Petrosino__Anthony_J.",0
"Polman__Joseph",0
"Pom__Michael_K.",0
"Quitana__Chris",0
"Ram__Ashwin",1.8
"Ram__Preeth",0
"Ranney__Michael",1
"Rappin__Noel",0
"Reed__James",0
"Reiser__Brian",0
"Resnick__Mitchel",0
"Resnicr__Mitchel",0
"Ritter__Steven",0
"Ritz__Ryan",0
"Roberts__Janis",0
"Roth__Wolfe.Michael",0
"Rovick__Allen",0
"Rudmann__Sally",0
"Rusk__Natalie",0
"Sachs__Larry",0
"Salzman__Marilyn_C.",0
"Scala__Nancy",0
"Scardamalia__Marlene",0
"Schneider__Kurt",0
"Schroder__Olaf",0
"Sci.Iaffner__Andrew",0
"Sci.Iarf__Kathleen",0
"Sedighian__Kamran",0
"Shabo__Amnon",0
"Sharp__Diana",0
"Shippey__Gordon",1.8
"Shute__Valerie_J.",0
"Sirohm__Patricia_L.",0
"Smith__Jack_W.",0
"Smith__Jay",0
"Smith__Philip_J.",0
"Smith__Philip_K.",0
"Smith__Randall_E.",0
"Smith__Steven_T.",0
"Sodoway__Elliot",0
"Soloway__Elliot",16
"Spitulnik__Jeff",0
"Stasko__John",6.8
"Strateord__Steven_J.",0
"Suecker__Erika_L._F.",0
"Sugimoto__Akiko",0
"Svirbley__John",0
"Terao__Atsushi",0
"Thole__Heinz.Jorgen",0
"Turns__Jennifer",0
"Umaschi__Marina",0
"Underwood__Jody_S.",0
"Van_Putten__Kees",0
"Vekiri__Ioanna",0
"Wallace__Raven",0
"Walters__Joseph",0
"Weber.Russell__Sylvia",0
"Weber__Gerhard",0
"Williams__Susan_M.",0
"Williamson__Mary",0
"Wisnudel__Michele",0
"Witter__Todd",0
"Wolfe__Edward_W.",0
"Wright__Robert",0
"Yoder__John",0
