"","x"
"X_",0
"Abrahamson__Dor",0
"Ackermann__Edith",0
"Alejandre__Suzanne",0
"Alibali__Martha_Wagner",0
"Allbritton__David",0
"Allert__Heidrun",0
"Amar__Bob",0
"Andrews__Carleen",0
"Angelillo__C.",0
"Aronis__John",0
"Asgari__Mahboubeh",0
"Ash__Doris",0
"Asmussen__Erik",0
"Atkins__Leslie_J.",0
"Au__Julie",0
"Auderset__Pierre.Benoit",0
"Azevedo__Flavio",0
"Azevedo__Roger",0
"Bain__Robert_B.",0
"Baker__Ryan_Shaun",0
"Baloian__Nelson",0
"Bannon__Liam",0
"Barab__Sasha",0
"Barak__Moshe",0
"Barnett__Michael",0
"Barnett__Mike",0
"Barron__Brigid",108
"Bartholome.__Tobias",0
"Basu__Anindita",0
"Baylor__Amy_L.",0
"Beckett__Kelly_L.",0
"Begel__Andrew",0
"Bell__Philip",0
"Bereiter__Carl",0
"Berland__Matthew_W.",0
"Best__Rachel",1
"Bevis__Korin_J.",0
"Blair__Kristen_P.",0
"Blikstein__Paulo",0
"Blumenfeld__Phyllis",2
"Bowers__Janet_S.",0
"Bowman__Cassie",0
"Brenner__Mary_Betsy",0
"Brenninkmeyer__Lawrence_D.",0
"Breuer__Henning",0
"Bromme__Rainer",30
"Bruckman__Amy_S.",0
"Bryant__Shaundra",0
"Cassell__Justine",0
"Catrambone__Richarad",0
"Cavallo__David",50
"Cavallo__David_P.",0
"Chambers__Eric_Karl",0
"Chang__Juyu",0
"Chang__N.M.",0
"Charles__Elizabeth_S.",0
"Chavez__Dawn",0
"Chen__David",0
"Chen__Fei.ching",0
"Chen__Siyu",0
"Chernobilsky__Ellina",0
"Ching__Cynthia_Carter",0
"Chinn__Clark",0
"Cho__Moon.Heum",0
"Choi__Sunhee",0
"Ciolfi__Luigina",0
"Clark__Douglas_B.",0
"Clarke__Jody",0
"Cobb__Paul",54
"Collazos__Ce.sar_A.",0
"Collins__Allan",0
"Corbett__Albert_T.",0
"Cornelius__Lindsay_L.",0
"Cortina__Jose_Luis",0
"Creighton__Laura",0
"Cress__Ulrike",0
"Crowley__Kevin",0
"d.Apollonia__Sylvia_T.",0
"DaCosta__Maria_Carolina",0
"Dai__James",0
"Davis__Elizabeth_A.",0
"de_Osuna__Jennifer_Garcia",0
"Dede__Chris",0
"del_Valle__Rodrigo",0
"DelMarcelle__Matt",0
"Deni__Leah",0
"Derry__Sharon",0
"Dillenbourg__Pierre",0
"diSessa__Andrea",0
"Doane__William_E._J.",0
"Doppelt__Yaron",0
"Duffy__Thomas",0
"Duschl__Richard",0
"Edelson__Daniel",39
"Egmon__Jean",0
"Eguchi__Amy",0
"Eisenberg__Michael",0
"Esmonde__Indigo",0
"Fasse__Barbara_Burks",0
"Fernaeus__Ylva",0
"Ferris__Kieran",0
"Finke__Coe_Leta",0
"Fischer__Frank",0
"Fishman__Barry",0
"Fishman__Barry_J.",0
"Floyd__Randy_G.",0
"Foley__Brian_J.",0
"Ford__Michael_J.",0
"Forsyth__Lachlan",0
"Fournier__Janice_E.",0
"Gallagher__Paul",0
"Galton__Ayala",0
"Gazit__Elchanan",0
"Geier__Robert",0
"Gerjets__Peter",0.5
"Germine__Laura",0
"Goldman__Rachel",0
"Goldman__Shelley",0
"Goldman__Shelley_V.",0
"Goldman__Susan",0
"Gomez__Louis",2
"Gordon__Andrew_S.",0
"Gotwals__Amelia_Wenk",0
"Gouldstone__Ian",0
"Grant__Jamillah_M.",0
"Guerrero__Luis_A.",0
"Guizzardi__Renata",0
"Guzdial__Mark",0
"Gwon__Yu.sun",0
"Hall__Rogers",0
"Hall__Tony",0
"Halverson__Erica",0
"Hancock__Chris",0
"Hand__Victoria_M.",0
"Hapgood__S.",0
"Harada__Violet_H.",0
"Harris__Bruce",0
"Hayes__Gillian_R.",0
"Hedman__Anders",0
"Hendrix__Susan",0
"Hesse__Friedrich.Wilhelm",0
"Hickey__Daniel",0
"Hickey__Daniel_T.",0
"Hickey__Nora",0
"Higginbotham__Thomas",0
"Hindo__Claudia",0
"Hmelo.Silver__Cindy",4
"Hoadley__Christopher_M.",0
"Hodge__Lynn",0
"Holmberg__Jesper",0
"Hoppe__Ulrich",0
"Hsi__Sherry",0
"Hung__Woei",0
"Ishii__Norio",0
"Ishiyama__Taku",0
"Johnson__Zanette",0
"Johri__Aditja",0
"Jonassen__David",0
"Joseph__Diana",20
"Joseph__Diana_M.",0
"Jucks__Regina",0
"Jurow__A._Susan",0
"Katz__Sandra",0
"Kehoe__Colleen",0
"Ketelhut__Diane_Jass",0
"King__Heather",0
"Kirby__Joshua_A.",0
"Klopfer__Eric",167
"Kobayashi__Hiroko",0
"Koch__Melissa",0
"Koedinger__K.R.",0
"Koedinger__Ken_R.",0
"Kolodner__Janet",1
"Koschmann__Timothy",8
"Krajcik__Joseph",14
"Krajcik__Joseph_S.",0
"Krupnick__Charles",0
"Kurz..Milcke__Elke",0
"Kwon__Samuel_M.",0
"Kyza__Eleni_A.",0
"La_Torre__Deborah",0
"Lahav__Orly",0
"Lamberty__K.K.",0
"Lamon__Mary",0
"Langford__Heather",0
"LaVoie__Noelle",0
"Lee__Victor",0
"Lehrer__Rich",0
"Lid__Viil",0
"Lin__Hsien.Ta",0
"Liu__Lei",0
"Liu__Yan",0
"Lizotte__David_J.",0
"Lomangino__A.",0
"Lonn__Steve",0
"Lord__Charles",0
"Louwerse__Max",0
"Lovett__M.C.",0
"Lucas__Deb",0
"Luera__Gail_R.",0
"MacLeod__Shaunna",0
"Magnusson__S._J.",0
"Maldonado__Heidy",0
"Maloney__John",182
"Mandl__Heinz",0
"Marathe__Surabhi",0
"Martin__Caitlin",0
"Martin__Taylor",0
"Marx__Ronald",0
"McClain__Kay",0
"McGee__Steven",16
"McNamara__Danielle",1
"McNeill__Katherine_L.",0
"McPhee__Sara",0
"Mercier__Emma",0
"Meyer__Jason",0
"Mioduser__David",0
"Miwa__Kazuhisa",3
"Miyake__Naomi",0
"Molani__Alessandra",0
"Mondoux__Jacques",0
"Moos__Daniel_C.",0
"Moschkovich__Judit_N.",0
"Mouza__Chrystalla",0
"Mucher__Stephen",0
"Mulholl__Gillian",0
"Murray__Tom",0
"Nagarajan__Anandi",0
"Nakaike__Ryuichi",0
"Nathan__Mitchell_J.",0
"Nelson__Brian",0
"Nelson__Janek",0
"Nersessian__Nancy_J.",0
"Newstetter__Wendy",0
"Newstetter__Wendy_C.",0
"Nussbaum__E._Michael",0
"O.Neill__D._Kevin",0
"O.Day__Traci",0
"Ochoa__Sergio_F.",0
"Okita__Sandra_Y.",0
"Oshima__Jun",0
"Oshima__Ritsuko",0
"Otto__Charlotte_A.",0
"Owensby__Jakita_N.",0
"Ozuru__Yasuhiro",0
"Palincsar__A._S.",0
"Pandolfo__Anna",0
"Papert__Seymour",0
"Paulus__Trena_M.",0
"Pea__Roy",0
"Pease.Alvarez__L.",0
"Penuel__William",0
"Perini__Anna",0
"Petish__Debra",0
"Pinkard__Nichole",0
"Pino__Jose_A.",0
"Pino__Jose._A.",0
"Piper__Anne_Marie",0
"Pitts__Virginia_M.",0
"Polman__Joseph",0
"Psotka__Joseph",0
"Puntambekar__Sadhana",0
"Quintana__Chris",0
"Radinsky__Josh",0
"Ranney__Michael",0
"Reiser__Brian",0
"Renninger__K._Ann",0
"Resnick__Mitchel",0
"Richardson__Ginger",0
"Richter__Christoph",0
"Rick__Jochen",1
"Riesbeck__Christopher_K.",0
"Rivet__Ann_E.",0
"Rosca__Camelia",0
"Roschelle__Jeremy",6
"Rose__Ken",0
"Rueda__Robert",0
"Rummel__Nikol",0
"Runde__Anne",0
"Ryan__Michael_T.",0
"Ryokai__Kimiko",0
"Sabelli__Nora",0
"Saito__Hitomi",0
"Satwicz__Tom",0
"Saxe__Geoffrey_B.",0
"Scardamalia__Marlene",0
"Schauble__Leona",0
"Schaverien__Lynette",0
"Scheiter__Katharina",0.5
"Schmidt__Matthew",0
"Schneider__Rebecca",0
"Schuh__Julia",0
"Schunn__Christian",0
"Schwartz__Daniel_L.",0
"Schwarz__Christina",0
"Shaffer__David_Williamson",1
"Shapiro__R._Benjamin",0
"Sharma__Ajay",0
"Shartar__Esther",0
"Sherin__Bruce_L.",2
"Shin__Namsoo",0
"Shirouzu__Hajime",0
"Shumar__Wesley",0
"Silverman__Brian",0
"Sinclair__Nathalie",0
"Sipitakiat__Arnan",50
"Sklar__Elizabeth",0
"Smithey__Julie",0
"Soffa__Mary_Lou",0
"Sohbat__Elahe",0
"Soller__Amy",0
"Solomon__Cynthia",0
"Soloway__Elliot",0
"Songer__Nancy_Butler",0
"Spada__Hans",0
"Spillane__James_P.",0
"Squire__Kurt",95
"Stager__Gary",0
"Stahl__Elmar",0
"Stahl__Gerry",26
"Steinkuehler__Constance_A.",0
"Stevens__Brett_E._Shelton_and_Reed_R.",0
"Stevens__Reed",1
"Stillings__Neil",0
"Stohl__Hollylynne",0
"Strauss__Eric",0
"Streeter__Lynn_A.",0
"Strobel__Johannes",0
"Stylianou__Agnes",0
"Suthers__Dan",60
"Svarovsky__Gina",0
"Tackman__Jennifer",0
"Tackman__Jennifer_A.",0
"Tatar__Deborah",0
"Taylor__James",0
"Tholander__Jakob",0
"Thompson__Patrick",0
"Tzou__Carrie_T.",0
"Underwood__Jody_S.",5
"Unterman__Joshua_W.",0
"Vahey__Philip",0
"Walsh__Joseph_T.",0
"Wang__Austin",0
"Wang__X._Christine",0
"Weimar__Stephen",0
"Weinberger__Armin",0
"Wells__Gordon",0
"Welti.Santos__Larissa",0
"Westhoff__Laura",0
"Weusijana__Kofi_A.",0
"White__Marie",0
"Wilensky__Uri_J.",0
"Williams__Rodney",0
"Wilson__Christine",0
"Winship__Larry",0
"Winters__Fielding_I.",0
"Wise__Alyssa",0
"Wise__Susie",0
"Worth__Peter",0
"Yair__Yoav",0
"Yarnall__Louise",0
"Yoon__Susan",0
"Yukawa__Joyce",0
"Zemel__Alan",0
"Zhang__Meilan",2
"Zhao__Qing",0
"Zhong__Le",0
"Zimmerman__Heather",0
"Zuiker__Steven_J.",0
