"","x"
"X__",0
"Abrams__Lisa",0
"Alex__Kass",0
"Alexander__Richard",0
"Angela__",0
"Antonietti__Alessandro",0
"Ash__Katy",0
"Baar__Joseph",0
"Barstow__Daniel",0
"Beck.Wilson__Jennifer",0
"Becker__Lee_A.",0
"Bell__Benjamin",0
"Bers__Marina_Umaschi",0
"Black__John_B.",1
"Blumenfeld__Phyllis",0
"Boyko__Marie",0
"Bran__",0
"Brophy__Sean_P.",0
"Brown__Matthew",0
"Bruce__Christopher",0
"Burn__Tobi_M.",0
"Butcher__Kirsten",0
"Carey__Tom",0
"Carroll__John_M.",0
"Caster__Helen",0
"Chen__Ted",0
"Ching__Cynthia_Carter",0
"Crespo__Sergio",0
"Crismond__David",0
"Culp__Katherine_McMillan",0
"Dahlqvist__Patric",0
"Day__Roger_S.",0
"Dede__Chris",0
"Dimaraki__Evangelia_V.",0
"Eagleson__Roy",0
"Edelson__Daniel",1
"Eisenberg__Michael",0
"Enyedy__Noel",0
"Fels__Deborah_I.",0
"Fishman__Barry",0
"Fishman__Barry_J.",12
"Fontoura__Marcus_Felipe_M._C._da",0
"Friedman__Wendy",0
"Gifford__Bernard",0
"Gilbert__Stephen_B.",0
"Gold__Sholom",0
"Goldman__Shelley",0
"Goldman__Susan_R.",0
"Gomez__Louis",0
"Gray__Jackie",0
"Grecu__Dan_L.",0
"Greene__Laurence",0
"Hansen__Steven",0
"Harrigan__Kevin",0
"Hester__Peggy_P.",0
"Hmelo.Silver__Cindy",0
"Holbrook__Jennifer",0
"Honey__Dr._Margaret",0
"Hopkins__Karen_E.",0
"Huang__Qingshou",0
"Huang__Runhe",0
"Imperio__Ernesto",0
"Ioannidou__Andri",0
"Jackson__Randy",0
"Joe__Herman",0
"John__Aachey_Susan",0
"Joseph__Diana",0
"Jun__Youngcook",0
"Kafai__Yasmin",1
"Kantor__Ronald_J.",0
"Karlgren__Klas",0
"Kintsch__Eileen",0
"Kintsch__Walter",0
"Kinzer__Marcy_Singer.Gabella_Charles_K.",0
"Kobza__Michelle",0
"Koehler__Matthew",0
"Kolodner__Janet",4
"Krajcik__Joseph",0
"Kupperman__Jeff",0
"Laurillard__Diana",0
"Lee__Hee.sun",0
"Lee__Soo.Young",0
"Lehrer__Richard",0
"Loftin__R._Bowen",0
"Lucena__Carlos_Jose_P._de",0
"Luckin__Rosemary",0
"Luehmann__April",0
"Ma__Jianhua",0
"Marshall__Sue",0
"Marx__Ron",0
"McCracken__Mike",0
"Miao__Yongwu",0
"Moore__Joyce_L.",0
"Moschkovich__Judit",0
"Narayanan__N._Hari",0
"Neale__Dennis_C.",0
"Ngo__Loan",0
"Osgood__Richard_E.",0
"Oshima__Jun",0
"Oshima__Ritsuko",0
"Palmer__Antonia",0
"Peters__Timothy_W.",0
"Petrosino__Anthony_J.",3
"Pfaffman__Jay",0
"Pfister__Hans.Rüdiger",0
"Pinkard__Nichole",0
"Pinkard__Nichole_D.",0
"Plowman__Lydia",0
"Pollack__Jordan_B.",0
"Puntambekar__Sadhana",0
"Puntembakar__Sadhana",0
"Ramakrishnan__Sailesh",0
"Ramberg__Robert",0
"Ranney__Michael",0
"Rasi__Chiara",0
"Reimer__Todd",0
"Renninger__K._Ann",0
"Repenning__Alexander",0
"Risko__Victoria_J.",0
"Robertson__William_H.",0
"Rubin__Andee",0
"Sacco__Marco",0
"Salzman__Marilyn",0
"Samson__Perry",0
"Schrimpsher__Daniel",0
"Schuh__Kathy_L.",0
"Schwartz__Daniel_L.",1
"Shaffer__David_Williamson",0
"Shirey__William_E.",0
"Singley__Mark_K.",0
"Sklar__Elizabeth",0
"Smith__Graham",0
"Smith__Kevin",0
"Soloway__Elliot",16
"Songer__Nancy_Butler",3
"Stahl__Gerry",0
"Steinbach__Alan",0
"Steinmetz__Ralf",0
"Stratfold__Matthew",0
"Susnowitz__Sally",0
"Taylor__Josie",0
"Taylor__Wayne",0
"Tholander__Jakob",0
"Treviranus__Jutta",0
"Tsikalas__Kallen",0
"Underwood__Jody_S.",0
"Vahey__Phil",0
"VanEsselstyn__David",0
"Walker__Lisa",0
"Waters__Robert",0
"Weidner__Jeanne",0
"Wessner__Martin",0
"Williams__Laurel_A.",0
"Williams__Susan_M.",0
"Winn__William",0
"Worthington__Valerie_L.",0
"Yuasa__Katsutoshi",0
"Zhao__Yong",0
"Zirkel__Jessica",0
"Zola__John",0
