"","x"
"X_",0
"Abbott__Robert_D.",4656
"Abrahamson__Dor",6
"Acosta__Alisa",0
"Adams__Deanne",0
"Aguilar__Stephen",0
"Ahn__June",5
"Aleven__Vincent",3025.47089447064
"Alibali__Martha_W.",9.16666666666667
"Allert__Heidrun",0
"Alonzo__Alicia",0
"Alston__Alice",0
"Alvarenga__Claire",0
"Anderson__Emma",386.346877224083
"Anderson__Janice",0
"Andrade.Lotero__Alejandro",0
"Arastoopour__Golnaz",1.5
"Arias__Anna_Maria",0
"Arici__Anna",0
"Asterhan__Christa_S._C.",1191
"Azevedo__Roger",0.25
"Bachfischer__Agnieszka",0
"Baker__Ryan_S.",0
"Ballweber__Christy",0
"Banerjee__Amartya",0
"Bang__Megan",5015.41633655109
"Bannister__Nicole",0
"Barab__Sasha",0
"Barany__Amanda",0
"Barber__Jacqueline",0
"Barker__Lisa_M.",0
"Barrientos__Kristina",0
"Barron__Brigid",0
"Barth.Cohen__Lauren",0
"Barth__Armin",0
"Barton__Angela_Calabrese",0
"Barzilai__Sarit",0
"Basu__Satabdi",0
"Baumeister__Antonia_E._E.",0
"Beauvineau__Yves",0
"Beck__Luisa",0
"Begnagh__Reza_Feyzi",0
"Bell__Alexander",0
"Bell__Philip",1544.94756420051
"Bemis__Carrie_Allen",0
"Ben.Zvi__Dani",597
"Bernstein__Debra",0
"Berson__Eric",0
"Bevan__Bronwyn",0
"Bhatnagar__Sameer",0
"Bielaczyc__Katerine",1975
"Biemans__Harm_J._A.",0
"Bientzle__Martina",0
"Birmingham__Daniel",0
"Biswas__Gautam",2875.2314719566
"Black__John_B.",0
"Blair__Kristen_P.",0
"Blikstein__Paulo",8
"Bolling__Amy",0
"Bolzer__Markus",0
"Boncoddo__Rebecca",0.166666666666667
"Bonsignore__Elizabeth",5
"Booker__Angela_N.",0
"Borge__Marcela",0
"Boston__Melissa_D.",0
"Bouchet__Franc.ois",0.25
"Boxerman__Jonathan",0
"Brady__Corey",1110.02003756048
"Bransford__John",0
"Brennan__Karen",0
"Brisen.o__Adriana",0
"Britt__M._Anne",0
"Brooks__Christopher",0
"Brown__Willard",0
"Bryant__Julie",0
"Burke__Jeff",0
"Burke__Quinn",0
"Burkett__Candice",0
"Burleson__Winslow",594
"Buxton__Cory",0
"Caccamise__Donna",0
"Cadeiras__Martin",0
"Caires__Roxane",0
"Cakir__Murat_Perit",0
"Caleon__Imelda",0
"Callanan__Maureen",0
"Cantarero__Andrea",0
"Capps__Daniel",0
"Carlone__Heidi",0
"Carney__Michael",0
"Cartier__Jennifer",0
"Cartun__Ashley",0
"Castillo__Tim",0
"Cervantes__Francisco",0
"Chae__Hui_Soo",0
"Chaffee__Rachel",0
"Champney__Danielle",0
"Chan__Carol_K._K.",1
"Chao__Jie",0
"Charles__Elizabeth_S.",0
"Chase__Kiera",0
"Chen__Gaowei",0
"Chen__Vivian",0
"Chen__Xiaodi",0
"Chen__Ying.Chih",0
"Cheng__Britte",0
"Cheng__Harry",0
"Cheng__Julius",0
"Chi__Michelene_T._H.",4081.37321815834
"Chi__Min",0
"Chin__Doris_B.",0
"Ching__Cynthia_Carter",0
"Chinn__Clark",975
"Chiu__Jennifer_L.",0
"Cho__Young_Hoan",0
"Choi__Gi_Woong",0
"Choi__Jinnie",0
"Choi__Sung.Youn",0
"Chowning__Jeanne",0
"Chung__Huy_Q.",0
"Clariana__Roy_B.",0
"Clark__Douglas_B.",5880.50892644936
"Clarke__Sherice_N.",796
"Clase__Kari_L.",0
"Clegg__Tamara",0
"Clement__John_J.",0
"Clodfelter__Erika",0
"Close__Eleanor_W.",0
"Close__Hunter_G.",0
"Cober__Rebecca",0
"Coffey__Janet_E.",0
"Cole__Michael",0
"Collier__Wesley",0
"Collins__Allan",0
"Collins__Jamie",0
"Conlin__Luke_D.",0
"Conn__Jessica",0
"Conner__Laura",0
"Constantin__Ana._Maria",0
"Cook__Melissa_Sunshine",0
"Cooper__Stephen",0
"Cordy__Michelle",0
"Core__Mark",0
"Cox__Christopher",0
"Cress__Ulrike",0
"Crooks__Noelle",0
"Cruz__Daniel",0
"Cunningham__Christine_M.",0
"Cunningham__Jahneille",0
"Curnow__Joe",0
"Cutler__Christopher_T.",0
"D.Amico__Laura",0
"D.Angelo__Cynthia",0
"Dalvi__Tejaswini",0
"Daly__Alan_J.",0
"Dams.a__Crina",0
"Dams.a__Crina.1",0
"Danielak__Brian_A.",0
"Danish__Joshua",4178.3392245912
"Dasgupta__Chandan",0
"Davenport__Jodi_L.",0
"Davis__Elizabeth_A.",0
"de_Royston__Maxine_McKinney",0
"de_Saint.Georges__Ingrid",0
"DeBarger__Angela_Haydel",108
"Dede__Chris",0
"Deitrick__Elise",0
"DeJaegher__Crystal_J.",0
"Delen__Ibrahim",0
"Delgado__Cesar",0
"Deng__Mario_C.",0
"Denner__Jill",0
"Derry__Sharon",399
"DeSutter__Dane",0
"Dianovsky__Michael_T.",0
"DiGiacomo__Daniela_K.",0
"Dillenbourg__Pierre",0
"Dingyloudi__Filitsa",0
"DiSalvo__Betsy",0
"DiSalvo__Carl",0
"diSessa__Andrea_A.",0
"Dixon__Colin",0
"Doane__William_E._J.",0
"Dookie__Lesley",0
"Dow__Steven",0
"Drake__Joel",0
"Duck__Jennifer",0
"Duckles__Joyce",0
"Dugdale__Michael",0
"Dukeman__Anton",0
"Duncan__Ravit",1386
"Durik__Amanda_M.",0
"Dussault__Mary",0
"Dutilly__Erik",5771.42761069785
"Easterday__Matthew_W.",0
"Eberbach__Catherine",0
"Eberle__Julia",0
"Edelson__Daniel",0
"Edwards__Ann_R.",0
"Eilam__Billie",0
"Eisenberg__Michael",0
"Eitel__Karla_Bradley",0
"Elby__Andrew",399
"Elinich__Karen",2828.05908024294
"Engelmann__Katharina",0
"Engelmann__Tanja",1
"Engestro.m__Yrjo.",337.34870704853
"Enyedy__Noel",20303.7808863461
"Escude.__Meg",0
"Eshet.Alaklai__Yoram",0
"Esmonde__Indigo",0
"Etkina__Eugenia",0
"Evans__Abigail",0
"Evans__Sarah",0
"Farris__Amy",0
"Fatolapour__Mitra",0
"Feng__Mingyu",54
"Fields__Deborah",499.997619047619
"Finnigan__Kara_S.",0
"Fischer__Frank",12933
"Fischer__Gerhard",0
"Fitz.Gibbon__Taylor",0
"Flood__Virginia_J.",0
"Fogo__Bradley",490.891305916305
"Fong__Cresencia",0
"Forbes__Cory_T.",0
"Ford__Michael_J.",0
"Forsyth__Carol",0
"Franz__Paul",0
"Fricchione__Cheryl",0
"Friend__Angela",0
"Fritts__Jeremy",0
"Fu__Ella",0
"Fuhrmann__Tamar",0
"Fujii__Keita",0
"Funk__Alexandra",0
"Galbreath__Marcie",0
"Garcia__Iolanda",0
"Gaus__Katharina",0
"Gaydos__Matthew",0
"Geller__Benjamin_D.",0
"Gentry__Christine",0
"Georgiou__Yiannis",0
"Gerard__Libby",0
"Gerber__Elizabeth_M.",0
"Gibbons__Thor",0
"Gilbuena__Debra",0
"Girotto__Victor",0
"Glogger__Inga",0
"Gnoli__Alessandro",0
"Gobert__Janice",0
"Goggins__Sean",2
"Golbeck__Susan",0
"Goldberg__Benjamin",0
"Goldberg__Tsafrir",0
"Goldin__Simona",0
"Goldman__Shelley",0
"Goldman__Susan_R.",8
"Goldwasser__Lloyd",0
"Gomez__Kimberley",9
"Gong__Bowyee",0
"Gonza.lez.Howard__Maria",0
"Gonzalez__Carlos",0
"Gonzalez__Martha_Roci.o",0
"Goodell__Alexandra",0
"Goodman__Alyssa_A.",0
"Goodyear__Peter",0
"Gordon__Andrew",0
"Gottlieb__Eli",0
"Gotwals__Amelia_Wenk",0
"Gouvea__Julia_S.",6
"Graesser__Arthur_C.",0
"Graville.Smith__Cynthia",0
"Greenhow__Christine",0
"Greenleaf__Cynthia",0
"Greeno__James_G.",0
"Greenwich__Joel_Gallegos",0
"Gresalfi__Melissa",1342.12784992785
"Gressick__Julia",0
"Griffin.EL__Nosakhere",0
"Groneman__Christine",0
"Grotzer__Tina",0
"Grover__Shuchi",0
"Gubbels__Michael",0
"Guerra__Paulo",0
"Guidalli__Barbara",0
"Guillemette__Jonathan",0
"Guloy__Sheryl",0
"Gupta__Ayush",797
"Guthrie__Mareca",0
"Gutierrez__Kris",5973.89287104069
"Gutierrez__Pedro_J.",0
"Hackbarth__Alan_J.",0
"Hall__Rogers",9162.69444222388
"Hallinen__Nicole_R.",595
"Halverson__Erica",1476.30188729399
"Halverson__Kristy_L.",0
"Hammer__David",0
"Hand__Brian",0
"Hand__Victoria",2471.12438672438
"Hanny__Courtney",0
"Harding__Tricia",0
"Harris__Christopher",80
"Harrison__Simon",0
"Hayes__Elisabeth",0
"Heck__Tamara",0
"Heffernan__Neil_T.",0
"Helding__Brandon",0
"Herrenkohl__Leslie_Rupert",9024
"Hertel__Jonathan_D.",0
"Hetmanek__Andreas",0
"Hever__Rakheli",0
"Heyd.Metzuyanim__Einat",3519
"Hickey__Daniel_T.",0
"Hirsh__Alon",0
"Hjorth__Arthur",0
"Hmelo.Silver__Cindy",0
"Hoadley__Christopher",20
"Hod__Yotam",597
"Hokayem__Hayat",0
"Holbert__Nathan",476.508926449367
"Honey__Rose",14
"Honwad__Sameer",14
"Hooper__Paula_K.",0
"Horn__Ilana_Seidel",0
"Horn__Michael",0
"Horstman__Theresa",0
"Horwitz__Paul",0
"Hougham__R._Justin",0
"Howley__Iris",0
"Huang__Jason",0
"Hug__Sarah",0
"Hung__Leah_C..C.",0
"Hwang__Soyeon",0
"Iiskala__Tuike",0
"Iloma.ki__Liisa",0
"Irving__Paul_W.",0
"Jackson__G._Tanner",0
"Jackson__Jonathan",0
"Jacobson__Michael",0
"Jain__Rishika",0
"James__Katherine",0
"Jamshidi__Arash",0
"Jensen__Bryant",0
"Jermann__Patrick",0
"Jiang__Yang",0
"Jimenez__Elizabeth_Yakes",0
"Jimenez__Osvaldo",0
"Jin__Hui",0
"Jipson__Jennifer",0
"Johnson.Glenberg__Mina_C.",0
"Johnson__Angela",0
"Johnson__Raymond",0
"Jones__Kimberly",0
"Jordan__Michelle_E.",0
"Judele__Raluca",0
"Jurow__A._Susan",1209.0787844424
"Kafai__Yasmin",1962.25414365906
"Kahn__Jennifer",0
"Kalaitzidis__TJ",0
"Kamarainen__Amy",0
"Kane__Britnie_Delinger",0
"Kang__Raymond",0
