"","x"
"Abdu__Rotem",0
"Abrahamson__Dor",0
"Acosta__Alisa",5.25
"Adanır__Gu.lgu.n_Afacan",0
"Aditomo__Anindito",0
"Ahn__June",0
"Albrecht__Julia",0
"Allert__Heidrun",0
"Amzalag__Meital",0
"Anderson__Emma",0
"Andrade__Alejandro",0
"Angersbach__Jennifer",0
"Antle__Alissa_Nicole",0
"Arastoopour__Golnaz",0
"Arnedillo.Sanchez__Inmaculada",0
"Arnseth__Hans_Christian",0
"Azevedo__Roger",0
"Baram.Tsabari__Ayelet",0
"Barzilai__Sarit",0
"Ben.Zvi__Dani",0
"Bhatnagar__Sameer",0
"Blikstein__Paulo",0
"Bonsignore__Elizabeth",0
"Borge__Marcela",0
"Boyle__Bryan",0
"Brami__Uzi",0
"Bresser__Nicolas",0
"Bronet__Murray",0
"Buder__Ju.rgen",0
"Bumbacher__Engin",0
"Caballero__Daniela",0
"Cabo__Candido",0
"C.akır__Murat_Perit",2
"Carafano__Peter",0
"Carvalho__Lucila",23.8
"Catrambone__Richard",0
"Cerratto.Pargman__Teresa",0
"Chai__Ching_Sing",0
"Chakravarthi__Rohit",0
"Chan__Carol",0
"Charles__Elizabeth_S.",0
"Chen__Bodong",0
"Chen__Mei.Hwa",0
"Chen__Wenli",0
"Chounta__Irene.Angelica",0
"Clegg__Tamara",0
"Cober__Rebecca",129
"Collin__Jonas",0
"Cook__Lucas",0
"Cuendet__Se.bastien",0
"d.Apollonia__Silvia",0
"Dams.a__Crina",0
"Danish__Joshua",0
"Dascalu__Mihai",12
"Dasgupta__Chandan",0
"Davidsen__Jacob",0
"Deiglmayr__Anne",0
"Dessus__Philippe",0
"Dillenbourg__Pierre",225
"Dimitriadis__Yannis",23.8
"Dolonen__Jan_Arild",0
"Dornfeld__Catherine",0
"Downton__Michael_P.",0
"Duek__Oshra",0
"Dugdale__Michael",0
"Duncan__Sean_C.",0
"Dyke__Gregory",0
"Eimler__Sabrina",0
"Elias__Nelly",0
"Engelmann__Tanja",0
"Enyedy__Noel",0
"Evans__Chad",0
"Evans__Michael",0
"Evenstone__Amanda_L.",0
"Fan__Min",0
"Farnsworth__Jesse",0
"Fauville__Ge.raldine",0
"Ferschke__Oliver",0
"Fischer__Frank",150
"Flood__Virginia_J.",0
"Fong__Cresencia",78.75
"Forssell__Karin_S.",0
"Fujita__Wataru",0
"Funk__Alexandra_L.",0
"Gaydos__Matthew",0
"Georgen__Chris",0
"Gil__Alfredo_Jornet",0
"Gnesdilow__Dana",0
"Gnoli__Alessandro",0
"Goggins__Sean",0
"Goodyear__Peter",23.8
"Guillemette__Jonathan",0
"Guribye__Frode",0
"Hakkarainen__Kai",0
"Ha.kkinen__Pa.ivi",0
"Hao__Jiangang",0
"Hardy__Lisa",0
"Hartmann__Christian",0
"Hecking__Tobias",7.5
"Hernwall__Patrik",0
"Hesse__Friedrich_W.",6
"Hirayama__Ryoya",0
"Hmelo.Silver__Cindy",0
"Hoadley__Christopher",17
"Hong__Huang.Yao",0
"Hoppe__Ulrich",7.5
"Howley__Iris",0
"Huang__Lixiao",0
"Huang__Yue",0
"Hung__Guo.Tsai",0
"Israel__Maya",0
"Jan__Mingfong",0
"Ja.rvela.__Sanna",114.666666666667
"Ja.rvenoja__Hanna",18.6666666666667
"Jeong__Heisawn",0
"Jermann__Patrick",0
"Jona__Kemi",0
"Joyce.Gibbons__Andrew",0
"Judson__Darlene",0
"Kali__Yael",0
"Karlstro.m__Petter",0
"Ke__Fengfeng",0
"Kent__Carmel",0
"Khoo__Michael",0
"Khosronejad__Maryam",0
"Kidron__Adi",0
"Kim__Beaumie",0
"Kim__So_Mi",0
"Kirschner__Paul",0
"Klopfer__Eric",0
"Kluge__Anders",0
"Knutsson__Ola",0
"Koehler.Yom__Jessica",0
"Kollar__Ingo",0
"Kopp__Daniel",0
"Kra.mer__Nicole",0
"Krange__Ingeborg",0
"Kubota__Yoshihiko",0
"Kuhn__Alex",0
"Kunicki__Suzanne",0
"Kyewski__Elias",0
"Kyllonen__Patrick",0
"Lansiquot__Reneta_D.",0
"Lantz.Andersson__Annika",0
"Laru__Jari",0
"Laslo__Esther",0
"Lasry__Nathaniel",0
"Lee__Christine",0
"Lee__Jiyeon",0
"Lehtinen__Erno",0
"Lenton__Kevin",0
"Levy__Keren_S.",0
"Ligorio__Beatrice",0
"Lin__Feng",0
"Linn__Marcia",0
"Liu__Lei",0
"Liu__Yu",0
"Loibl__Katharina",0.5
"Looi__Chee.Kit",0
"Lu__Lin",0
"Lui__Michelle",0
"Lundin__Mona",0
"Ma__Leanne",0
"Macaranas__Anna",0
"Ma.kitalo__A.sa",0
"Malmberg__Jonna",18.6666666666667
"Manske__Sven",0
"Margulieux__Lauren_E.",0
"Martin__Nicole_D.",0
"Martin__Seth_A.",0
"Martinez.Maldonado__Roberto",863.8
"Matsuzawa__Yoshiaki",0
"Matuk__Camillia",0
"May__Aaron",0
"Mazziotti__Claudia",0
"McCracken__W._Michael",0
"McNamara__Danielle",0
"Mercier__Emma",0
"Messina__Richard",0
"Mochizuki__Toshio",0
"Moher__Tom",129
"Mu__Jin",0
"Mudrick__Nicholas",0
"Murray__Julia",0
"Na.ykki__Piia",0
"Neff__Michael",0
"Neubaum__German",0
"Nistor__Nicolae",0
"Ong__Yann_Shiou",0
"Oshima__Jun",0
"Oshima__Ritsuko",0
"Oztok__Murat",0
"Parisio__Martin",0
"Pauw__Daniel",0
"Pea__Roy_D.",0
"Peebles__Ben",0
"Penney__Lauren",0
"Peppler__Kylie",0
"Perritano__Anthony",0
"Po.ysa..Tarhonen__Johanna",0
"Prieto__Luis_P.",645
"Puhl__Thomas",0
"Puntambekar__Sadhana",5
"Quek__Choon_Lang",0
"Quignard__Matthieu",0
"Quintana__Chris",0
"Ra.dle__Roman",0
"Rafaeli__Sheizaf",0
"Reichersdorfer__Elisabeth",0
"Reimann__Peter",0
"Reiss__Kristina",0
"Richard__Gabriela_T.",0
"Richter__Christoph",0
"Rick__Jochen",0
"Ritella__Giuseppe",0
"Rodriguez__James",0
"Rose__Carolyn_Penstein",122
"Rossitto__Chiara",0
"Ruhl__Elisa",0
"Rummel__Nikol",373.5
"Ryberg__Thomas",0
"Saleh__Asmalina",0
"Sa.ljo.__Roger",0
"Sarenius__Vesa.Matti",0
"Sasaki__Hiroshi",0
"Scardamalia__Marlene",0
"Scheintaub__Hal",0
"Schmitt__Lara",0
"Schneider__Bertrand",112
"Schoenfeld__Ilana",0
"Schubert__Michael",0
"Shaffer__David_Williamson",0
"Sharma__Kshitij",225
"Shehab__Saadeddine",0
"Sheldon__Josh",0
"Silva__Alexandra",0
"Silva__Brenda_Lo.pez",0
"Slotta__James",129
"So__Hyo.Jeong",0
"Stahl__Gerry",2
"Stegmann__Karsten",0
"Stevens__Reed",0
"Sun__Yanqing",0
"Sun__Zhiru",0
"Suzuki__Hideyuki",0
"Tabak__Iris",0
"Tal__Tali",0
"Tan__Esther",0
"Tao__Dan",2
"Tarnai__Christian",0
"Taub__Michelle",0
"Tchounikine__Pierre",0
"Thiemann__Daniel",0
"Thompson__Kate",23.8
"Tomar__Gaurav",0
"Trausan.Matu__Stefan",0
"Tra.us.an.Matu__S.tefan",0
"Tsovaltzi__Dimitra",0
"Uchidiuno__Judith",0
"Ufer__Stefan",0
"van_Aalst__Jan",0
"Verma__Himanshu",0
"Vogel__Freydis",0
"von_Davier__Alina",0
"Wake__Jo_Dugstad",0
"Wakimoto__Takehiro",0
"Walker__Erin",0
"Wang__Patrick",0
"Wang__Qiyun",0
"Wardak__Dewa",0
"Warren__Jillian",0
"Wasson__Barbara",0
"Weinberger__Armin",6
"Weiss__Patrice_L.",0
"Wen__Miaomiao",0
"Wen__Yun",165
"Wendel__Daniel",0
"Werneburg__So.ren",0
"White__Tobin",0
"Whittaker__Chris",0
"Wichmann__Astrid",0
"Wise__Alyssa",150
"Wylie__Ruth",0
"Xie__Kui",0
"Xie__Wenting",0
"Xing__Wanli",0
"Yang__Diyi",56
"Yang__Yuqin",0
"Yip__Jason_C.",0
"Yoon__Susan",0
"Zahid__Aejaz",0
"Zhang__Jianwei",2
"Ziebarth__Sabrina",0
"Zufferey__Guillaume",0
