"","x"
"Abi.El.Mona__Issam",0
"Abrahamson__Dor",0
"Ackerman__Mark",0
"Aemilian__Hron",0
"Alavez__Mabel",0
"Amaya__Meredith_M.",0
"Anderson__Janice",32.5
"Anthony__Holly_Garrett",0
"Apedoe__Xornam",0
"Ash__Doris",0
"Atkins__Leslie",0
"Atukpawu__Grace",0
"Azevedo__Roger",341
"Azeveo__Roger",0
"Bannon__Liam",0
"Barnett__Michael",32.5
"Barron__Brigid",0
"Baylor__Amy",0
"Baylor__Amy_L.",0
"Beals__Laura",0
"Beers__Pieter_Jelle",0
"Bell__Philip",0
"Bers__Marina",30
"Best__Rachel",0
"Bétrancourt__Mireille",0
"Beyer__Carrie",0
"Bielaczyc__Katerine",0
"Black__John",0
"Black__John_B.",0
"Blair__Kristen_Pilner",0
"Blake__Peter",0
"Blikstein__Paulo",0
"Block__Martin",0
"Booker__Angela",12
"Boshuizen__Henny_P.A.",0
"Braasch__Jason",0
"Brandt__Carol_B.",0
"Bransford__John",120
"Brem__Sarah",0
"Bricker__Leah_A.",0
"Brockmann__Damien",0
"Bromme__Rainer",0
"Bruckman__Amy",0
"Brush__Thomas",0
"Buckley__Barbara",0
"Burgos__Daniel",0
"Cakir__Murat",0
"Cammack__Dana_W.",0
"Canty__Reality_S.",0
"Carberry__Adam",0
"Castelli__Darla_M.",0
"Catrambone__Richard",0
"Cejka__Erin",0
"Chan__Margaret_S.",0
"Chang__Hsin.Yi",0
"Charles__Elizabeth_S.",0
"Chau__Clement",0
"Chen__Fei.Ching",0
"Cherniavsky__John_C.",0
"Chernobilsky__Ellina",0
"Ching__Cynthia_Carter",0
"Chinn__Clark",0
"Chiu__Grace",0
"Chmiel__Marjee",0
"Chung__Mark",0
"Ciolfi__Luigina",0
"Clark__Douglas_B.",0
"Clegg__Tamara",0
"Clegg__Tamara_L.",0
"Collins__Allan",0
"Collins__Allan_M.",0
"Confrey__Jere",0
"Cook__Eric",0
"Cook__Ruth_Gannon",0
"Copman__Sandra",0
"Corbett__Albert",0
"Cress__Ulrike",0
"Cromley__Jennifer",0
"Cullen__Theresa_A.",0
"Culp__Katherine_McMillan",0
"Danish__Joshua",0
"Davis__Elizabeth",0
"Davis__Joan",0
"DeGennaro__Donna",0
"Derry__Sharon",5
"Desai__Shiu",0
"Di_Blas__Nicoletta",0
"Dillenbourg__Pierre",0
"diSessa__Andrea",0
"diSessa__Andrea_A.",0
"Dogan__Enis",0
"Dong__Yifei",0
"Drake__Corey",0
"Dreon__Oliver",0
"Duncan__Ravit",0
"Earle__Janice",0
"Edelson__Daniel",0
"Ellenbogen__Kirsten",0
"Erkens__Gijsbert",336
"Ertelt__Anna",0
"Ertl__Bernhard",0
"Evans__Ellen_M.",0
"Fairweather__Peter",0
"Felix__Friedrich",0
"Fernaues__Ylva",0
"Ferris__Kieran",0
"Fields__Deborah",0
"Fischer__Frank",0
"Fishman__Barry",144
"Floyd__Randy",0
"Foo__Seau_Yoon",0
"Forte__Andrea",0
"Frank__Kenneth_A.",0
"Friling__Dina",0
"Gallagher__Paul",0
"Galmbacher__Matthias",0
"Gane__Brian_D.",0
"Gardner__Christina",0
"Gardner__Christina_M.",0
"Ge__Xun",0
"Gibson__Faison",0
"Gijselaers__Wim",0
"Gobert__Janice",0
"Godbole.Chaudhuri__Pragati",5
"Goldenberg__Lauren_B.",0
"Goldman__Shelley",12
"Goldman__Susan_R.",5
"Goldstone__Robert",0
"Gomez__Louis",0
"Gotwals__Amelia",0
"Gravel__Brian",0
"Graves__Ingrid",0
"Greene__Jeffrey",49
"Greeno__James_G.",0
"Grotzer__Tina",0
"Gurlitt__Johannes",0
"Hackbarth__Alan_J.",0
"Hagler__Debra",0
"Hakkarainen__Kai",3
"Hall__Tony",0
"Halverson__Richard",0
"Hamilton__Eric",0
"Hansen__Miriam",0
"Harada__Violet",0
"Hatfield__David",0
"Hauser__Sabine",7.5
"Hegedus__Stephen",0
"Heimlich__Michael",0
"Henson__Shelley",0
"Herman__Phillip",0
"Hester__Waverely",0
"Heuer__Dieter",0
"Hickey__Daniel_T.",0
