"","x"
"X__Der_Thanq_Chen",0
"Adams__Guy",0
"Archee__Raymond",0
"Artman__Henrik",0
"Baba__Yoshie",0
"Barrett__Kerrin_A.",0
"Barros__Beatriz",0
"Beers__Pieter_J.",0
"Benford__Steve",0
"Berkel__Thomas",0
"Bollen__Lars",0
"Boshuizen__Henny_P.A.",0
"Brave__Scott",0
"Carell__Angela",0
"Cerratto.Pargman__Teresa",0
"Chan__Carol",0.5
"Chan__Tak.Wai",25.6666666666667
"Chang__Ben",0
"Chang__Sung.Bin",0
"Chen__Chih.Ti",0
"Chen__Fei.Ching",0
"Chen__Zhi.Hong",0
"Cheng__Hercy_N.H.",0
"Chernobilsky__Ellina",2
"Ching__Emily",0
"Chou__Chih.Yueh",0.666666666666667
"Chow__Angela",0
"Chu__Hui_Chen",0
"Clark__Douglas_B.",0
"Clinton__Katherine_A.",0
"Cress__Ulrike",0
"Crook__Charles",0
"De_Laat__Maarten",0
"de_Lucena__Carlos_José_Pereira",0
"De_Wever__Bram",0
"DelMarcelle__Matt",0
"Deng__Yi.Chan",4.66666666666667
"Dennen__Vanessa_Paz",0
"Derry__Sharon",2
"Dimitracopoulou__Angelique",0
"Dirckinck.Holmfeld__Lone",0
"Dönmez__Pinar",0
"Dwyer__Nathan",0
"Effelsberg__Wolfgang",0
"Ertl__Bernhard",0
"Feltovich__Joan",0
"Feltovich__Paul",0
"Finke__Matthias",2
"Fischer__Frank",8
"Fitzpatrick__Geraldine",0
"Fraser__Danaë_Stanton",12
"Fries__Stefan",0
"Frohlich__David",0
"Fujitani__Satoru",0
"Fuks__Hugo",2
"Gerosa__Marco_Aurélio",2
"Gijselaers__Wim_H.",0
"Glassner__Amnon",0
"Gogoulou__Agoritsa",0
"Goh__Wendy",0
"Gouli__Evangelia",0
"Grigoriadou__Maria",0
"Group__Computing_Research",0
"Group__Forum._Japan_Research",0
"Haake__Joerg_M.",0
"Halfpap__Brad",0
"Harrer__Andreas",77
"Hauser__Sabine",0
"Hay__Kenneth_E.",0
"Herrmann__Thomas",0
"Hesse__Friedrich",0
"Hinn__D._Michelle",0
"Hisamatsu__Shin.ichi",0
"Hisamatsu__Shinichi",0
"Hmelo.Silver__Cindy",16
"Hoadley__Christopher_M.",0
"Hoeksema__Kay",0
"Hofer__Manfred",0
"Holmberg__Jesper",0
"Hoppe__Heinz_Ulrich",0
"Hoppe__Ulrich",20.6666666666667
"Huang__Hsien.Ming",0
"Hui__Diane",0
"Hung__David",0
"Huppertz__Peter",0
"Iwamura__Kimihiko",0
"Jan__Ming.Fong",0
"Jang__Howook",0
"Jansen__Marc",0
"Jiang__Huo.Ming",0
"Jochems__Wim",0
"Jones__Chris",0
"Kali__Yael",0
"Kamimura__John",0
"Kang__Myunghee",0
"Kapur__Manu",0
"Kato__Hiroshi",0
"Kienle__Andrea",6
"Kilner__Peter_G.",0
"Kim__Beaumie",0
"Kim__Bosung",2
"Kim__Kibum",0
"Kinzer__Charles_K.",0
"Kirk__Dave",0
"Kirk__David_S.",0
"Kirschner__Paul",0
"Klamma__Ralf",0
"Klopfer__Eric",0
"Kollar__Ingo",0
"KONG__Siu_Cheung",0
"Kopp__Birgitta",0
"Koschmann__Tim",0
"Kuhn__Deanna",0
"Kuhn__Markus",0
"KWOK__Lam_For",0
"LAM__Sau_Yin",0
"Lamon__Mary",0
"LaPointe__Deborah_K.",0
"Law__Nancy",0
"LeBaron__Curtis",0
"Lee__Eddy_Y._C.",0
"Lee__Jong.Eun_Roselyn",0
"Lee__Yu.Wei",0
"Lindtröm__Berner",0
"Lindwall__Oskar",0
"Linketscher__Nadja",0
"Liu__Lei",0
"Lonchamp__Jacques",0
"Lucena__Carlos_J.P.",0
"Lukosch__Stephan",0
"Lymer__Gustav",0
"Maldonado__Heidy",0
"Mandl__Heinz",0
"Marathe__Surabhi",0
"Martens__Rob",0
"Massler__Ute",0
"Mayorga__Jose_Ignacio",0
"McCarthy__John",0
"McLaren__Bruce",0
"Meier__Anne",0
"Menold__Natalja",0
"Miao__Yongwu",0
"Mills__Michael",0
"Miwa__Kazuhisa",0
"Miyake__Naomi",0
"Mochizuki__Toshio",0
"Moon__Kyungae",0
"Mor__Yishay",0
"Morishima__Yasunori",0
"Mühlpfordt__Martin",0
"Nagarajan__Anandi",0
"Nagata__Tomoko",0
"Nakahara__Jun",7
"Nakajima__Hiroshi",0
"Nass__Cliff",0
"Nishimori__Toshihisa",0
"Nussbaum__Miguel",0
"Oelinger__Maria",0
"Osada__Naoko",0
"Päivi__Häkkinen",0
"Pata__Kai",0
"Paulus__Trena_M.",0
"Paxton__Mark",0
"Pea__Roy",0
"Perry__Judy",0
"Pimentel__Mariano",0
"Pimentel__Mariano_Gomes",0
"Pinkwart__Niels",10.6666666666667
"Ploetzner__Rolf",0
"Price__Sara",0
"Raija__Hämäläinen",0
"Ramberg__Robert",0
"Reimann__Peter",0
"Reyes__Pablo",0
"Rohde__Markus",0
"Ronen__Miky",0
"Rosas__Ricardo",0
"Roschelle__Jeremy",0
"Rose__Carolyn",0
"Rosen__Joseph",0
"Rowland__Duncan",0
"Rummel__Nikol",0
"Russell__Donna",0
"Rysjedal__Kurt",0
"Saab__Nadira",0
"Samarakou__Maria",0
"Sampson__Victor_D.",0
"Sanna__Järvelä",0
"Sarapuu__Tago",0
"Scheele__Nicolai",0
"Schellens__Tammy",0
"Schneiderheinze__Art",0
"Scholl__Jeremiah",0
"Schönemann__Jochen",0
