"","x"
"Aal__Konstantin",5
"Abdu__Rotem",0
"Acosta__Alisa",4
"Adams.Wiggins__Karlyn_R.",1
"Adamson__David",13
"Ahn__June",12
"Alam__Alisha",3
"Alterman__Richard",1
"Andrade__Luis",3
"Andrade__Luis_A.",2
"Anton__Gabriella",5
"Arastoopour__Golnaz",2
"Arvaja__Maarit",0
"Asensio.Pérez__Juan_I.",4
"Ashe__Colin",4
"Ashe__David",4
"Atam__Meryem",5
"Avramides__Katerina",2
"Axelsson__Michael",3
"Babiuch__Ryan",6
"Baghaei__Nilufar",3
"Bairral__Marcelo_A.",0
"Barrat__Alain",5
"Barron__Brigid",2
"Basheri__Mohammed",3
"Beall__Mike",7
"Beishuizen__Jos",2
"Ben.Zvi__Dani",1
"Berland__Matthew",2
"Bétrancourt__Mireille",4
"Bhatnagar__Sameer",5
"Bielaczyc__Katerine",2
"Biemans__Harm_J.A.",2
"Black__John_B.",2
"Blair__Kristen_Pilner",4
"Blanton__Amos",2
"Blikstein__Paulo",1
"Block__Florian",7
"Bodemer__Daniel",4
"Bonsignore__Elizabeth",9
"Borchers__Moritz",4
"Bowers__Janet",7
"Bowles__Jeffrey",4
"Bozelle__Christelle",4
"Brassil__Chad",5
"Brecht__John",5
"Brekelmans__Mieke",3
"Brett__Clare",2
"Bryant__Kelvin_S.",3
"Buder__Jürgen",3
"Buis__Stan",2
"Bull__Susan",2
"Burd__Liz",3
"Butler__Brian_S.",3
"Cafaro__Francesco",5
"Çakır__Murat_Perit",0
"Cardella__Monica_E.",2
"Castro__Maritza",4
"Ceratto.Pargman__Teresa",2
"Chae__Hui_Soo",3
"Chan__Carol",4
"Chanel__Guillaume",4
"Chang__Chih.Hsuan",5
"Charles__Elizabeth_S.",5
"Chen__Bodong",4
"Chen__Fei.Ching",2
"Chen__Gaowei",9
"Chen__Jennifer_King",7
"Chen__Jingping",3
"Chen__Mei.Hwa",4
"Chen__Wenli",3
"Chesler__Naomi",2
"Chieu__Vu_Minh",1
"Ching__Dixie",5
"Chinn__Clark",10
"Chiru__Costin.Gabriel",2
"Choi__Gi_Woong",5
"Christiansen__Ellen",1
"Chu__Samuel_Kai_Wah",2
"Clariana__Roy",2
"Clark__Douglas_B.",5
"Clarke.Midura__Jody",3
"Clarke__Sherice_N.",9
"Clegg__Tamara",9
"Cober__Rebecca",9
"Cohen__Shavit",2
"Coopey__Eric",2
"Cordova__Jacqueline",3
"Cortes__Angelica",3
"Courey__Sue",5
"Courey__Susan_J.",3
"Craft__Brock",2
"Cress__Ulrike",10
"Cuendet__Sébastien",1
"Curwood__Jen_Scott",2
"D.Angelo__Cynthia",2
"Dahlgren__Matthew",4
"Danahy__Ethan",2
"Danish__Joshua",7
"Dascalu__Mihai",2
"Datoo__Mehjabeen",4
"Davidsen__Jacob",1
"Davis__Don",2
"Davis__Pryce",7
"De.Groot__Reuma",11
"de_la_Torre__Luis",3
"De_Wever__Bram",2
"Dede__Chris",3
"DeLeeuw__Krista",3
"DeLiema__David",2
"Demetriou__Skevi",2
"Dennen__Vanessa",1
"Derry__Sharon",1
"Desjarlais__Melissa",3
"Dessus__Philippe",2
"Diamond__Judy",7
"Dianovsky__Michael",3
"Dillenbourg__Pierre",11
"Dimitriadis__Yannis",8
"Ding__Nan",6
"Dini__Lorena",5
"Dormido__Sebastian",3
"Dowell__John",1
"Drachman__Raul",3
"Dragon__Toby",12
"Druin__Allison",9
"Dugdale__Michael",5
"DuMont__Maneksha",1
"Duncan__Ravit",3
"Duncan__Sean_C.",0
"Dyke__Gregory",10
"Easterday__Matthew",3
"Eberbach__Catherine",2
"Eberle__Julia",5
"Eck__Adam",5
"Edbauer__Marie.Theresa",4
"Edelmann__Jörg",4
"Engelmann__Tanja",2
"Enyedy__Noel",2
"Eriksson__Thommy",3
"Erkens__Gijsbert",3
"Evans__E._Margaret",7
"Evenstone__Amanda",4
"Ferreira__Deller_James",1
"Fields__Deborah",3
"Filsecker__Michael",1
"Fischer__Frank",25
"Fischer__Martin_R.",2
"Fong__Cresencia",6
"Fornara__Fabrizio",1
"Franz__Paul",7
"Fu__Ella_L.F.",2
"Fujita__Nobuko",1
"Funk__Alexandra_L.",2
"Galyen__Krista",6
"Games__Alex",5
"Garbrick__Amy",2
"Garzon__Myriam_Sofia_Rodriguez",3
"Gaydos__Matthew",7
"Gegenfurtner__Andreas",2
"Georgiou__Yiannis",3
"Gerber__Elizabeth",3
"Ghèzala__Henda_Hajjami_Ben",3
"Giang__Michael",2
"Gielen__Mario",1
"Glass__Michael",3
"Gnesdilow__Dana",4
"Goggins__Sean_P.",1
"Goldman__Shelley",4
"Gravel__Brian",2
"Gray__Tene",3
"Greeno__James_G.",9
"Gressick__Julia",1
"Griffin__Joe",6
"Grotzer__Tina",3
"Grotzer__Tina_A.",1
"Grover__Shuchi",3
"Gruson__Brigitte",1
"Gubbels__Michael",6
"Guha__Mona_Leigh",6
"Gunnarsson__Bjorn_Levi",1
"Haas__Jason",3
"Hadjichambi__Demetra",3
"Hadjichambis__Andreas",3
"Halterman__Joshua_S.",1
"Halverson__Rich",7
"Halverson__Richard",2
"Harrer__Andreas",8
"Harris__Christopher",2
"Haselton__Matthew",1
"Hashida__Tomoko",3
"Hassman__Katie_DeVries",3
"Hatfield__David",5
"Hausknecht__Simone_Nicole",2
"Hayashi__Yugo",0
"Hedrick__Ben",4
"Heradio__Ruben",3
"Herbst__Patricio",1
"Hernández__Juan_Carlos",4
"Herrmann__Thomas",3
"Hesse__Friedrich_W.",4
"Hewitt__Jim",2
"Hickey__Daniel_T.",2
"Hickey__Daniel_Thomas",1
"Higgins__Steven",2
"Hirayama__Ryoya",5
"Hmelo.Silver__Cindy",5
"Hod__Yotam",1
"Hoffman__Dan",2
"Holden__Jeremiah_I.",0
"Hong__Huang.Yao",3
"Hoppe__Ulrich",5
"Horn__Michael",7
"Hourcade__Juan_Pablo",6
"Howley__Iris",9
"Hsiao__I.Han",3
"Huang__Jason",3
"Huang__Kun",1
"Hussain__Abid",3
"Iida__Makoto",3
"Ioannou__Andri",2
"Itow__Rebecca_C.",1
"Jackson__Corey",3
"Jang__Hyeju",4
"Janssen__Jeroen",3
"Jara__Carlos",3
"Järvelä__Sanna",1
"Jeong__Allan",1
"Jermann__Patrick",3
"Jiménez__Osvaldo",4
"Jimenez__Priscilla",3
"Johri__Aditya",2
"Jones__Tamecia_R.",2
"Jorrín.Abellán__Iván_M.",4
"Ju__Wendy",1
"Kaendler__Celia",4
"Kafai__Yasmin",2
"Kamarainen__Amy_M.",3
"Kang__Raymond",5
"Karlsson__Göran",3
"Kasemodel__Craig",7
"Katz__Sandra",9
"Kay__Judy",4
"Ke__Fengfeng",0
"Kelly__Nick",3
"Kennedy.Clark__Shannon",3
"Khezami__Safè",3
"Kici__Derya",4
"Kienle__Andrea",2
"Kiesewetter__Jan",2
"Kim__Jihie",2
"Kim__Jung_Hee",3
"Kim__Kyung",2
"Kim__Mi_Song",1
"Klopfer__Eric",10
"Kniss__Joe",4
"Knogler__Maximilian",2
"Kocherla__Kiran",3
"Kohen.Vacs__Dan",2
"Kolikant__Yifat_Ben.David",2
"Kollar__Ingo",12
"Kolodziej__Richard",2
"Kopp__Birgitta",1
"Kötteritzsch__Anna",5
"Kozlov__Michail",2
"Krämer__Nicole",3
"Kubota__Yoshihiko",5
"Kvam__Nicholas",4
"Kwah__Helen",5
"Kwan__Geoffrey",7
"Kynigos__Chronis",8
"Kyza__Eleni",3
"Laffey__James",1
"Laffey__James_M.",6
"Lammers__Jayne_C.",2
"Land__Susan_M.",5
"Langer__Sybille",3
"Laru__Jari",1
"Lasry__Nathaniel",5
"Lavoué__Élise",3
"Law__Nancy",5
"Lee__Jiyeon",2
"Lee__Woon_Jee",1
"Lei__Chunlin",2
"Lenton__Kevin",5
