"","x"
"X_",3
"Abrahamson__Dor",4
"Ackermann__Edith",9
"Alejandre__Suzanne",5
"Alibali__Martha_Wagner",1
"Allbritton__David",4
"Allert__Heidrun",1
"Amar__Bob",5
"Andrews__Carleen",2
"Angelillo__C.",1
"Aronis__John",4
"Asgari__Mahboubeh",8
"Ash__Doris",3
"Asmussen__Erik",9
"Atkins__Leslie_J.",0
"Au__Julie",2
"Auderset__Pierre.Benoit",2
"Azevedo__Flavio",6
"Azevedo__Roger",2
"Bain__Robert_B.",2
"Baker__Ryan_Shaun",2
"Baloian__Nelson",3
"Bannon__Liam",6
"Barab__Sasha",1
"Barak__Moshe",0
"Barnett__Michael",6
"Barnett__Mike",3
"Barron__Brigid",15
"Bartholome.__Tobias",2
"Basu__Anindita",9
"Baylor__Amy_L.",0
"Beckett__Kelly_L.",1
"Begel__Andrew",6
"Bell__Philip",8
"Bereiter__Carl",1
"Berland__Matthew_W.",4
"Best__Rachel",4
"Bevis__Korin_J.",5
"Blair__Kristen_P.",1
"Blikstein__Paulo",2
"Blumenfeld__Phyllis",6
"Bowers__Janet_S.",1
"Bowman__Cassie",4
"Brenner__Mary_Betsy",3
"Brenninkmeyer__Lawrence_D.",2
"Breuer__Henning",3
"Bromme__Rainer",12
"Bruckman__Amy_S.",5
"Bryant__Shaundra",9
"Cassell__Justine",9
"Catrambone__Richarad",2
"Cavallo__David",11
"Cavallo__David_P.",2
"Chambers__Eric_Karl",1
"Chang__Juyu",3
"Chang__N.M.",2
"Charles__Elizabeth_S.",1
"Chavez__Dawn",6
"Chen__David",2
"Chen__Fei.ching",0
"Chen__Siyu",9
"Chernobilsky__Ellina",2
"Ching__Cynthia_Carter",10
"Chinn__Clark",1
"Cho__Moon.Heum",4
"Choi__Sunhee",2
"Ciolfi__Luigina",6
"Clark__Douglas_B.",0
"Clarke__Jody",4
"Cobb__Paul",9
"Collazos__Ce.sar_A.",4
"Collins__Allan",2
"Corbett__Albert_T.",2
"Cornelius__Lindsay_L.",0
"Cortina__Jose_Luis",3
"Creighton__Laura",1
"Cress__Ulrike",1
"Crowley__Kevin",5
"d.Apollonia__Sylvia_T.",1
"DaCosta__Maria_Carolina",1
"Dai__James",9
"Davis__Elizabeth_A.",2
"de_Osuna__Jennifer_Garcia",3
"Dede__Chris",4
"del_Valle__Rodrigo",3
"DelMarcelle__Matt",1
"Deni__Leah",6
"Derry__Sharon",1
"Dillenbourg__Pierre",2
"diSessa__Andrea",6
"Doane__William_E._J.",5
"Doppelt__Yaron",1
"Duffy__Thomas",3
"Duschl__Richard",5
"Edelson__Daniel",8
"Egmon__Jean",2
"Eguchi__Amy",2
"Eisenberg__Michael",1
"Esmonde__Indigo",1
"Fasse__Barbara_Burks",0
"Fernaeus__Ylva",2
"Ferris__Kieran",6
"Finke__Coe_Leta",5
"Fischer__Frank",10
"Fishman__Barry",5
"Fishman__Barry_J.",1
"Floyd__Randy_G.",3
"Foley__Brian_J.",1
"Ford__Michael_J.",0
"Forsyth__Lachlan",2
"Fournier__Janice_E.",0
"Gallagher__Paul",6
"Galton__Ayala",4
"Gazit__Elchanan",2
"Geier__Robert",5
"Gerjets__Peter",3
"Germine__Laura",3
"Goldman__Rachel",2
"Goldman__Shelley",2
"Goldman__Shelley_V.",1
"Goldman__Susan",9
"Gomez__Louis",3
"Gordon__Andrew_S.",0
"Gotwals__Amelia_Wenk",1
"Gouldstone__Ian",9
"Grant__Jamillah_M.",3
"Guerrero__Luis_A.",4
"Guizzardi__Renata",3
"Guzdial__Mark",1
"Gwon__Yu.sun",1
"Hall__Rogers",3
"Hall__Tony",6
"Halverson__Erica",0
"Hancock__Chris",6
"Hand__Victoria_M.",5
"Hapgood__S.",3
"Harada__Violet_H.",5
"Harris__Bruce",5
"Hayes__Gillian_R.",5
"Hedman__Anders",6
"Hendrix__Susan",1
"Hesse__Friedrich.Wilhelm",1
"Hickey__Daniel",6
"Hickey__Daniel_T.",2
"Hickey__Nora",6
"Higginbotham__Thomas",3
"Hindo__Claudia",2
"Hmelo.Silver__Cindy",4
"Hoadley__Christopher_M.",1
"Hodge__Lynn",6
"Holmberg__Jesper",2
"Hoppe__Ulrich",3
"Hsi__Sherry",5
"Hung__Woei",4
"Ishii__Norio",3
"Ishiyama__Taku",2
"Johnson__Zanette",9
"Johri__Aditja",9
"Jonassen__David",4
"Joseph__Diana",7
"Joseph__Diana_M.",1
"Jucks__Regina",10
"Jurow__A._Susan",1
"Katz__Sandra",4
"Kehoe__Colleen",9
"Ketelhut__Diane_Jass",4
"King__Heather",5
"Kirby__Joshua_A.",1
"Klopfer__Eric",10
"Kobayashi__Hiroko",0
"Koch__Melissa",3
"Koedinger__K.R.",2
"Koedinger__Ken_R.",2
"Kolodner__Janet",2
"Koschmann__Timothy",3
"Krajcik__Joseph",8
"Krajcik__Joseph_S.",1
"Krupnick__Charles",3
"Kurz..Milcke__Elke",2
"Kwon__Samuel_M.",1
"Kyza__Eleni_A.",0
"La_Torre__Deborah",1
"Lahav__Orly",1
"Lamberty__K.K.",1
"Lamon__Mary",2
"Langford__Heather",6
