"","x"
"X__III",3
"Abowd__Gregory_D.",4
"Adler__Annette",4
"Allen__Robert_B.",2
"Andriessen__J.E.B.",2
"Arias__Ernesto_G",4
"Awalt__Carolyn",6
"Barak__Miri",1
"Barrows__Howard_S.",2
"Bers__Marina_U",0
"Bers__Marina_Umaschi",1
"Best__Michael_L.",1
"Blankinship__Erik",1
"Borovoy__Richard_D",2
"Brett__Clare",2
"Breuleux__Alain",6
"Brown__Matthew_W.",1
"Bruckman__Amy_S.",2
"Cambridge__Darren_R",0
"Cameron__Terri",2
"Carroll__John_M",1
"Carroll__John_M.",3
"Cassell__Justine",1
"Cheeseman__Robin",1
"Ching__Cynthia_Carter",0
"Christal__Mark",3
"Cole__Karen_A.",2
"Conrad__William_H.",3
"Cox__Richard",5
"Crooks__Steven_M.",2
"Cuthbert__Alex_J.",0
"da_Graca_Pimentel__Maria",4
"Dillenbourg__Pierre",1
"Dillenbourg__Pierre_J.",1
"Dineen__Finbar",5
"Dirckinck.Holmfeld__Lone",1
"Dori__Yehudit_J.",1
"Edelson__Daniel",2
"Eden__Hal",4
"Ellis__Jason_B.",2
"Emery__Katherine",1
"Enyedy__Noel",1
"Enyedy__Noel_D.",1
"Estes__Nolan",6
"Fairweather__Peter_G.",2
"Fenton__Jamie",3
"Ferneding__Karen",3
"Fischer__Gerhard",4
"Fjuk__Annita",1
"Fleschutz__Maria",2
"Fruchter__Renate",1
"Fulton__Kathleen",2
"Fusco__Judi",3
"Garland__Iris",2
"Gibson__Shanan_G",3
"Gifford__Bernard_R.",1
"Gilbert__Stephen_B",0
"Gill__Zann",0
"Gomez__Louis",1
"Gorman__Andrew",4
"Guzdial__Mark",11
"Hakkarainen__Kai",2
"Harris__Carl",4
"Hashizume__Hiromichi",2
"Haythornthwaite__Caroline_A",0
"Heilesen__Simon",1
"Henze__Nicola",2
"Hewitt__Jim",1
"Hmelo.Silver__Cindy.Day__Roger_S",1
"Ho.Ching__Wai.ling",4
"Hoadley__Christopher_M.",1
"Holmer__Torsten",3
"Hoppe__Ulrich",1
"Hunter__William",6
"Inkpen__Kori",4
"Ioannidou__Andri",2
"Ishiguro__Yoshihide",4
"Ito__Mizuko",4
"Jackson__Randolph_L.",1
"Jermann__Patrick_R",1
"Johnson__Andy_P",0
"Jones__Christopher_R",0
"Jump__Otak",2
"Kanselaar__G.",2
"Kato__Hiroshi",2
"Katz__Sandra",1
"Kerce__Clayton",6
"Kerimbaev__Bolot",4
"Kolodner__Janet.Nagel__Kristine",0
"Koschmann__Timothy_D.",0
"Kozma__Robert",0
"Krange__Ingeborg",1
"Kuederle__Oliver",4
"Kusunoki__Fusako",2
"Kvan__Thomas",2
"Kynigos__Chronis",0
"Laferriere__Therese",6
"Laffey__Jim",4
"Lakkala__Minna",2
"Lee__John",5
"Lehtinen__Erno",2
"Linde__Charlotte",4
"Lipponen__Lasse",0
"Ludovice__Pete",6
"Lyons__Eric",6
"Maher__Mary_Lou",0
"Martin__Fred",2
"Mayes__Terry",5
"McKendree__Jean",5
"McLean__Robert_S.",0
"Miao__Yongwu",2
"Morley__Tom",6
"Mühlenbrock__Martin",1
"Munroe__Michael",3
"Muukkonen__Hanni",2
"Mynatt__Elizabeth_D",4
"Nagarajan__Anandi",1
"Nason__Rod",2
"Neale__Dennis_C.",4
"Nejdl__Wolfgang",2
"Nurmela__Kari_A",2
"O.Day__Vicki_L.",4
"O.Donnell__Gabriel",1
"Owston__Ron",6
"Palonen__Tuire",2
"Pannoni__Robert_L.",2
"Penuel__William.Korbak__Christine",2
"Pfister__Hans.Rüdiger",3
"Phillips__Jonathan",2
"Plaisant__Catherine",4
"Puntambekar__Sadhana",0
"Puthoff__Adrienne_Kennedy",3
"Realff__Matthew",6
"Reimer__Todd_C.",1
"Repenning__Alexander",2
"Resnick__Mitchel_L.",2
"Resta__Paul",6
"Resta__Paul_E.",3
"Rose__Anne",6
"Rubloff__Gary",4
"Ruhleder__Karen",0
"Ryokai__Kimiko",1
"Salter__Richard",4
"Satterwhite__Robert_C.",2
"Schank__Patricia_K",3
"Scharff__Eric",4
"Schlager__Mark",3
"Scott__Stacey_D.",4
"Shneiderman__Ben",4
"Shoemaker__Garth_B._D.",4
"Shrader__Gregory_W.",1
"Singley__Mark_K.",2
"Sipusic__Michael_J.",2
"Smith__Brian_K",1
"Smith__Randall_B.",2
"Söntgens__Kirsten",0
"Sørensen__Elisebeth_K.",1
"Sorensen__Elsebeth_K.",1
"Spoon__Lex",1
"Stahl__Gerry",0
"Steinmetz__Ralf",3
"Stenning__Keith",5
"Stroup__Walter",1
"Sugimoto__Masanori",2
"Sukel__Katherine",6
"Suthers__Dan",0
"Suzuki__Hideyuki",2
"Swerling__Steven",2
"Takle__Eugene_S.",1
"Tanikawa__Yukiko",2
"Teles__Lucio",2
"Teplovs__Chris",1
"Tiessen__Esther_L",1
"Traum__David",1
"Tupper__Tom",4
"Van_Metre__Christina_A.",3
"Veerman__Arja_L.",2
"Vera__Alonso",2
"Wang__Minjuan",4
"Wang__Xinchun",2
"Wangemann__Paul",4
"Ward__Douglas_R.",1
"Wasson__Barbara",0
"Wessner__Martin",3
"Wilensky__Uri_J.",1
"Winn__William",1
"Wolpers__Martin",2
"Woodruff__Earl",2
"Woodruff__Earl_E.",0
"Wortham__Donald_W",0
"Yip__Wan_Hung",2
"Zaritsky__Raul",3
"Zentel__Peter",2
