"","x"
"X__College_of_Computing",2
"Arias__Ernesto",1
"Baecker__Ronald",3
"Bakardjieva__Maria",2
"Baker__Michael",2
"Baker__Michelle",2
"Barkai__Reuma_DeGroot",5
"Becker__Marci",3
"Bell__Philip",0
"Bos__Nathan",2
"Bracewell__Robert",2
"Bransford__John_D.",2
"Breuleux__Alain",2
"Bronack__Stephen_C.",0
"Brophy__Sean_P.",2
"Bruckman__Amy",2
"Calvert__Tom",2
"Campos__Milton",0
"Chi__Michelene_T._H.",1
"Cohen__Bruce",3
"Cohen__Judith_Levy",2
"Cole__Michael",1
"Collins__Jason",4
"Collison__George",2
"De_Vries__Erica",2
"Dueber__Bill",1
"Duffy__Tom",1
"Edelson__Daniel",5
"Eden__Hal",2
"Enyedy__Noel",2
"Eurelings__Anneke",1
"Fishman__Barry_J.",1
"Flor__Nick_V.",1
"Frederiksen__John_R.",1
"Gay__Geraldine",1
"Gay__Geri",1
"Gifford__Bernard_R.",2
"Goldman__Melanie",0
"Gomez__Louis",6
"Graves__David",1
"Greer__Jim",4
"Groeneboer__Chris",3
"Guzdial__Mark",8
"Hakkarainen__Kai",1
"HÄuuml.bscher__Roland",8
"Hmelo__Cindy",8
"Hoadley__Christopher_M.",1
"Hosoya__Katsumi",3
"Hsi__Sherry",2
"Hsi__Sherry_H.",1
"Institute_of_Technology__Georgia",2
"Issroff__Kim",2
"Jeong__Heisawn",1
"Jones__Ann",2
"Jurema__Ana",1
"Kakuta__Susumu",3
"Kalmon__Stevan",1
"Kaptelinin__Victor",1
"Kato__Hiroshi",5
"Kawanobe__Akihisa",3
"Klawe__Maria",1
"Kolodner__Janet",13
"Kozma__Robert",3
"Kumar__Vive",4
"Kupperman__Jeff",2
"Kuzuoka__Hideaki",5
"Laferriere__Therese",2
"Lang__Ruth",3
"Lasse__Lipponen",1
"Levy.Neumand__Edith",5
"Li__Yibing",3
"Lin__Xiaodong",3
"Loh__Ben",5
"Lund__Kristine",2
"Maglio__Paul_P.",1
"Martin__Wendy",1
"Masterton__Simon",0
"McCalla__Gordon",4
"Meagher__Paul",4
"Miki__Hiroyuki",5
"Moeller__Babette",2
"Morse__Doug",3
"Nagel__Kris",8
"Newstetter__Wendy",8
"Nilsson__Jörn",0
"O.Rourke__Maureen",1
"O.Shea__Tim",3
"Oshima__Jun",0
"Petrosino__Anthony_J.",2
"Pfaffman__Jay",2
"Poplar__Stephen",3
"Posner__Ilona",3
"Puntambekar__Sadhana",8
"Radinsky__Josh",5
"Reiser__Brian",6
"Rieger__Robert",1
"Ronteltap__Frans",1
"Rudmin__Floyd",1
"Russell__Eric",5
"Scanlon__Eileen",6
"Schank__Patricia",3
"Schank__Patricia_K.",1
"Schlager__Mark",3
"Schlager__Mark_S.",1
"Schwartz__Daniel_L.",2
"Schwarz__Baruch",5
"Shabo__Amnon",8
"Shaffer__David_Williamson",0
"Sharma__Munish",3
"Sipusic__Mike",3
"Smith__Randall",3
"Stahl__Gerry",0
"Stephen__Mary_L.",0
"Stevens__Reed",0
"Stockley__Denise",3
"Stuart__Barb",0
"Suthers__Dan",2
"Suzuki__Hideyuki",5
"Svartdal__Frode",1
"Svedemar__Micke",0
"Tabak__Iris",1
"Tcherni__Anna",5
"Teles__Lucio",0
"The_Cognition_and_Technology_Group",2
"Tiessen__Esther_L.",1
"Tinker__Robert",2
"Toth__Eva_Erdosne",2
"Turbovsk__Anat",5
"Turns__Jennifer",8
"Vahey__Phil",2
"Wallace__Raven",2
"Ward__Douglas_R.",1
"Weiner__Arlene",2
"White__Barbara_Y.",1
"Whitelock__Denise",1
"Yamazaki__Akiko",5
"Yamazaki__Keiichi",5
