"","x"
"Aalst__Jan_van",1
"Admiraal__Wilfried",2
"Allert__Heidrun",2
"Allmendinger__Katrin",3
"Amelsvoort__Marije_van",1
"Anderson__Richard_J.",4
"Anderson__Ruth_E.",4
"Andreassen__Eskil_F.",2
"Andriessen__Jerry",1
"Anido.Rifón__Luis_E.",2
"Avouris__Nikolaos_M.",2
"Ayala__Gerardo",0
"Baggetun__Rune",1
"Baker__Michael_J.",3
"Barnhart__Amber",5
"Basu__Anindita",1
"Beck__Robert_J.",2
"Benford__Steve",4
"Beuschel__Werner",0
"Bouillion__Lisa",3
"Boxtel__Carla_A._M._van",3
"Bruggen__Jan_van",2
"Caeiro__Manuel",2
"Cao__Yang",1
"Caspar__Franz",4
"Cavallo__David",1
"Chan__Carol_K._K.",1
"Chanier__Thierry",1
"Chen__Weiqin",2
"Cohen__Jonathan",3
"Conlee.Stevens__Mindy",5
"Dai__James",3
"Dawabi__Peter",2
"Dimitracopoulou__Angelique",1
"Dimitriadis__Yannis_A.",2
"Dolonen__Jan",2
"Dragsnes__Steinar",1
"Dreher__D.",3
"Drie__Jannet_van",3
"Druin__Allison",3
"Duffy__Tom",2
"Erkens__Gijsbert",3
"Fernandez__Alejandro",2
"Fidas__Christos",2
"Fiehn__T.",5
"Fischer__Frank",3
"Fitzgerald__William_J.",2
"Foyn__B.",2
"Fraser__Danae_Stanton",3
"Fraser__Mike",4
"Fuente__P._de_la",2
"Gaßner__Katrin",4
"Girardeau__Laura_E.",2
"Gomez__Louis",3
"Graner__Mark",3
"Greer__Jim_E.",1
"Griswold__William_G.",3
"Guribye__Frode",2
"Haake__Jörg_M.",1
"Hakkarainen__Kai",3
"Häkkinen__Päivi",3
"Hammer__David_M.",3
"Harrer__Andreas",4
"Herrmann__Kai",4
"Hesse__Friedrich_W.",3
"Hodgson__Vivien",1
"Hoppe__Heinz_Ulrich",4
"Hübscher.Younger__Teresa",1
"Huing__K.",4
"Hundhausen__Christopher_D.",2
"Iacucci__Carlo",2
"Inagaki__Shigenori",4
"Jansen__Marc",4
"Järvelä__Sanna",2
"Jensen__Nils",3
"Jochems__Wim_M._G.",2
"Juvina__Ion",1
"Kanselaar__Gellof",3
"Kargiotakis__Georgios",4
"Kessels__Joseph",3
"Kirschner__Paul",4
"Klawe__Maria_M.",3
"Kollias__Vassilios_P.",4
"Komis__Vassilis",2
"Koschmann__Timothy",5
"Kreijns__Karel",2
"Kusunoki__Fusako",4
"Laat__Maarten_De",1
"Lally__Vic",1
"Lauer__Tobias",5
"Law__Nancy",1
"Lee__John",2
"Lehtinen__Erno",3
"Lienhard__Jochen",5
"Llamas__Martín",2
"Louca__Loucas",3
"Ludvigsen__Sten_R.",1
"Lund__Kristine",3
"Madrazo__Leandro",0
"Mäkitalo__Kati",3
"Mamalougos__Nektarios_G.",4
"Mandl__Heinz",3
"Martínez.Monés__Alejandra",2
"Maus__E.",2
"Mørch__Anders_I.",3
"Moriya__Kazuyuki",4
"Moshaiov__Amiram",0
"Mulder__Ingrid",3
"Narayanan__N._Hari",1
"Nejdl__Wolfgang",5
"Nurmela__Kari",3
"O.apos.Malley__Claire",4
"Okada__Masaya",4
"Olbrich__Stephan",3
"Oostendorp__Herre_van",1
"Ophoff__Jacques_G.",4
"Ottmann__Thomas",5
"Pain__Helen",2
"Palonen__Tuire",3
"Pata__Kai",1
"Pauksztat__B.",2
"Petrou__Argiro",1
"Pol__Jakko_van_der",2
"Pöysä__Johanna",2
"Price__Sara",3
"Puntambekar__Sadhana",1
"Quignard__Matthieu",3
"Ratto__Matt",3
"Reffay__Christophe",1
"Reimann__Peter",1
"Reyes__Pablo",1
"Richter__Christoph",2
"Robbs__Julie",5
"Rogers__Yvonne",3
"Rummel__Nikol",4
"Säljö__Roger",0
"Sarapuu__Tago",1
"Schornstein__Katrin",4
"Schümmer__Till",1
"Seipel__Stefan",3
"Séjourné__Arnauld",3
"Shapiro__R._Benjamin",3
"Simons__R..J.",2
"Smith__Hilary",3
"Solheim__Ivar",2
"Spada__Hans",7
"Stahl__Gerry",0
"Stanton__Danae",4
"Sugimoto__Masanori",4
"Suthers__Dan",2
"Swaak__Janine",3
"Takatoki__Kuniyoshi",4
"Tarumi__Hiroyuki",4
"Tchounikine__Pierre",1
"Trahasch__Stephan",5
"Troitzsch__H.",3
"Truong__Tan_Minh",3
"Ulicsak__Mary_Helen",0
"Vamvakoussi__Xanthi",4
"VanDeGrift__Tammy",4
"Vosniadou__Stella",4
"Wasson__Barbara",2
"Wessner__Martin",2
"Wolfman__Steven_A.",4
"Wong__Elaine",1
"Wu__Mike",3
"Yamada__Akimichi",4
"Yasuhara__Ken",4
"Yoshida__Mizuki",4
"Yoshikawa__Atsushi",4
"Young__Michael_F.",1
"Young__Nata",5
"Zemel__Alan",5
"Zenios__Maria",1
"Zumbach__Jörg",1
"Zupancic__Bernd",5
