"","x"
"X_",6
"Agganis__Aggelici",5
"Ahem__Terence_C.",1
"Ahern__Terence_C.",0
"Ashmore__Lora",5
"Bank__Curtis_Jay",1
"Barfurth__Marion_A.",0
"Baumgartner__Eric",5
"Becker__Frank",5
"Belisle__Claire",1
"Bell__Philip",2
"Bereiter__Carl",2
"Bliss__Traci",1
"Booth__Kellogg_S.",3
"Bowers__Janet",0
"Bras__Bert",6
"Brazile__Robert",2
"Bricker__Lauren_J.",4
"Brophy__Sean_P.",0
"Campbell__Keith",1
"Carlson__David",3
"Cerratto__Teresa",1
"Chan__Tak.Wai",1
"Chou__Chih.Yueh",1
"Christiansen__Ellen",1
"Chyung__Seung.Youn",2
"Clement__John",1
"Cockburn__Andy",1
"Cole__Karen_A.",0
"Collings__Penny",1
"Conlee__Melinda",2
"Crawford__Teresa",1
"D.Amico__Laura",3
"Dalmau__Mary_C.",3
"Davis__Elizabeth_A.",2
"Davis__James_R.",1
"De_Jong__Frank_P._C._M.",1
"Dirckinck.Holmfeld__Lone",1
"Driscoll__Marcy_P.",1
"Duckett__George",6
"Eales__R._T._Jim",1
"Edelson__Daniel",3
"Ekeblad__Eva",1
"Erkens__Gijsbert",1
"Favorin__Marjo",0
"Ferraro__Anne",2
"Filho__Merval_Jurema",3
"Finkel__Elizabeth",5
"Fischer__Gerhard",0
"Fjuk__Annita",0
"Gaines__Brian_R.",1
"Gay__Marty",6
"Geisler__Cheryl",2
"Gerson__Dan",6
"Glenn__Phillip_J.",2
"Goldman__Shelley",1
"Gomez__Louis",3
"Goodrum__David_A.",2
"Greenberg__Saul",3
"Gustafson__Edwin",5
"Gutwin__Carl",2
"Guzdial__Mark",13
"Heeren__Elske",0
"Herrmann__Françoise",0
"Hmelo.Silver__Cindy",10
"Hutama__Danny_C.",4
"Huttenlocher__Daniel_P.",1
"Ibsen__David_J._S.",0
"Ide__Akiko",1
"Inkpen__Kori",3
"Jonassen__David_H.",0
"Jurema__Ana_Cristina_L._A.",3
"Kanselaar__Gellof",1
"Kata__Hiroshi",1
"Kato__Hiroshi",1
"Katz__Sandra",0
"Kelly__Gregory_J.",1
"Kent__Todd",5
"King__Kira_S.",1
"Kinzie__Mable",5
"Klawe__Maria",4
"Kolodner__Janet",5
"Koschmann__Timothy",2
"Laczko__Jason",5
"Lan__William",2
"Larsen__Valerie",5
"León__Rigoberto",2
"Lima__Maria_Edite_Costa",3
"Lindeman__Bruce",5
"Lindström__Berner",1
"Linn__Marcia",2
"Mahling__Dirk_E.",2
"Marayanan__En._Hari",5
"Marquez__Jorge",2
"Mazur__Joan",1
"Mcconnell__David",0
"Mccown__R._R.",1
"Mensink__Jos_G._B.",1
"Milter__Richard_G.",1
"Monaghan__James_M.",1
"Moore__Terry_Lee",6
"Moschkovich__Judit",1
"Mulholland__Jim",6
"Nakakoji__Kumiyo",1
"Newsletter__Wendy_C.",5
"Nichols__David_M.",3
"O.Neill__D._Kevin",3
"O.Shea__Tim",3
"Oshima__Jun",2
"Painter__William",6
"Petrushin__Valery",5
"Phillips__Eileen",1
"Powers__Susan_M.",0
"Rappin__Noel",3
"Rathbun__Gail_A.",2
"Realff__Matthew",6
"Rein__Gail_L.",0
"Reiser__Brian",5
"Repenning__Alexander",2
"Repman__Judi",2
"Resta__Paul_E.",0
"Rogers__Edwin",2
"Rothenberg__Alex_I.",4
"Saito__Ron_S.",2
"Salinas__Bertha",2
"Sandoval__William",5
"Scanlon__Eileen",3
"Scardamalia__Marlene",2
"Schneider__Kurt",1
"Schwartz__Helen_J.",1
"Shaw__Mildred_L._G.",1
"Sherman__Lawrence_W.",0
"Shikano__Terry",6
"Shin__Dongil",2
"Shotsberger__Paul_G.",2
"Skogseid__Ingjerd",2
"Smith__Brian_K.",5
"Smith__Gareth",3
"Smith__Karan_B.",2
"Soloway__Elliot",5
"Sorrows__Bryan_B.",2
"Spell__Christopher_G.",2
"Spitulnik__Jeff",5
"Stahl__Gerry",2
"Stark__Gwen",2
"Stephens__Liz_C.",0
"Stinson__John_E.",1
"Studer__Scott",5
"Sugimoto__Taku",0
"Sumner__Tamara",2
"Suthers__Dan",1
"Suzuki__Hideyuki",1
"Swigger__Kathleen_M.",2
"Tabak__Iris",5
"Tanimoto__Steven_L.",4
"Taylor__Josie",3
"Trevor__Jonathan",3
"Turns__Jennifer",3
"Twidale__Michael_B.",3
"Upitis__Rena",3
"Vanegas__Jorge_A.",6
"Walch__James",0
"Walker__David",1
"Wallet__Katherine_B.",6
"Watt__Jeffrey_X.",1
"Weiner__Arlene",1
"Welsh__Jim",1
"Whitelock__Denise",3
"Wiburg__Karin_M.",0
"Winiecki__Donald_J.",1
"Wong__Tina_H.",4
"Yelland__Nicola",0
"Zhao__Yong",1
