"","x"
"X__Der_Thanq_Chen",1
"Adams__Guy",4
"Archee__Raymond",2
"Artman__Henrik",3
"Baba__Yoshie",2
"Barrett__Kerrin_A.",1
"Barros__Beatriz",6
"Beers__Pieter_J.",3
"Benford__Steve",8
"Berkel__Thomas",2
"Bollen__Lars",4
"Boshuizen__Henny_P.A.",3
"Brave__Scott",7
"Carell__Angela",3
"Cerratto.Pargman__Teresa",3
"Chan__Carol",3
"Chan__Tak.Wai",10
"Chang__Ben",3
"Chang__Sung.Bin",3
"Chen__Chih.Ti",4
"Chen__Fei.Ching",4
"Chen__Zhi.Hong",3
"Cheng__Hercy_N.H.",3
"Chernobilsky__Ellina",7
"Ching__Emily",4
"Chou__Chih.Yueh",5
"Chow__Angela",1
"Chu__Hui_Chen",4
"Clark__Douglas_B.",1
"Clinton__Katherine_A.",1
"Cress__Ulrike",0
"Crook__Charles",0
"De_Laat__Maarten",3
"de_Lucena__Carlos_José_Pereira",3
"De_Wever__Bram",3
"DelMarcelle__Matt",4
"Deng__Yi.Chan",7
"Dennen__Vanessa_Paz",1
"Derry__Sharon",7
"Dimitracopoulou__Angelique",0
"Dirckinck.Holmfeld__Lone",2
"Dönmez__Pinar",4
"Dwyer__Nathan",1
"Effelsberg__Wolfgang",4
"Ertl__Bernhard",2
"Feltovich__Joan",5
"Feltovich__Paul",3
"Finke__Matthias",6
"Fischer__Frank",6
"Fitzpatrick__Geraldine",8
"Fraser__Danaë_Stanton",9
"Fries__Stefan",4
"Frohlich__David",4
"Fujitani__Satoru",8
"Fuks__Hugo",5
"Gerosa__Marco_Aurélio",5
"Gijselaers__Wim_H.",3
"Glassner__Amnon",1
"Gogoulou__Agoritsa",3
"Goh__Wendy",1
"Gouli__Evangelia",3
"Grigoriadou__Maria",3
"Group__Computing_Research",0
"Group__Forum._Japan_Research",0
"Haake__Joerg_M.",2
"Halfpap__Brad",5
"Harrer__Andreas",12
"Hauser__Sabine",3
"Hay__Kenneth_E.",1
"Herrmann__Thomas",3
"Hesse__Friedrich",5
"Hinn__D._Michelle",2
"Hisamatsu__Shin.ichi",8
"Hisamatsu__Shinichi",3
"Hmelo.Silver__Cindy",9
"Hoadley__Christopher_M.",1
"Hoeksema__Kay",3
"Hofer__Manfred",4
"Holmberg__Jesper",2
"Hoppe__Heinz_Ulrich",3
"Hoppe__Ulrich",9
"Huang__Hsien.Ming",3
"Hui__Diane",0
"Hung__David",1
"Huppertz__Peter",2
"Iwamura__Kimihiko",7
"Jan__Ming.Fong",4
"Jang__Howook",3
"Jansen__Marc",3
"Jiang__Huo.Ming",4
"Jochems__Wim",3
"Jones__Chris",2
"Kali__Yael",1
"Kamimura__John",2
"Kang__Myunghee",3
"Kapur__Manu",2
"Kato__Hiroshi",8
"Kienle__Andrea",4
"Kilner__Peter_G.",1
"Kim__Beaumie",1
"Kim__Bosung",3
"Kim__Kibum",1
"Kinzer__Charles_K.",2
"Kirk__Dave",8
"Kirk__David_S.",1
"Kirschner__Paul",3
"Klamma__Ralf",2
"Klopfer__Eric",4
"Kollar__Ingo",2
"KONG__Siu_Cheung",2
"Kopp__Birgitta",2
"Koschmann__Tim",3
"Kuhn__Deanna",1
"Kuhn__Markus",3
"KWOK__Lam_For",2
"LAM__Sau_Yin",2
"Lamon__Mary",0
"LaPointe__Deborah_K.",1
"Law__Nancy",1
"LeBaron__Curtis",3
"Lee__Eddy_Y._C.",2
"Lee__Jong.Eun_Roselyn",7
"Lee__Yu.Wei",4
"Lindtröm__Berner",2
"Lindwall__Oskar",1
"Linketscher__Nadja",4
"Liu__Lei",2
"Lonchamp__Jacques",0
"Lucena__Carlos_J.P.",3
"Lukosch__Stephan",2
"Lymer__Gustav",1
"Maldonado__Heidy",7
"Mandl__Heinz",2
"Marathe__Surabhi",2
"Martens__Rob",3
"Massler__Ute",2
"Mayorga__Jose_Ignacio",6
"McCarthy__John",2
"McLaren__Bruce",4
"Meier__Anne",3
"Menold__Natalja",3
"Miao__Yongwu",3
"Mills__Michael",5
"Miwa__Kazuhisa",2
"Miyake__Naomi",1
"Mochizuki__Toshio",8
"Moon__Kyungae",3
"Mor__Yishay",2
"Morishima__Yasunori",7
"Mühlpfordt__Martin",1
"Nagarajan__Anandi",5
"Nagata__Tomoko",8
"Nakahara__Jun",10
"Nakajima__Hiroshi",7
"Nass__Cliff",7
"Nishimori__Toshihisa",8
"Nussbaum__Miguel",2
"Oelinger__Maria",6
"Osada__Naoko",1
"Päivi__Häkkinen",3
"Pata__Kai",2
"Paulus__Trena_M.",1
"Paxton__Mark",8
"Pea__Roy",5
"Perry__Judy",4
"Pimentel__Mariano",3
"Pimentel__Mariano_Gomes",3
"Pinkwart__Niels",7
"Ploetzner__Rolf",2
"Price__Sara",8
"Raija__Hämäläinen",3
"Ramberg__Robert",3
"Reimann__Peter",2
"Reyes__Pablo",1
"Rohde__Markus",2
"Ronen__Miky",1
"Rosas__Ricardo",2
"Roschelle__Jeremy",2
"Rose__Carolyn",4
"Rosen__Joseph",5
"Rowland__Duncan",8
"Rummel__Nikol",3
"Russell__Donna",1
"Rysjedal__Kurt",1
"Saab__Nadira",1
"Samarakou__Maria",3
"Sampson__Victor_D.",1
"Sanna__Järvelä",3
"Sarapuu__Tago",2
"Scheele__Nicolai",4
"Schellens__Tammy",3
"Schneiderheinze__Art",1
"Scholl__Jeremiah",2
"Schönemann__Jochen",2
"Schümmer__Till",4
"Schwarz__Baruch",1
"Sewall__Jonathan",4
"Sha__Li",1
"Shaffer__David_Williamson",1
"Shih__Lifang",1
"Signer__Beat",4
"Slotta__James",2
"Smith__Hilary",8
"So__Hyo.Jeong",1
"Spada__Hans",3
"Squire__Kurt",4
"Stahl__Elmar",2
"Stahl__Gerry",0
"Stegmann__Karsten",4
"Steinkuehler__Constance",4
"Strijbos__Jan.Willem",5
"Suh__Heejeon",3
"Sundholm__Hillevi",3
"Suthers__Dan",1
"Suzuki__Mariko",8
"Swan__Karen",1
"Tallyn__Ella",12
"Tatar__Deborah_G.",1
"Tchounikine__Pierre",1
"Terai__Hitoshi",2
"Tholander__Jakob",2
"Tomlinson__Bill",0
"Tony__Manninen",3
"Tsai__I.Chun",2
"Tscholl__Michael",2
"Tung__Kuan.Jung",3
"Twidale__Michael_B.",2
"Valcke__Martin",3
"van_Aalst__Jan",4
"van_Joolingen__Wouter",1
"Van_Keer__Hilde",3
"Verdejo__Felisa",6
"Voiklis__John",2
"Walker__Erin",4
"Wang__Hung_Ren",4
"Wang__X._Christine",2
"Wasson__Barbara",1
"Wegerif__Rupert",0
"Weinberger__Armin",4
"Wessels__Anja",4
"Wessner__Martin",2
"Woods__David",4
"Wulf__Volker",2
"Yaegashi__Kazaru",10
"Yamada__Ryota",7
"Yamauchi__Yuhei",3
"Yang__Chia.chi",2
"Yeung__Yau.Yuen",0
