"","x"
"Abrahamson__Dor",2
"Abrahamson__Sneha_Veeragoudar_Harrell_and_Dor",0
"Albright__Emil",3
"Amelung__Chris",2
"Andriessen__Jerry",3
"Aqui__Yvette_M.",3
"Aro__Katariina_Salmela.",8
"Arthur__Alexander",3
"Asensio.Pérez__Juan_Ignacio",8
"Asterhan__and_Christa_S._C.",2
"Avouris__Nikolaos",8
"Barron__Brigid",7
"Baurens__and_Benoit",9
"Beals__and_Laura",3
"Bers__Marina",3
"Bielaczyc__and_Katerine",1
"Bitterman__Alan",2
"Blikstein__Paulo",3
"Bodemer__Daniel",2
"Bodemer__Juergen_Buder_and_Daniel",0
"Boling__Erica",0
"Boughner__Britton",3
"Brahm__Taiga",11
"Brecha__John",8
"Breugelmans__and_Seger",1
"Brock__Yaro",3
"Brown__Barry",4
"Bruckman__and_Amy",1
"Buder__and_Juergen",2
"Buss__and_Kristin_A.",2
"Cakir__and_Murat",2
"Cakir__Murat",2
"Chae__Hui_Soo",2
"Chan__Carol",1
"Chang__and_Kuo.En",2
"Chang__Chun.Yen",5
"Chau__Clement",3
"Chaudhury__Raj",8
"Chen__Der.Thanq",1
"Chen__Fei.Ching",1
"Chen__Gaowei",1
"Chen__Weiqin",1
"Chiu__Ming_Ming",1
"Cho__Kwangsu",2
"Clark__Douglas_B.",12
"Clarke__Jody",8
"Cocciolo__Anthony",2
"Cohen__and_Julia",3
"Cooke.Plagwitz__and_Jessamine",3
"Corliss__Stephanie",3
"Cox__and_Karen",2
"Cress__and_Ulrike",3
"Cui__and_Yue",3
"Cui__Yue",5
"Davis__Sarah",0
"De_Groot__Reuma",10
"de_Jong__Ton",8
"De_Laat__Maarten",10
"De_Wever__Bram",3
"Dede__Chris",8
"Dede__Jody_Clarke_and_Chris",0
"Deguchi__Akiko",8
"Dehler__Jessica",2
"DelMarcelle__Sharon_Derry_and_Matt",0
"Der.Thanq__and_Victor_Chen",5
"DiDonato__and_Nicole",1
"DiGiano__Chris",8
"Dillenbourg__and_Pierre",5
"Dillenbourg__Pierre",11
"Dimitracopoulou__Tharrenos_Bratitsis_and_Angelique",0
"Dimitriadis__Yannis",8
"Ding__Ning",0
"Diziol__Dejana",11
"Donoahue__Zoe",3
"Dori__and_Judy",2
"Drachman__Raul",9
"Dwyer__and_Natahn",3
"Dwyer__and_Nathan",4
"Dwyer__Nathan",3
"Eisenberg__Leah_Buechley_and_Michael",0
"Erkens__Gijsbert",6
"Ferraris__Christine",2
"Fischer__and_Frank",12
"Fischer__Frank",4
"Fuhrmann__and_Tamar_Ronen",1
"Fujita__and_Shinobu",5
"Gan__Yongcheng",3
"Gijlers__Hannie",8
"Gil__Julia",2
"Gobert__Janice",8
"Gweon__Gahgene",3
"Hakkarainen__Kai",8
"Hall__Rogers",7
"Halverson__Erica",0
"Hamilton__Eric",0
"Harrer__Andreas",23
"Harrison__and_Steve",2
"Hartnett__Jacky",3
"Hatrak__Natalie",2
"Hauser__Sabine",2
"Heikkil__Annamari",8
"Henning__Jan",3
"Hernandez.Leo__Davinia",8
"Hesse__and_Friedrich_W.",2
"Hever__Rakheli",10
"Hewitt__and_Jim",1
"Higgins__Tara",3
"Hmelo.Silver__and_Cindy",2
"Hmelo.Silver__Cindy",1
"Holmquist__and_Lars_Erik",4
"Hong__Fabrice",11
"Hong__Huang.Yao",3
"Hoppe__and_Ulrich",3
"Hoppe__Ulrich",10
"Huang__and_Ronghuai",3
"Huang__Chun.Chieh",5
"Huang__Ronghuai",4
"Hung__David",6
"Hung__Hui.Chung",3
"Hung__Wei.Chen",3
"Huppertz__and_Peter",3
"Inagaki__Shigenori",8
"Inbal.Shamir__Tamar",1
"Ivarsson__and_Jonas",1
"Jacobson__Michael",5
"Jalonen__Satu",8
"Janssen__Jeroen",3
"Jermann__Patrick",2
"Jiang__Ho.Ming",1
"Johri__Aditya",0
"Joseph__Sam",6
"Kafai__and_Yasmin",1
"Kafai__Deborah_Fields_and_Yasmin",0
"Kahrimanis__Georgios",8
"Kali__Yael",4
"Kanselaar__and_Gellof",5
"Kapur__Manu",6
"Karim__and_Jawed",1
"Karlsson__Göran",1
"Katic__Elvira_K.",0
"Kato__Hiroshi",5
"Kay__Judy",2
"Ke__Fengfeng",0
"Kempler__Toni",1
"Kenehan__and_Garrett",2
"Ketelhut__and_Diane",1
"Kienle__and_Andrea",1
"Kildare__Robert",3
"Kim__Hyungsin",3
"Kim__Kibum",2
"Kimmerle__Joachim",1
"Kimmerle__Ulrike_Cress_and_Joachim",0
"Kinzer__and_Charles",2
"Kinzer__Charles",5
"Kirkpatrick__and_Doug",3
"Kirschner__Paul",5
"Klemmer__Scott",3
"Klopfer__Eric",3
"Knipfer__Kristin",2
"Kobbe__Lars",2
"Koedinger__and_Kenneth",3
"Koedinger__Ken",8
"Kohnle__Carmen",4
"Kollar__Ingo",4
"Kolodner__and_Janet",3
"Kolodner__Christina_Gardner_and_Janet",0
"Koper__and_Rob",1
"Kopp__Birgitta",1
"Kosonen__Kari",8
"Krajcik__Joseph_S.",2
"Kramer__Christopher",3
"Kusunoki__Fusako",8
"Kwon__and_Kyungbin",2
"Ladewski__Barbara",2
"Laffey__James",4
"Laffey__James_M.",2
"Lai__Kevin",2
"Lai__Ming",0
"Lan__Yu.Ju",2
"Larusson__Richard_Alterman_and_Johann",0
"Law__Nancy",4
"Lee__Brian",3
"Lee__Eddy_Y.C.",1
"Levin.Peled__Rachel",2
"Lewis__Sarah",3
"Li__and_Tsai.Yen",5
"Li__Yanyan",7
"Liao__Jian",3
"Lid__Viil",2
"Lin__and_Yi.Chen",3
"Lin__Chiu.Pin",3
"Lin__Guan.Yu",2
"Lindgren__Robb",3
"Lingnau__Andreas",2
"Linnanen__Juha",8
"Linnenbrink.Garcia__Lisa",1
"Liu__Lei",1
"Liu__Pei.Ju",2
"Lonchamp__Jacques",0
