"","x"
"X__Chris",6
"Abrahamson__Dor",0
"Adams__Robin",3
"Agan__Lori",1
"Agnew__Grace",4
"Ai__Hua",3
"Ainsworth__Shaaron",26
"Alagoz__Esra",7
"Aleven__Vincent",4
"Alonzo__Alicia_C.",0
"Alterman__Richard",1
"Anastopoulou__Stamatina",9
"Anderson__Janice",0
"Anderson__Kate",1
"Apedoe__Xornam_S.",3
"Aprea__Carmela",7
"Arici__Anna",4
"Asher__Itay",10
"Asterhan__Christa",16
"Atzmon__Shirley",6
"Austin__Kimberly",9
"Ayaz__Hasan",4
"Azevedo__Roger",4
"Badreddine__Zeynab",2
"Bagley__Elizabeth",1
"Baglin__Shawn",2
"Baines__AnnMarie",1
"Bakar__Aysegul",7
"Baker__Eva_L.",2
"Baker__Michael",8
"Baker__Ryan",4
"Bang__Megan",3
"Barab__Sasha",4
"Barron__Brigid",9
"Barth.Cohen__Lauren",9
"Barton__Angela_Calabrese",5
"Bass__Michelle",5
"Bates__Lauren",6
"Bauhoff__Vera",2
"Baumgartner__Adrian",1
"Becu.Robinault__Karine",1
"Belenky__Dan",9
"Bell__Philip",10
"Berland__Leema",2
"Berland__Matthew",2
"Bernstein__Debra",0
"Berson__Eric",3
"Besterfield.Sacre__Mary",3
"Betrancourt__Mireille",2
"Bielaczyc__Katerine",1
"Blair__Kristen_Pilner",6
"Blikstein__Paulo",4
"Bolger__Molly",3
"Boling__Erica",4
"Bollen__Lars",9
"Booker__Angela",6
"Bopardikar__Anushree",3
"Borge__Marcela",1
"Boticki__Ivica",1
"Boxerman__Jonathan",1
"Brady__Corey",1
"Bransford__John",6
"Brar__Rozy",1
"Brashear__Helene",6
"Braun__Isabel",2
"Bricker__Leah_A.",3
"Bromme__Rainer",1
"Brown__Matthew",9
"Brown__Megan",5
"Brown__Patrick",4
"Bruckman__Amy",6
"Bryan__Lynn",1
"Buckland__Luke",2
"Buechley__Leah",3
"Buksh__Arzoo",9
"Butera__Fabrizio",9
"Butler__Ruth",9
"Buty__Christian",2
"Cakir__Murat",6
"Cardella__Monica",1
"Carlsen__William",2
"Carmichael__Adrian",6
"Carr__Margaret",4
"Carroll__John_M.",1
"Caswell__Tom",3
"Cathcart__Laura",4
"Catley__Kefyn",8
"Catrambone__Richard",1
"Chaffee__Rachel",3
"Chai__Ching_Sing",3
"Chan__Carol_KK",1
"Chan__Wen.Ching",3
"Chan__Yuen.Yan",0
"Chang__Hsin.Yi",9
"Chang__Yu.Han",1
"Charles__Elizabeth",6
"Chase__Catherine_C.",2
"Chen__Fei.Ching",3
"Chen__Gaowei",2
"Chen__Wenli",5
"Cheng__Britte",4
"Chia__Peichun",3
"Chin__Chee.Kuen",4
"Ching__Cynthia",8
"Ching__Cynthia_Carter",4
"Chini__Jacquelyn_J.",6
"Chinn__Clark",2
"Chiu__Jennifer",8
"Chiu__Ming_Ming",12
"Cho__Byeong.Young",3
"Chu__Sarah",7
"Chung__Chen.Wei",2
"Chung__Gregory_K.W.K.",2
"Chuy__Maria",1
"Clark__Dav",1
"Clark__Douglas_B.",20
"Clarke.Midura__Jody",9
"Claudia__Sauter",4
"Clegg__Tamara",2
"Close__Hunter_G.",1
"Coffey__Janet",3
"Colestock__Adam",7
"Compton.Lilly__Catherine",2
"Confrey__Jere",1
"Conlin__Luke",2
"Connolly__Kathleen_G.",4
"Constantinou__Constantinos",3
"Cowie__Bronwen",4
"Creighton__Jean",5
"Cress__Ulrike",7
"Cromwell__Folashade_Solomon",3
"Crook__Charles",9
"Cui__Guoqiang",3
"Curwood__Jen_Scott",5
"D.Angelo__Cynthia_M.",4
"Danielak__Brian_A.",2
"Danish__Joshua",1
"Darnon__Celine",9
"Dasgupta__Chandan",3
"Davis__Heidi",1
"Davis__Pryce",0
"de_Araujo__Zandra",3
"de_Jong__Ton",9
"De_Wever__Bram",8
"Delacruz__Girlie_C.",2
"Delgado__Cesar",0
"Denham__Andre",2
"Derry__Sharon",7
"DeVane__Benjamin",0
"Dianovsky__Michael",1
"Diaz__Lisa_Bouillion",5
"Dixon__Bonnie",2
"Diziol__Dejana",3
"Dodick__Jeff",1
"Dorsey__Chad",9
"Dotger__Benjamin",1
"Drake__Corey",1
"Drechsel__Elisabeth",3
"Dugan__Therese_E.",2
"DuMont__Maneksha",2
"Duncan__Ravit",6
"Duncan__Sean",0
"Dunn__Margie",5
"Dyehouse__Melissa",5
"Eagan__Brendan_R.",3
"Earnest__Darrell",0
"Eberbach__Catherine",13
"Ebner__Hermann_G.",7
"Edwards__Ann",2
"El.Moslimany__Hebbah",3
"Elby__Andrew",2
"Ellenbogen__Kirsten",9
"Emig__Brandon",1
"Empson__Susan",5
"Engle__Randi",1
"Engler__Jan",2
"Enyedy__Noel",9
"Erkens__Gijsbert",7
"Erlandson__Benjamin",2
"Eseryel__Deniz",1
"Esmonde__Indigo",6
"Evans__Emily",4
"Evans__Michael",8
"Faber__Elizabeth",4
"Fang__Jun",5
"Fantini__Paola",5
"Farrar__Cathy",9
"Festner__Dagmar",3
"Fields__Deborah",4
"Filsecker__Michael",9
"Finkelstein__Carla",2
"Fischer__Frank",3
"Fischer__Ursula",4
"Florax__Mareike",1
"Fluet__Kimberly",3
"Foong__Seekit",3
"Forbes__Cory",2
"Forin__Tiago",3
"Forte__Andrea",1
"Frank__Brian",0
"Frauwirth__Kenneth",4
"Frey__Regina",4
"Fristoe__Teale",1
"Fuerstenau__Baerbel",7
"Fujita__Nobuko",1
"Furtak__Erin_Marie",3
"Gadgil__Soniya",9
"Gagliardi__Marta",5
"Gallagher__Lawrence_P.",6
"Ganaim__Lina",3
"Gane__Brian",1
"Gardner__Christina",2
"Gardner__Grant",5
"Gavota__Monica",2
"Gawel__Drue",5
"Gaydos__Matthew",0
"Gealy__Daniel",4
"Gegenfurtner__Andreas",4
"Gerard__Libby",9
"Gerhards__Gisela_M.",2
"Giesbers__Bas",4
"Gijselaers__Wim",4
"Gire__Elizabeth",6
"Gnesdilow__Dana",8
"Gobert__Janice",6
"Goehring__Elizabeth",2
"Goel__Ashok",8
"Goh__Sao.Ee",1
"Goldberg__Fred",1
"Goldman__Shelley",6
"Goldman__Susan",3
"Gomez__Kimberley",13
"Gomez__Louis",7
"Gong__Cheng",4
"Gotwals__Amelia",1
"Gourley.Delaney__Pamela",1
"Graville__Cynthia",9
"Gray__Steven",8
"Greenlee__Andrew",3
"Gresalfi__Melissa",5
"Gressick__Julia",3
"Grigholm__Linda",2
"Grosshandler__Dean",5
"Gruber__Hans",3
"Gupta__Ayush",4
"Gutierrez__Jose",0
"Gvili__Inbal_Flash",1
"Hackbarth__Alan_J.",3
"Hadjichambis__Andreas",4
"Hall__Rogers",11
"Halverson__Erica",5
"Halverson__Kristy",8
"Halverson__Richard",5
"Hamilton__Eric",3
"Hamilton__Harley",6
"Hammer__David",3
"Hammer__Ronen",2
"Hans.Christoph__Nuerk",4
"Hansen__Martha",4
"Hanss__Ted",1
"Hansson__Lena",8
"Harris__Christopher_J.",2
"Harris__Constance",5
"Hatfield__David",1
"Haug__Stephanie",3
"Heckler__Andrew",0
"Held__Christoph",3
"Hemphill__Libby",1
"Henson__Kathleen",3
"Herbst__Patricio",2
"Herman__Phillip",4
"Herrenkohl__Leslie",5
"Hershkowitz__Rina",7
"Hesse__Friedrich_W.",3
"Hewitt__Jim",1
"Hickey__Daniel",18
"Hmelo.Silver__Cindy",22
"Hoadley__Christopher",6
"Hokayem__Hayat",1
"Holbert__Nathan",1
"Holyoak__Keith",3
"Hong__Huang.Yao",4
"Honwad__Sameer",8
"Hope__Jen",9
"Hoppe__Ulrich",2
"Horn__Michael",3
"Hough__Mary",4
"Hsi__Sherry",9
"Huff__Markus",2
"Hupert__Naomi",6
"Ingram.Goble__Adam",4
"Ioannou.Nicolaou__Andri",1
"Izsak__Andrew",3
"Izzetoglu__Kurtulus",4
"Jacobson__Erik",3
"Jacobson__Michael",5
"Jaegar__Allison",5
"Jan__Mingfong",11
"Jarvin__Linda",4
"Jensen__Marion",3
"Jeong__Allan",0
"Jeong__Heisawn",1
"Jimenez__Osvaldo",6
"Johnson__Chelsea",9
"Jones__M._Gail",5
"Jordan__Rebecca",8
"Jordan__Robert",4
"Joshi__Aasha",4
"Jucks__Regina",2
"Kafouris__Dimitris",4
"Kali__Yael",1
"Kam__Matthew",6
"Kanter__David_E.",9
"Kapur__Manu",5
"Kara__Melike",1
"Karch__Anne",5
"Kawasaki__Jarod",9
"Kerlin__Steven",2
"Ketelhut__Diane_J.",13
"Kidwai__Khusro",0
"Kilb__Deborah",5
"Kilgore__Deborah",2
"Kim__Younsu",4
"Kimmerle__Joachim",3
"King__Elizabeth",8
"Kirschner__Paul",11
"Klahr__David",1
"Klopfer__Eric",9
"Knight__Amanda",9
"Kobiela__Marta",3
"Koedinger__Ken",10
"Kohen.Vacs__Dan",2
"Kolikant__Yifat_Ben.David",3
"Kollar__Ingo",3
"Kollias__Vassilis",8
"Kolodner__Janet",2
"Korbinian__Moeller",4
"Krajcik__Joseph",2
"Krakowski__Moshe",3
"Krauskopf__Karsten",3
"Krinsky__Hindi",4
"Krumm__Andrew_E.",6
"Kunath__Janet",7
"Kuo__Wang.Hsin",2
"Kupperman__Jeff",2
"Kwon__Eun_Ju",9
"Kyza__Eleni",14
"Laferriere__Therese",6
"Laffey__James",6
"Lam__IvanCK",1
"Land__Susan",4
"Langer.Osuna__Jennifer",1
"Lara.Meloy__Teresa",3
"Larreamendy__Jorge",5
"Larusson__Johann",1
"Lasry__Nathaniel",6
"Law__Nancy",11
"Law__Victor",1
"Leander__Kevin",4
"Lee__Hee.Sun",9
"Lee__Hee_Seung",3
"Lee__Victor",6
"Leenaars__Frank",9
"Legare__Cristine",9
"Lehrer__Rich",3
"Leng__Jing",3
"Lesk__Hannah",4
"Levin__Daniel",1
"Levin__Mariana",1
"Levine__John",9
"Levine__Susan",3
"Levinson__Amber",9
"Levrini__Olivia",5
"Lewis__Katherine",0
"Li__Wenjuan",1
"Lichtenwalner__Sage",3
"Lin__Chiu.Pin",3
"Lineback__Jennifer",1
"Linn__Marcia",25
"Liu__Chen.Chung",2
"Liu__Lei",1
"Liu__May",4
"Liu__Ou_Lydia",11
"Liu__Tzu.Chien",3
"Llorente__Carlin",6
"Lombardi__Doug",1
"Lombrozo__Tania",9
