"","x"
"Hug__Barbara",1
"Hung__Wei.Chen",1
"Hur__Jung_Won",3
"Hutchison__Paul",1
"Izsák__Andrew",3
"Jabbour__Amanda",2
"Jackson__Kristi",1
"Jacobson__Michael",7
"Janssen__Jeroen",8
"Jaspers__Jos",8
"Jencunas__Deborah",6
"Jiang__Huo.Ming",2
"Job.Sluder__Kirk",0
"Joseph__Diana",11
"Kafai__Yasmin",14
"Kalathil__Radha",0
"Kale__Ugur",3
"Kanselaar__Gellof",8
"Kanter__David",2
"Kapur__Manu",6
"Karkin__Sabina",3
"Karsten__H._Hammer",3
"Ke__Fengfeng",0
"Kelly__Kristin",3
"Kenyon__Lisa",2
"Keren.Kolb__Elizabeth",1
"Kim__Bosung",1
"Kim__ChanMin",1
"Kim__Yanghee",3
"King__Paul",1
"Kinzer__Charles",3
"Kinzer__Charles_K.",3
"Kirschner__Paul",3
"Kirshner__Ben",0
"Klahr__David",2
"Klopfer__Eric",4
"Knoop__Peter",3
"Kohen.Vacs__Dan",2
"Kolodner__Janet",14
"Koper__Rob",3
"Koschmann__Timothy",1
"Kosonen__Kari",1
"Koziol__Renee",3
"Krajcik__Joseph",4
"Kramer__Christopher_W.",3
"Krause__Ann",2
"Kubitskey__Beth",1
"Kuhn__Leema",2
"Kuhn__Markus",2
"Lakkala__Minna",1
"Lam__Richard_B.",3
"Landy__David",7
"Leahy__Kelly",2
"Lee__Hee.Sun",2
"Lee__Joey",1
"Lee__Joseph",3
"Lee__Silvia_Wen.Yu",0
"Lee__Soo.Young",2
"Lee__Tiffany",4
"Lee__Tiffany_R.",4
"Lee__Victor",2
"Lee__Yew.Jin",2
"Lee__Yu.Wei",2
"Leonard__Mary",1
"Lesgold__Sharon",4
"Lesh__Richard",9
"Levias__Sheldon",12
"Lewison__Mitzi",2
"Li__Junlei",2
"Lim__Jung",1
"Lim__Wei_Ying",1
"Lin__Hsien.Ta",1
"Lin__Xiaodong",3
"Lindgren__Robb",2
"Linn__Marcia",5
"Lippitsch__Stefan",3
"Lippman__Jordan",3
"Liu__Lei",2
"Lockard__James",1
"Lohnes__Sarah",3
"Looi__Chee.Kit",1
"Looi__Chee_Kit",1
"Luft__Ilana",3
"Lurie__Nicholas",2
"Lyons__Leilah",3
"M.__William",1
"MacWhinney__Brian",1
"Mancy__Rebecca",1
"Mandl__Heinz",1
"Mansfield__Amie",3
"Manzey__Christine",3
"Marathe__Surabhi",2
"Markkanen__Hannu",2
"Martell__Sandra_Toro",0
"Martin__Caitlin",11
"Martin__Lee",12
"Marulis__Loren_M.",7
"Mastov__Olga",5
"Mathur__Ashima",2
"May__David",1
"McCaffrey__Corey",3
"McCandliss__Bruce",2
"McCarthy__Laurie",12
"McCombs__Michelle",1
"McDonald__Scott",1
"McKnight__Douglas",1
"McNamara__Danielle",7
"Mercier__Emma",2
"Mertl__Veronique",12
"Mestre__Jose",5
"Metcalf__Shari",0
"Millner__Amon",11
"Millwood__Kelli",0
"Misic__Mark_M.",2
"Miyata__Yoshiro",1
"Moher__Tom",1
"Molinari__Gaëlle",4
"Moos__Daniel",5
"Motes__Michael_A.",3
"Mouza__Chrystalla",0
"Mühlpfordt__Martin",7
"Mulhern__Ruth",6
"Muukkonen__Hanni",3
"Nagarajan__Anandi",1
"Narayanan__Hari",5
"Nasir__Na.ilah_Suad",12
"Nathan__Mitchell",1
"Newton__Erica_L.",3
"Nikleia__Eteokleous",0
"Norris__Cathleen",2
"Nueckles__Matthias",2
"O.Connor__Kathleen",12
"O.Reilly__Tenaha",3
"O.Donnell__Angela",5
"Okita__Sandra",1
"Orrill__Chandra_Hawley",3
"Osment__Matthew",1
"Ozuru__Yasuhiro",4
"Palincsar__Annemarie",1
"Parnafes__Orit",5
"Pea__Roy",19
"Pellegrino__James",3
"Penuel__William",7
"Peppler__Kylie",11
"Peppler__Kylie.",3
"Pieschl__Stephanie",2
"Piety__Philip",1
"Pinkard__Nicole",11
"Pitts__Virginia",1
"Ploetzner__Rolf",3
"Poggi__Caterina",2
"Polman__Joseph",0
"Portsmore__Merredith",9
"Pugh__Kevin",3
"Puntambekar__Sadhana",0
"Quintana__Chris",1
"Quintana__Christopher",3
"Rader__Felicia",1
"Raineri__Gina",1
"Ranney__Michael",2
"Ray__Lillian_S.",3
"Raz.Fogel__Nohar",2
"Rebete__Cyril",4
"Reeve__Suzanne",4
"Reeves__Thomas",2
"Reid__Norman",1
"Reimer__Todd",2
"Reimer__Todd_C.",1
"Reiser__Brian",2
"Reiser__Robert",1
"Renkl__Alexander",6
"Renninger__K._Ann",3
"Resnick__Mitchell",11
"Rinne__Luke",2
"Rivet__Ann_E.",0
"Robinson__Cecil",3
"Rogers__Chris",9
"Ronen__Miky",2
"Rosca__Camelia",6
"Roschelle__Jeremy",4
"Rose__Ken",1
"Rose__Sage",1
"Rosen__Joseph",2
"Rosenberg.Kima__Rinat_B.",1
"Rowe__Michael",2
"Rummel__Nikol",2
"Russ__Rosemary",1
"Russell__Donna",0
"Ruvalcaba__Omar",3
"Sabelli__Nora",4
"Sadler__Troy_D.",0
"Sampson__Victor",8
"Samson__Perry",3
"Sanchez__Christopher_A.",2
"Sanchez__Lenny",2
"Sangin__Mirweis",4
"Sarmiento__Johann",7
"Sawyer__R._Keith",4
"Scardamalia__Marlene",4
"Schatz__Colin",11
"Scheintaub__Hal",0
"Schneider__Rebecca",0
"Schunn__Christian_D.",1
"Schwartz__Daniel",1
"Schwartz__Daniel_L.",6
"Sears__David",0
"Seitamaa.Hakkarainen__Pirita",1
"Shaffer__David_Williamson",6
"Shapiro__Benjamin",11
"Shechtman__Nicole",2
"Shen__Ji",0
"Sherin__Bruce",7
"Shin__Namsoo",2
"Shumar__Wesley",5
"Silk__Eli_M.",1
"Sinclair__Grant",3
"Singleton__Ernise",3
"Singley__Mark_K.",3
"Skaalvik__Einar_M.",1
"Skaalvik__Sidsel",1
"Smith__Garrett_W.",0
"So__Hyo.Jeong",1
"Soloway__Elliot",5
"Son__Ji",7
"Songer__Nancy",3
"Spada__Hans",5
"Squire__Kurt",3
"Squire__Kurt_D.",1
"Stahl__Elmar",2
"Stahl__Gerry",7
"Staszowski__Kevin",9
"Stegmann__Karsten",8
"Steinkuehler__Constance",4
"Stevens__Reed",12
"Stevens__Scott",4
"Stewart__Victoria",3
"Stieff__Mike",1
"Sullivan__Florence",1
"Suthers__Dan",2
"Svarovsky__Gina_Navoa",1
"Svihla__Vanessa",0
"Sylvan__Elisabeth",0
"Tan__Seng.Chee",2
"Taylor__Roger",3
"Teasley__Stephanie",2
"Teasley__Stephanie_D.",5
"Thaden.Koch__Tom",5
"Tholander__Jakob",1
"Thompson__Mark",1
"Tinker__Robert",4
"Turner__Jeannine_E.",1
"Turniansky__Bobbie",1
"Ueda__Nobuyuki",1
"Ulrich__Harry",4
"Underwood__Jody_S.",2
"Uotila__Minna",1
"Uttal__David_H.",7
"van_de_Sande__Carla",0
"van_der_Pluijm__Ben",3
"van_Nimwegen__Christof",3
"van_Oostendorp__Herre",3
"Varma__Sashank",2
"Vattam__Swaroop",1
"Voiklis__John",3
"Vye__Nancy",4
"Wagner__Angela",4
"Wagner__Joseph",5
"Walker__Joan",1
"Wang__Kevin",3
"Wang__X._Christine",1
"Wang__Yan",2
"Weimar__Stephen",7
"Weinberger__Armin",8
"Wendel__Daniel",3
"Wessner__Martin",7
"Wexler__Dara",2
"Whitehair__Emily",3
"Wichmann__Astrid",2
"Wilensky__Uri",14
"Wiley__David",1
"Wiley__Jennifer",2
"Williams__Oriana",3
"Williams__Oriana_J.",3
"Williams__Robert_F.",0
"Wilsman__Margaret_J.",2
"Winters__Fielding",5
"Winters__Fielding_I.",3
"Wolf__Tracee_Vetting",3
"Wortham__Donald",1
"Yamaguchi__Ryoko",2
"Yardi__Sarita",0
"Yeo__Jennifer",2
"Yerasimou__Theano",3
"Yew__Jude",2
"Yoon__Susan",1
"Young__Michael",1
"Yukawa__Joyce",2
"Zapata__Diego",2
"Zemel__Alan",7
"Zheng__Dongping",1
"Zheng__Jinjie",3
"Zimmerman__Heather",4
"Zinkowski__John",6
"Zuckerman__Oren",2
"Zuiker__Steven_J.",1
