"","x"
"Kerr__Deirdre",9
"Keune__Anna",1
"Khanlari__Ahmad",4
"Kim__ChanMin",4
"Kim__Nam_Ju",3
"Kim__Soo_Hyeon",1
"Kirschner__Paul",17
"Koh__Elizabeth",1
"Kollar__Ingo",4
"Krämer__Nicole_C.",9
"Kubota__Yoshihiko",7
"Kulik__Alexander",18
"Kunert__André",18
"Kyewski__Elias",9
"Kyllonen__Patrick",9
"Kyza__Eleni_A.",1
"Laferriere__Therese",24
"Laina__Vasiliki",4
"Lajoie__Susanne_P.",1
"Law__Nancy",2
"Lawrence__LuEttaMae",2
"Lee__Hee.Sun",4
"Lee__Jin_Ha",2
"Lee__Teo_Chew",4
"Lee__Ung.Sang",1
"Lee__Victor",17
"Lee__Victoria",18
"Leftheriotis__Ioannis",3
"Levy__Sharona",5
"Li__Taihua",9
"Liang__Leming",2
"Ling__Lee_Yu",3
"Linn__Marcia",8
"Litts__Breanne",4
"Liu__Lei",9
"Lord__Trudi",3
"Lui__Debora_A.",4
"Lui__Michelle",1
"Lund__Kristine",5
"Lyons__Leilah",1
"Ma__Leanne",3
"MacArthur__Chris",9
"Madaio__Michael",2
"Maes__Pattie",18
"Magnussen__Rikke",1
"Martin__Fred",1
"Martin__Nicole",2
"Matsuzawa__Yoshiaki",33
"Matuk__Camillia",2
"McAuley__Alexander",23
"McBride__Elizabeth",3
"McKeown__Jessica",5
"McLaren__Bruce",2
"McMullen__Kyla",3
"McNamara__Danielle",4
"Mercier__Emma",2
"Mislevy__Robert_J.",9
"Mochizuki__Toshio",7
"Moher__Tom",3
"Montané__Mireia",23
"Mulder__Martin",3
"Nachankar__Mrunal",3
"Nacu__Denise_C.",9
"Nathan__Mitchell_J.",5
"Newbutt__Nigel",18
"Newman__Greg",5
"Ng__Meixi",17
"Ni__Lijun",1
"Nickels__Katherine",5
"Nistor__Nicolae",1
"Noor__Jama",3
"Noroozi__Omid",3
"Noushad__Noora_F.",2
"Nunes__Cesar",23
"Nutchey__David",5
"Ogan__Amy",2
"Ohsaki__Ayano",3
"Olsen__Jennifer_K.",5
"Oshima__Jun",36
"Oshima__Ritsuko",3
"Ouyang__Xueying",3
"Pal__Joyojeet",2
"Pallant__Amy",4
"Pardos__Zach",9
"Park__Miyoung",2
"Parsons__Sarah",18
"Payne__Scott",18
"Peppler__Kylie",1
"Perera__Nishan",1
"Phillips__Abigail",17
"Pier__Elizabeth_L.",5
"Piland__Jacob",3
"Pinkard__Nichole",9
"Plevinski__Justin",2
"Polman__Joseph",4
"Pratt__Wanda",3
"Price__Kimberly_Michelle",2
"Price__Nancy",17
"Prieto__Luis_P.",9
"Pryputniewicz__Sarah",3
"Puhl__Thomas",3
"Puntambekar__Sadhana",4
"Quignard__Matthieu",1
"Quintana__Rebecca",2
"Raclaw__Joshua",5
"Raicu__Daniela",9
"Ratté__Sylvie",17
"Rau__Martina",11
"Rebedea__Traian",3
"Recker__Mimi",17
"Reeve__Richard",23
"Renken__Maggie",4
"Resendes__Monica",3
"Ricarte__Thales",9
"Richard__Gabriela",1
"Roberts__Jessica",1
"Rodríguez__Fernando_J.",2
"Rogers__Bradley",5
"Rose__Carolyn",19
"Rosson__Mary_Beth",1
"Ruffaldi__Emanuele",2
"Ruis__Andrew_R.",5
"Rummel__Nikol",22
"Russell__Sam",3
"Sagy__Ornit",1
"Sasaki__Hiroshi",7
"Scardamalia__Marlene",30
"Schneider__Bertrand",11
"Schwendimann__Beat_A.",3
"Sedik__Zahira_Mohd",3
"Seitamaa.Hakkarainen__Pirita",23
"Seo__JooYoung",3
"Serafin__Yvonne",1
"Serlin__Ronald",5
"Shaban__Yara",4
"Shaffer__David",4
"Shaffer__David_Williamson",5
"Shaikh__Rafikh",3
"Shapiro__Ben_Rydal",1
"Shareff__Becca",4
"Sharma__Kshitij",12
"Shim__Jooeun",2
"Shin__Minyoung",4
"Shinohara__Kristen",3
"Shirouzu__Hajime",23
"Sierschynski__Jarek",1
"Silvis__Deborah",1
"Slotta__James",3
"Snyder__Anne",18
"Sommer__Stephen",4
"Spaulding__Scott",1
"Spikol__Daniel",4
"Steele__K.Fai",17
"Stegmann__Karsten",4
"Stromholt__Shelley",17
"Stucker__Michael",2
"Sun__Jingjing",3
"Sun__Na",1
"Suzuki__Hideyuki",7
"Tabak__Iris",1
"Tan__Samuel",3
"Tan__Seng_Chee",23
"Tao__Dan",2
"Tarimo__William_T.",1
"Taylor__Katie_Headrick",1
"Telhan__Orkan",17
"Teo__Chew_Lee",26
"Thompson__Kate",5
"Toprani__Dhvani",3
"Trausan.Matu__Stefan",6
"Traut__Hilary",4
"Tscholl__Michael",3
"Tsovaltzi__Dimitra",3
"Tzou__Carrie",17
"van_Aalst__Jan",33
"van_den_Ende__Joan",17
"van_Heijst__Hennie",17
"Vanlehn__Kurt",1
"VanMeerten__Nicolaas",1
"Varma__Keisha",1
"Vinha__Telma",23
"Viswanathan__Anandhi",2
"Viswanathan__Sree_Aurovindh",1
"Vitale__Jonathan",3
"Vitale__Jonathan_M.",3
"Vogel__Freydis",5
"von_Davier__Alina_A.",9
"Wagh__Aditi",5
"Wakimoto__Takehiro",7
"Walker__Justice_T.",4
"Walker__Susan",0
"Walkoe__Janet",2
"Wan__Hai.Peng",2
"Wan__Haipeng",3
"Wang__Li.Jen",2
"Wang__Qi",2
"Wang__Xu",2
"Warren__Jillian",2
"Weible__Jennifer",2
"Weidler.Lewis__Joanna",4
"Weinberger__Armin",3
"Weiss__David_M.",3
"Wen__Miaomiao",2
"Whiteman__Jennifer",2
"Wichmann__Astrid",9
"Widman__Sari_A.",4
"Wiggins__Joseph_B.",3
"Wilensky__Uri",5
"Wilkerson__Michelle",6
"Windleharth__Travis",2
"Wise__Alyssa",20
"Wobbrock__Jacob_O.",3
"Wright__Kenneth",2
"Wu__Sally",1
"Wu__Sally_P._W.",1
"Wu__Ying.Tien",2
"Xia__Lei",18
"Xuan__Andy_Ng_Ding",3
"Yamada__Yuki",3
"Yan__Shulong",3
"Yang__Christine",17
"Yip__Jason",2
"Yoon__Susan",4
"Yu__Sheng.Quan",2
"Yuan__Guangji",2
"Yuan__Jiangmei",4
"Zhang__Jianwei",37
"Zhang__Jiayuan",2
"Zhao__Naxin",2
"Zhu__Gaoxia",4
"Zhu__Mengxiao",9
"Zimmerman__Heather",1
