"","x"
"X_",13
"Aboulafia__Annette",7
"Abrahamson__Dor",10
"Acholonu__Ugochi",18
"Ainsworth__Shaaron",19
"Aleahmad__Turadg",2
"Aleven__Vincent",5
"Alterman__Richard",7
"Amurao__Frances",3
"Anderson__Kate",3
"Andriessen__Jerry",13
"Anjewierden__Anjo",1
"Antonietti__Alessandro",9
"Aprea__Carmela",0
"Arici__Anna",6
"Arvaja__Maarit",0
"Asterhan__Christa",21
"Austin__Kimberly",1
"Avouris__Nikolaos",15
"Azevedo__Flavio",19
"Babson__Andrew",0
"Bailenson__Jeremy",2
"Baillé__Jacques",2
"Baker__Michael",3
"Bakker__Arthur",3
"Barab__Sasha",16
"Barnett__Mike",1
"Barron__Brigid",34
"Barton__Angela_Calabrese",6
"Bastiaens__Theo_J.",1
"Batchelor__Heather",1
"Baumeister__Antonia",2
"Beijersbergen__Michiel_J.",2
"Bell__Philip",18
"Bernard__Francois.Xavier",3
"Bhanot__Ruchi",4
"Bizer__Barbara",6
"Blavier__Adélaïde",7
"Blikstein__Paulo",7
"Bodemer__Daniel",2
"Bodner__George",22
"Bordages__Jacques",2
"Borko__Hilda",1
"Boshuizen__Henny_P._A.",3
"Bowyer__Jane",2
"Braasch__Jason",5
"Bradler__Pia",2
"Bransford__John_D.",6
"Brett__Clare",1
"Bricker__Leah",18
"Brickhouse__William_Sandoval_Nancy",4
"Briggs__Kristen",18
"Bromme__Rainer",3
"Brown__Rachael",3
"Bruckman__Amy",8
"Brunaud.Vega__Victor",3
"Brünken__Roland",14
"Buckland__Luke",4
"Buda__Marie",5
"Buder__Jürgen",2
"Cagiltay__Kursat",5
"Cahill__Clara",22
"Cakir__Murat",1
"Carlone__Heidi",4
"Cassell__Justine",1
"Cavallo__David",1
"Chai__Ching_Sing",4
"Chan__C.K.K.",1
"Chan__Carol",1
"Chan__Tak.Wai",2
"Chang__Hsin.Yi",10
"Chen__Gaowei",1
"Chen__Mark",18
"Chen__Wenli",5
"Cheng__Hercy",2
"Chi__Michelene",6
"Chin__Chee_Kuen",4
"Chinn__Clark",4
"Chiu__Jennifer",11
"Chiu__Ming_Ming",1
"Chung__Tze_Min",4
