"","x"
"Aditomo__Anindito",2
"Aehnelt__Mario",6
"Allen__Catherine",2
"Amelung__Chris",4
"Anastopoulou__Stamatina",1
"Andriessen__Jerry",1
"Anjewierden__Anjo",4
"Asensio.Pérez__Juan_Ignacio",4
"Asgari.Targhi__Marzieh",3
"Asterhan__Christa",1
"Asterhan__Christa_S.C.",2
"Avouris__Nikolaos",1
"Baker__Michael",1
"Barron__Brigid",12
"Bauters__Merja",5
"Baytiyeh__Hoda",1
"Bennerstedt__Ulrika",1
"Bernstein__Florian",7
"Betbeder__Marie.Laure",1
"Bétrancourt__Mireille",3
"Bientzle__Martina",3
"Blondel__Francois.Marie",3
"Bodemer__Daniel",3
"Bonnett__Victoria",6
"Bopardikar__Anushree",2
"Bransford__John",5
"Bratitsis__Tharrenos",1
"Brennan__Karen",0
"Breuleux__Alain",1
"Brown__Megan",5
"Bruillard__Eric",5
"Bruillard__Éric",1
"Buder__Jürgen",3
"Bundsgaard__Jeppe",0
"Cakir__Murat",3
"Cakir__Murat_Perit",2
"Camacho__Heilyn",1
"Carell__Angela",1
"Carlsen__William",4
"Caviale__Olivier",1
"Chamrada__Marian",5
"Chan__Tak.Wai",2
"Chan__Wen.Ching",4
"Chang__Ben",3
"Chang__Hsiu.mei",4
"Chaudhuri__Sourish",3
"Chen__Chin.Shueh",3
"Chen__Fei.Ching",4
"Chen__Wenli",6
"Chen__Zhi.Hong",2
"Cheng__Britte",5
"Chin__Chee.Kuen",3
"Chin__Doris",5
"Chiu__Jennifer",4
"Chomienne__Martine",2
"Chung__Chen.Wei",2
"Claro__Susana",4
"Clouet__Nicole",2
"Cobos__Ruth",1
"Cocciolo__Anthony",0
"Collins__Allan",4
"Corliss__Stephanie",4
"Cress__Ulrike",5
"Daskolia__Maria",2
"de_Groot__Reuma",2
"de_Hoog__Robert",10
"Dehler__Jessica",3
"Demetriadis__Stavros",3
"Dillenbourg__Pierre",7
"Dimitracopoulou__Angelique",2
"Dimitriadis__Yannis",4
"Ding__Ning",0
"Dirckinck.Holmfeld__Lone",1
"Diziol__Dejana",2
"Dominique__Roué",2
"Dong__Chaoyan",2
"Dowell__John",3
"Duffy__Thomas",2
"Dyke__Gregory",2
"Eisenmann__Tammy",3
"Engelmann__Tanja",3
"Erkens__Gijsbert",2
"Ertl__Bernhard",0
"Estrella__Gucci",4
"Evans__Kathy",5
"Falcão__Taciana_Pontual",1
"Ferraris__Christine",3
"Fessakis__Georgios",1
"Fields__Deborah",1
"Fischer__Frank",11
"Fischer__Gerhard",4
"Fisher__Charles",4
"Fishman__Barry",1
"Fleck__Rowanne",6
"Frerejean__Jimmy",2
"Fujita__Nobuko",1
"Galyen__Krista",4
"Gao__Ping",3
"Gavota__Monica",3
"Gawel__Drue",5
"Gegenfurtner__Andreas",0
"Gerard__Libby",4
"Giemza__Adam",3
"Giguet__Emmanuel",3
"Gijlers__Hannie",4
"Gil__Julia",2
"Girardot__Jean.Jacques",2
"Gkotsis__George",4
"Gladisch__Thomas",3
"Glezou__Katerina",1
"Gnesdilow__Dana",2
"Goehring__Elizabeth",4
"Goggins__Sean",7
"Gogoulou__Agoritsa",3
"Goh__Sao.Ee",2
"Goldman__Ricki",2
"Gouli__Evangelia",3
"Greenhow__Christine",0
"Grigoriadou__Maria",4
"Gweon__Gahgene",2
"Hakkarainen__Kai",7
"Halbinger__Max",5
"Halic__Olivia",5
"Hambach__Sybille",6
"Harrer__Andreas",5
"Harris__Amanda",6
"Hatzitaskos__Markos",4
"Henrik__Johansson_Kjell",10
"Heo__Gyeong_Mi",1
"Hernández.Leo__Davinia",4
"Herrenkohl__Leslie",8
"Herrmann__Thomas",1
"Hesse__Friedrich_W.",3
"Hmelo.Silver__Cindy",1
"Honegger__Beat_Döbeli",1
"Hong__Huang.Yao",7
"Hong__Ran.Young",4
"Hoppe__Ulrich",8
"Howley__Iris",3
"Hsu__Ying.Shao",3
"Huber__Michael_J.",7
"Hung__Hui.Chun",2
"Hußmann__Heinrich",5
"Hwang__Fu.Kwun",3
"Inkinen__Mikko",6
"Ioannou__Andri",1
"Iordanou__Kalipso",1
"Jacobson__Michael",3
"Jahnke__Isa",0
"Jalonen__Satu",2
"Järvelä__Sanna",2
"Jermann__Patrick",7
"Jones__Chris",1
"Jorczak__Robert",0
"Jorrín.Abellán__Iván_Manuel",2
"Joshi__Aasha",5
"Jung__Ji_yoon",3
"Kafai__Yasmin",1
"Kalus__Georg",7
"Kam__Matthew",5
"Kampylis__Panagiotis",2
"Kang__Myung_hee",3
"Kapur__Manu",1
"Karacapilidis__Nikos",4
"Karakostas__Anastasios",1
"Karlgren__Klas",6
"Karousos__Nikos",4
"Ke__Fengfeng",1
"Kerawalla__Lucinda",2
"Kertin__Steven",4
"Kim__Beaumie",6
"Kim__Misong",3
"Kimmerle__Joachim",2
"Kirschner__Paul",4
"Klemmer__Scott",2
"Koch__Jonas",5
"Koedinger__Ken",2
"Kohen.Vacs__Dan",5
"Kollar__Ingo",7
"Kolloffel__Bas",4
"Kooken__Jose",6
"Kopp__Birgitta",2
"Korn__Matthias",1
"Koschmann__Timothy",1
"Kosonen__Kari",11
"Krauskopf__Karsten",3
"Krauß__Matthias",3
"Kuhn__Deanna",1
"Kumar__Rohit",4
"Kumar__Swapna",0
"Kuwata__Jin",3
"Lachmann__Hanna",6
"Laffey__James",7
"Lakkala__Minna",6
"Lambropoulos__Niki",2
"Lansiquot__Reneta",2
"Larsen__James",4
"Laru__Jari",2
"Lee__Jason",3
"Lee__Lai_Har_Judy",1
"Lee__Yew.Jin",4
"Lépine__Simon",5
"Lester__Jessica",5
"Lewis__Sarah",2
"Liang__Jen.Kai",3
"Liao__Calvin_C._Y.",4
"Liao__Calvin_C.Y.",2
"Lin__Chiu.Pin",2
"Lin__Hsien.Ta",1
"Lin__Li.Fen",3
"Linderoth__Jonas",1
"Lindgren__Robb",2
"Lindstaedt__Stefanie",6
"Lingnau__Andreas",3
"Linn__Marcia",4
"Liu__Chen.Chung",6
"Liu__Lei",3
"Loll__Frank",3
"Long__Patti",3
"Looi__Chee.Kit",3
"Lucas__Nadine",3
"Lucci__Aurélien",5
"Lum__Shawn",4
"Lund__Kristine",2
"Lundh__Patrik",5
"Lyons__Leilah",0
"Madeira__Cheryl_Ann",1
"Maldonado__Heidy",2
"Malzahn__Nils",5
"Mandl__Heinz",2
"Mansour__Nasser",5
"Mariné__Claudette",2
