"","x"
"X_",5
"Abbott__Robert_D.",10
"Abrahamson__Dor",5
"Acosta__Alisa",2
"Adams__Deanne",15
"Aguilar__Stephen",2
"Ahn__June",10
"Aleven__Vincent",14
"Alibali__Martha_W.",10
"Allert__Heidrun",3
"Alonzo__Alicia",1
"Alston__Alice",4
"Alvarenga__Claire",8
"Anderson__Emma",12
"Anderson__Janice",1
"Andrade.Lotero__Alejandro",1
"Arastoopour__Golnaz",7
"Arias__Anna_Maria",9
"Arici__Anna",1
"Asterhan__Christa_S._C.",11
"Azevedo__Roger",5
"Bachfischer__Agnieszka",10
"Baker__Ryan_S.",4
"Ballweber__Christy",6
"Banerjee__Amartya",5
"Bang__Megan",19
"Bannister__Nicole",5
"Barab__Sasha",1
"Barany__Amanda",15
"Barber__Jacqueline",4
"Barker__Lisa_M.",4
"Barrientos__Kristina",8
"Barron__Brigid",12
"Barth.Cohen__Lauren",2
"Barth__Armin",13
"Barton__Angela_Calabrese",3
"Barzilai__Sarit",2
"Basu__Satabdi",4
"Baumeister__Antonia_E._E.",1
"Beauvineau__Yves",6
"Beck__Luisa",3
"Begnagh__Reza_Feyzi",4
"Bell__Alexander",4
"Bell__Philip",23
"Bemis__Carrie_Allen",5
"Ben.Zvi__Dani",4
"Bernstein__Debra",3
"Berson__Eric",2
"Bevan__Bronwyn",6
"Bhatnagar__Sameer",6
"Bielaczyc__Katerine",9
"Biemans__Harm_J._A.",3
"Bientzle__Martina",2
"Birmingham__Daniel",3
"Biswas__Gautam",15
"Black__John_B.",1
"Blair__Kristen_P.",13
"Blikstein__Paulo",5
"Bolling__Amy",11
"Bolzer__Markus",15
"Boncoddo__Rebecca",7
"Bonsignore__Elizabeth",10
"Booker__Angela_N.",2
"Borge__Marcela",1
"Boston__Melissa_D.",2
"Bouchet__Franc.ois",5
"Boxerman__Jonathan",3
"Brady__Corey",26
"Bransford__John",6
"Brennan__Karen",3
"Brisen.o__Adriana",3
"Britt__M._Anne",2
"Brooks__Christopher",6
"Brown__Willard",4
"Bryant__Julie",3
"Burke__Jeff",11
"Burke__Quinn",9
"Burkett__Candice",2
"Burleson__Winslow",5
"Buxton__Cory",4
"Caccamise__Donna",4
"Cadeiras__Martin",8
"Caires__Roxane",2
"Cakir__Murat_Perit",1
"Caleon__Imelda",3
"Callanan__Maureen",13
"Cantarero__Andrea",4
"Capps__Daniel",2
"Carlone__Heidi",4
"Carney__Michael",10
"Cartier__Jennifer",2
"Cartun__Ashley",3
"Castillo__Tim",4
"Cervantes__Francisco",3
"Chae__Hui_Soo",1
"Chaffee__Rachel",0
"Champney__Danielle",1
"Chan__Carol_K._K.",4
"Chao__Jie",2
"Charles__Elizabeth_S.",6
"Chase__Kiera",3
"Chen__Gaowei",2
"Chen__Vivian",2
"Chen__Xiaodi",3
"Chen__Ying.Chih",1
"Cheng__Britte",3
"Cheng__Harry",3
"Cheng__Julius",3
"Chi__Michelene_T._H.",10
"Chi__Min",3
"Chin__Doris_B.",13
"Ching__Cynthia_Carter",17
"Chinn__Clark",14
"Chiu__Jennifer_L.",2
"Cho__Young_Hoan",3
"Choi__Gi_Woong",5
