"","x"
"X__",3
"Abrams__Lisa",2
"Alex__Kass",1
"Alexander__Richard",1
"Angela__",3
"Antonietti__Alessandro",3
"Ash__Katy",3
"Baar__Joseph",5
"Barstow__Daniel",0
"Beck.Wilson__Jennifer",4
"Becker__Lee_A.",1
"Bell__Benjamin",2
"Bers__Marina_Umaschi",0
"Black__John_B.",2
"Blumenfeld__Phyllis",4
"Boyko__Marie",5
"Bran__",3
"Brophy__Sean_P.",1
"Brown__Matthew",1
"Bruce__Christopher",2
"Burn__Tobi_M.",3
"Butcher__Kirsten",5
"Carey__Tom",2
"Carroll__John_M.",1
"Caster__Helen",3
"Chen__Ted",2
"Ching__Cynthia_Carter",1
"Crespo__Sergio",2
"Crismond__David",4
"Culp__Katherine_McMillan",3
"Dahlqvist__Patric",3
"Day__Roger_S.",5
"Dede__Chris",3
"Dimaraki__Evangelia_V.",1
"Eagleson__Roy",4
"Edelson__Daniel",2
"Eisenberg__Michael",2
"Enyedy__Noel",2
"Fels__Deborah_I.",4
"Fishman__Barry",4
"Fishman__Barry_J.",4
"Fontoura__Marcus_Felipe_M._C._da",2
"Friedman__Wendy",3
"Gifford__Bernard",2
"Gilbert__Stephen_B.",2
"Gold__Sholom",2
"Goldman__Shelley",1
"Goldman__Susan_R.",3
"Gomez__Louis",1
"Gray__Jackie",4
"Grecu__Dan_L.",1
"Greene__Laurence",5
"Hansen__Steven",2
"Harrigan__Kevin",2
"Hester__Peggy_P.",0
"Hmelo.Silver__Cindy",5
"Holbrook__Jennifer",4
"Honey__Dr._Margaret",3
"Hopkins__Karen_E.",1
"Huang__Qingshou",5
"Huang__Runhe",1
"Imperio__Ernesto",3
"Ioannidou__Andri",2
"Jackson__Randy",2
"Joe__Herman",1
"John__Aachey_Susan",0
"Joseph__Diana",0
"Jun__Youngcook",0
"Kafai__Yasmin",2
"Kantor__Ronald_J.",1
"Karlgren__Klas",3
"Kintsch__Eileen",5
"Kintsch__Walter",5
"Kinzer__Marcy_Singer.Gabella_Charles_K.",3
"Kobza__Michelle",1
"Koehler__Matthew",3
"Kolodner__Janet",5
"Krajcik__Joseph",4
"Kupperman__Jeff",2
"Laurillard__Diana",4
"Lee__Hee.sun",1
"Lee__Soo.Young",1
"Lehrer__Richard",3
"Loftin__R._Bowen",3
"Lucena__Carlos_Jose_P._de",2
"Luckin__Rosemary",4
"Luehmann__April",0
"Ma__Jianhua",1
"Marshall__Sue",1
"Marx__Ron",4
"McCracken__Mike",1
"Miao__Yongwu",4
"Moore__Joyce_L.",1
"Moschkovich__Judit",1
"Narayanan__N._Hari",2
"Neale__Dennis_C.",1
"Ngo__Loan",2
"Osgood__Richard_E.",1
"Oshima__Jun",2
"Oshima__Ritsuko",2
"Palmer__Antonia",2
"Peters__Timothy_W.",1
"Petrosino__Anthony_J.",4
"Pfaffman__Jay",1
"Pfister__Hans.Rüdiger",4
"Pinkard__Nichole",2
"Pinkard__Nichole_D.",0
"Plowman__Lydia",4
"Pollack__Jordan_B.",1
"Puntambekar__Sadhana",1
"Puntembakar__Sadhana",4
"Ramakrishnan__Sailesh",5
"Ramberg__Robert",3
"Ranney__Michael",2
"Rasi__Chiara",3
"Reimer__Todd",1
"Renninger__K._Ann",0
"Repenning__Alexander",2
"Risko__Victoria_J.",3
"Robertson__William_H.",1
"Rubin__Andee",2
"Sacco__Marco",3
"Salzman__Marilyn",3
"Samson__Perry",1
"Schrimpsher__Daniel",2
"Schuh__Kathy_L.",0
"Schwartz__Daniel_L.",2
"Shaffer__David_Williamson",0
"Shirey__William_E.",5
"Singley__Mark_K.",0
"Sklar__Elizabeth",1
"Smith__Graham",4
"Smith__Kevin",1
"Soloway__Elliot",6
"Songer__Nancy_Butler",3
"Stahl__Gerry",0
"Steinbach__Alan",2
"Steinmetz__Ralf",4
"Stratfold__Matthew",4
"Susnowitz__Sally",5
"Taylor__Josie",4
"Taylor__Wayne",2
"Tholander__Jakob",3
"Treviranus__Jutta",4
"Tsikalas__Kallen",3
"Underwood__Jody_S.",0
"Vahey__Phil",2
"VanEsselstyn__David",1
"Walker__Lisa",1
"Waters__Robert",1
"Weidner__Jeanne",2
"Wessner__Martin",4
"Williams__Laurel_A.",4
"Williams__Susan_M.",3
"Winn__William",2
"Worthington__Valerie_L.",1
"Yuasa__Katsutoshi",2
"Zhao__Yong",1
"Zirkel__Jessica",2
"Zola__John",2
