"conf_name","year_name","Author_count","Edge_count","Edge_density","Diameter","Avg_Degree","Deg_Centrlz","Mean_distance","Top_pagerank","Avg_Clustering_Coeff","Components","Authors_LCC","LCC_auth_count","LCC_frac_size","LCC_edge_density","LCC_diameter","LCC_top_eigencentrality","LCC_mean_distance","LCC_top_pagerank"
"ICLS","2008","629","2163","0.011","13","6.878","0.0543350581754478","4.734","Fischer__Frank","0.91","99","212","212","0.337","0.025","13","Pinkard__Nichole","1.746","Wichmann__Astrid"
