"conf_name","year_name","Author_count","Edge_count","Edge_density","Diameter","Avg_Degree","Deg_Centrlz","Mean_distance","Top_pagerank","Avg_Clustering_Coeff","Components","Authors_LCC","LCC_auth_count","LCC_frac_size","LCC_edge_density","LCC_diameter","LCC_top_eigencentrality","LCC_mean_distance","LCC_top_pagerank"
"ICLS","1998","160","187","0.015","3","2.337","0.0230345911949686","1.19","Songer__Nancy_Butler","0.934","57","9","9","0.056","0.222","3","Soloway__Elliot","1.111","Soloway__Elliot"
