"conf_name","year_name","Author_count","Edge_count","Edge_density","Diameter","Avg_Degree","Deg_Centrlz","Mean_distance","Top_pagerank","Avg_Clustering_Coeff","Components","Authors_LCC","LCC_auth_count","LCC_frac_size","LCC_edge_density","LCC_diameter","LCC_top_eigencentrality","LCC_mean_distance","LCC_top_pagerank"
"ISLS","2021","1042","3215","0.006","12","6.171","0.0469060275351657","3.966","Danish__Joshua","0.916","177","217","217","0.208","0.025","12","Danish__Joshua","1.922","Wolkenhauer__Rachel"
