"conf_name","year_name","Author_count","Edge_count","Edge_density","Diameter","Avg_Degree","Deg_Centrlz","Mean_distance","Top_pagerank","Avg_Clustering_Coeff","Components","Authors_LCC","LCC_auth_count","LCC_frac_size","LCC_edge_density","LCC_diameter","LCC_top_eigencentrality","LCC_mean_distance","LCC_top_pagerank"
"CSCL","2005","253","418","0.013","3","3.304","0.0345065562456867","1.431","Harrer__Andreas","0.94","70","17","17","0.067","0.165","3","Hoppe__Ulrich","1.311","Zeini__Sam"
