"conf_name","year_name","Author_count","Edge_count","Edge_density","Diameter","Avg_Degree","Deg_Centrlz","Mean_distance","Top_pagerank","Avg_Clustering_Coeff","Components","Authors_LCC","LCC_auth_count","LCC_frac_size","LCC_edge_density","LCC_diameter","LCC_top_eigencentrality","LCC_mean_distance","LCC_top_pagerank"
"ICLS","2010","763","1657","0.006","11","4.343","0.028420759331689","3.611","Schwarz__Baruch","0.926","155","131","131","0.172","0.029","11","Linn__Marcia","1.676","Zhang__Helen"
