"conf_name","year_name","Author_count","Edge_count","Edge_density","Diameter","Avg_Degree","Deg_Centrlz","Mean_distance","Top_pagerank","Avg_Clustering_Coeff","Components","Authors_LCC","LCC_auth_count","LCC_frac_size","LCC_edge_density","LCC_diameter","LCC_top_eigencentrality","LCC_mean_distance","LCC_top_pagerank"
"ICLS","2016","542","1556","0.011","7","5.742","0.061475605513911","2.727","Slotta__James","0.938","89","112","112","0.207","0.049","7","Slotta__James","1.685","Vitale__Jonathan"
