"conf_name","year_name","Author_count","Edge_count","Edge_density","Diameter","Avg_Degree","Deg_Centrlz","Mean_distance","Top_pagerank","Avg_Clustering_Coeff","Components","Authors_LCC","LCC_auth_count","LCC_frac_size","LCC_edge_density","LCC_diameter","LCC_top_eigencentrality","LCC_mean_distance","LCC_top_pagerank"
"CSCL","2019","644","2454","0.012","9","7.621","0.0830153685654396","3.422","Hmelo.Silver__Cindy","0.933","95","208","208","0.323","0.03","9","Danish__Joshua","1.769","Zuckerman__Oren"
